name,weight,companyID,price,forbidden_country1,forbidden_country2,forbidden_country3,forbidden_country4,forbidden_country5
Namfix,15.25,110,25.51,141,,,,
Treeflex,14.9,3,2866,,171,126,,
Bamity,4.48,129,8.92,,,,168,
Vagram,13.32,62,76,,,,,
Voyatouch,4.77,105,25.61,,151,194,153,
Greenlam,19.72,88,373,141,,212,,
Sonsing,9.53,46,2024,139,,,,
Fix San,9.18,85,67,,10,,,
Bamity,13.76,104,2.51,,,,,
Otcom,12.9,129,20.72,206,29,112,,
Toughjoyfax,6.63,133,38.15,,,,,
Kanlam,10.77,124,38.17,,,,,
Span,19.38,21,1027,,248,,,
Wrapsafe,18.68,166,11.88,,,161,,
Otcom,17.2,110,23.39,215,,23,195,
Matsoft,1.8,49,1415,117,,78,,
Alphazap,13.42,131,8.16,177,,,,
Wrapsafe,18.23,28,1776,,240,,,
Bitwolf,15.26,41,3923,248,152,,,
Tres-Zap,8.7,63,201,180,,93,,
Gembucket,4.86,55,331,,,195,,
Overhold,13.61,86,169,181,29,,,
Matsoft,9.45,11,3811,,112,,,
Ronstring,19.8,39,3156,,250,201,,
Quo Lux,9.21,61,51,117,144,,227,
Bitwolf,0.29,65,289,143,98,,205,
Fixflex,0.58,34,1460,123,,202,,
Overhold,3.11,66,277,148,,,,
Konklux,13.26,67,233,13,,,,
Stim,7.31,72,320,26,,,,
Viva,0.71,116,26.39,16,,173,,
Hatity,19.49,10,3620,,,156,,
Duobam,10.02,164,17.26,,,,,214
Opela,8.21,45,3724,20,,238,150,214
Tres-Zap,12.94,50,318,,225,,127,
Zaam-Dox,6.77,153,11.73,,,,,
Job,12.94,114,23.35,24,17,,208,
Bitchip,18.4,166,3.01,,,,247,
Voltsillam,14.14,73,82,,,165,,
Cardify,3.49,62,118,,,,,
Tresom,11.89,66,364,,,,,214
Lotlux,15.76,29,2474,138,87,,,
Fix San,10.03,132,30.41,170,,106,,
Voyatouch,8.13,83,321,104,250,,242,
Veribet,12.38,168,30.58,,,,,
Fix San,16.77,42,2343,,,,,
Rank,5.83,61,54,114,141,,,
Bigtax,5.75,5,1839,,,,,
It,9.42,68,265,219,,,57,
Bamity,16.46,21,1473,,,,,
Stronghold,16.66,133,11.14,37,,,,
Quo Lux,17.46,100,203,,,,,
Ronstring,14.44,168,26.26,207,59,,,
Aerified,9.06,53,88,57,,188,,
Zontrax,11.59,57,242,,,,,
Trippledex,6.41,155,21.37,152,60,,,
Matsoft,7.2,33,1699,16,,10,,
Vagram,10.19,88,150,16,,45,,
It,4.26,39,721,213,,,53,
Regrant,6.95,161,13.43,3,,,,
Zontrax,13.1,25,3617,,68,,,
Tresom,10.41,139,32.35,,,,43,
Lotstring,1.48,43,2643,,,14,,
Kanlam,14.68,169,2.38,234,,,26,
Greenlam,10.38,118,34.02,,60,,86,
Biodex,12.77,56,73,,249,,,
Greenlam,4.04,31,1288,53,,,,
Vagram,6.94,80,284,,35,,,
Veribet,19.85,84,21,,,,,214
Keylex,12.21,158,10.06,,77,,200,
Namfix,18.56,30,1559,140,,238,,
Pannier,17.83,132,28.95,116,,242,91,
Regrant,16.08,155,25.27,97,137,,,
Trippledex,0.15,57,385,,,,,
Alphazap,4.53,42,2174,159,179,,,
Ronstring,18.75,139,15.46,94,89,,,
Zoolab,19.2,3,911,85,,,67,
Fix San,3.15,159,1.68,158,109,,,
Cardify,7.95,14,485,,,12,58,
Solarbreeze,14.83,85,139,151,,12,,
Namfix,3.63,59,115,,160,42,,
Fixflex,8.8,16,632,,73,91,,214
Alpha,7.66,68,323,141,,,,
Namfix,18.83,142,36.86,,,57,,
Otcom,15.51,75,319,,,,66,
Keylex,16.19,27,512,26,,,15,
Cardify,12.05,147,39.76,187,,,,
Alphazap,8.99,65,201,76,,241,,
Mat Lam Tam,1.01,149,27.14,197,,106,,
Vagram,18.11,94,370,,,43,,
Regrant,13.76,110,10.69,,,190,,
Ventosanzap,4.91,52,168,218,57,,,
Trippledex,19.21,9,929,,,232,,
Trippledex,10.74,54,363,193,246,,,
Tempsoft,19.46,150,3.3,,,220,,
Prodder,12.0,33,592,199,148,,,
Asoka,15.99,107,0.22,213,,,,
Zathin,8.88,143,11.37,53,,141,,
Domainer,13.09,4,1269,29,,,,
Tempsoft,8.27,73,319,10,62,,224,
Veribet,19.57,64,400,240,,223,,
Vagram,5.25,62,180,216,,156,,
Ronstring,19.64,127,31.37,81,174,,,
Ronstring,11.96,56,101,,73,,165,
Otcom,13.52,108,15.58,,120,,,
Wrapsafe,5.55,115,6.5,33,133,206,,
Lotstring,18.18,136,8.48,242,,116,65,
Solarbreeze,16.28,130,15.43,195,227,195,,
Y-Solowarm,16.3,139,12.78,37,35,,,
Zathin,11.84,29,559,,,,,
Bamity,2.98,164,34.37,27,79,,,
Regrant,14.03,42,3694,,24,,,214
Tampflex,18.9,51,95,,,,,
Namfix,1.95,128,22.19,51,,176,210,
Subin,5.88,99,316,,186,57,,
Regrant,13.59,167,13.15,,87,157,,
Y-find,13.64,6,451,125,,,,
Andalax,10.47,132,25.63,145,,,,214
Hatity,18.85,140,7.57,83,,,,
Bigtax,4.15,147,18.07,39,200,,,214
Latlux,5.1,31,2941,,,,,
Overhold,19.56,99,307,,181,,242,
Transcof,13.41,151,8.0,,,244,86,214
Fix San,0.74,47,3254,119,239,,242,214
Fix San,12.15,16,1336,,,162,,
Greenlam,2.98,111,22.34,214,11,108,,
Flexidy,7.58,153,23.89,237,28,169,,
Tempsoft,18.35,49,3819,159,202,,,
Ronstring,16.64,29,1622,,,,,
Keylex,2.32,130,35.96,,184,53,83,
Ventosanzap,10.95,148,30.72,,,,,
Lotlux,6.48,15,3925,140,,,,
Asoka,2.85,27,2951,,,,156,
Cardify,14.14,138,12.66,,,231,200,
Duobam,12.12,54,369,75,,99,,
Job,3.98,93,389,183,,,,
Tampflex,12.21,77,400,38,,112,170,
Zoolab,18.34,155,19.13,,,,116,
Opela,14.09,137,15.59,,151,,,
Alpha,10.01,72,35,,,,,
Wrapsafe,15.13,18,2662,61,,,,
Tresom,7.64,16,691,,,,,
Y-Solowarm,11.86,123,25.19,195,,,,
Bitwolf,17.76,83,12,,,141,,214
Solarbreeze,17.21,85,356,,,,,214
Flowdesk,16.78,153,17.03,224,,,,
Keylex,7.81,134,8.24,,118,181,51,
Tin,19.4,165,24.21,,182,,,
Kanlam,3.12,14,2405,,,4,,
Fixflex,7.01,69,105,119,106,,,
Rank,10.83,139,12.58,,,241,,
Overhold,11.27,27,1773,2,,,,
Zamit,3.22,146,29.51,,,,,214
Subin,4.86,4,1870,92,,,,
Zoolab,12.35,89,38,154,,,,
Flexidy,0.65,157,33.96,,,19,70,
Opela,13.05,25,2442,,,,,
Voyatouch,3.35,51,304,,,49,,
Ronstring,18.21,96,238,,,,,
Y-find,4.89,148,34.55,207,,,,
Zaam-Dox,11.44,121,34.4,,,,211,
Zaam-Dox,6.91,124,30.75,238,,,,
Toughjoyfax,19.98,35,2504,,100,218,36,
Voyatouch,18.34,65,287,,,3,,214
Flowdesk,6.76,10,2265,,,,,
Tresom,15.79,89,369,119,,150,,214
Latlux,4.2,23,2924,116,,,,
Alphazap,9.24,130,34.64,245,103,,2,
Viva,7.96,95,54,,,,,
Treeflex,18.61,74,69,,149,107,,
Hatity,4.46,90,95,,116,,,
Temp,5.43,21,1961,74,,,,
Regrant,6.19,118,35.26,,,,,
Sub-Ex,16.97,124,20.96,70,,111,,
Bitchip,10.1,25,3277,240,,6,,
Zathin,0.43,159,37.46,88,,,,
Sub-Ex,6.56,108,12.6,,,,177,
Ventosanzap,11.25,37,3401,,199,126,,
Veribet,5.95,16,3684,,,,,
Ventosanzap,11.87,28,3078,178,63,43,,
Fixflex,16.36,50,138,,,159,,
Tempsoft,15.64,38,3516,,175,189,,
Daltfresh,18.04,167,14.14,,,,198,
Konklux,1.58,163,16.99,2,,,,
Flexidy,11.28,111,25.77,,,,84,
Cardify,19.84,28,3559,,,,143,
Biodex,2.01,95,53,,,211,,
Bamity,5.32,52,146,18,,148,,214
Ronstring,4.08,8,3244,159,,,,
Ronstring,10.92,5,3568,,4,,114,
Fintone,1.4,47,1390,,,,109,
Kanlam,17.51,34,2585,,,170,,214
Holdlamis,19.15,125,7.04,,39,,,
Tin,8.72,73,338,61,210,,,
Toughjoyfax,15.37,77,100,77,,,,
Temp,14.82,86,296,,,,113,
Rank,17.26,157,15.85,31,,239,,
Viva,14.99,71,146,,,237,,
Andalax,10.57,141,3.22,126,218,242,,
Keylex,19.23,84,194,,152,,,214
Solarbreeze,13.54,44,2544,239,147,,,
Domainer,7.75,161,34.68,48,,,,
Fintone,8.69,92,148,103,217,,,
Home Ing,8.42,39,2928,,,,,
Flexidy,7.58,82,324,169,193,,,
Latlux,9.67,41,485,,,,89,
Prodder,19.64,153,9.54,,15,,,214
Holdlamis,10.33,10,2881,,,,,
Bamity,10.25,5,2194,,,,193,
Voltsillam,2.29,91,272,31,91,,,
Veribet,13.04,13,3168,,,,,
Mat Lam Tam,16.14,165,24.08,21,,74,,
Prodder,1.59,49,1470,,61,,,
Holdlamis,5.12,118,27.97,,,224,,
Viva,5.13,129,27.81,,23,,,214
Stringtough,18.81,75,99,164,,134,,
Keylex,15.39,154,4.51,55,,,52,
Ronstring,11.67,96,375,,98,,,
Vagram,15.88,118,34.59,123,138,35,,
Zontrax,15.67,95,152,35,,,231,
Tempsoft,6.52,63,311,,,,,214
Bitchip,9.24,157,25.93,136,,,,
Cardify,5.54,30,1140,213,77,,210,
Bitchip,16.52,159,6.03,,,45,,
Prodder,18.59,19,1191,,,,,
Transcof,4.93,82,90,142,143,,,
Konklux,2.54,28,2716,,,,,
Otcom,14.69,155,36.14,,,,,
Daltfresh,0.56,44,2847,,,121,,
Span,7.88,18,3130,109,248,33,7,
Zathin,1.31,63,247,61,161,,70,
Voyatouch,2.86,62,49,,143,,,
Cardify,1.45,31,2781,203,117,,,
Quo Lux,2.01,31,3594,,,,,
Pannier,1.61,27,558,,84,,,
Bytecard,1.06,104,27.71,,,,,
Matsoft,0.4,2,3454,156,,,,
Namfix,13.33,15,726,35,,134,105,
Trippledex,1.51,155,4.13,8,37,214,,
Keylex,17.09,162,34.84,22,220,29,,
Biodex,12.87,34,1217,194,,,193,
Regrant,0.39,136,12.72,248,224,,190,
Tempsoft,16.19,21,1417,,31,,,
Konklab,4.88,25,1129,197,55,111,210,
Asoka,6.99,148,13.27,18,,,,
Bytecard,10.51,118,36.55,,,,,
Domainer,17.88,77,207,193,,,,214
Span,9.55,152,28.78,165,245,,46,
Pannier,14.85,47,2745,,,,,
Kanlam,6.49,1,3911,183,,,,
Tin,4.91,45,1689,89,215,,,
Pannier,8.36,87,251,30,,,,
Tin,10.89,74,154,236,,67,,
Temp,12.8,126,37.83,,103,124,132,
Regrant,13.2,156,2.67,140,,100,,
Latlux,14.9,124,28.42,,76,,,
Tampflex,7.45,99,120,,,185,171,
Home Ing,1.73,32,3339,,,,,
Ventosanzap,19.5,23,493,,,,236,
Opela,13.38,82,165,151,,,,
Ventosanzap,0.14,15,3328,166,,,,
Keylex,3.82,98,314,,,,,
Cardguard,14.1,10,1660,,,,66,
Transcof,2.53,53,76,,,,,
Gembucket,5.04,116,23.52,69,220,,,
Cardguard,4.88,22,2024,27,150,144,,
Flexidy,5.17,92,395,82,153,208,,
Aerified,5.8,105,16.93,74,,,,
Biodex,8.88,137,13.13,134,,29,,
Namfix,9.9,166,7.03,,,24,,
Treeflex,2.87,167,36.06,,246,,,
Fixflex,18.21,68,391,,226,,,
Fix San,13.17,123,7.19,31,,104,,
Overhold,14.48,106,7.02,,,,,
Voyatouch,3.85,37,3395,,126,111,,
Flowdesk,12.42,39,2571,68,125,143,8,
Otcom,6.28,104,36.95,231,22,104,,
Regrant,13.59,53,258,,,,218,
Namfix,14.23,17,2575,,212,,,
Bitwolf,5.75,140,2.83,,179,,,
Bytecard,0.7,140,24.01,,,,,
Sonsing,10.28,25,1561,,,,138,
Latlux,10.59,118,2.88,157,,,,
Duobam,3.68,9,1534,165,192,,,
Transcof,5.68,152,3.1,42,,131,,
Prodder,10.85,133,27.52,,,,,
Solarbreeze,16.5,119,29.35,,101,,,
Stringtough,13.59,26,3821,,,,,
Voltsillam,16.37,66,74,,,,,
Latlux,5.45,29,3266,,,,,
Sonair,1.42,105,11.94,232,,194,99,
Tresom,0.4,14,3441,,,,,
Lotstring,14.34,84,173,,,,,
Home Ing,13.7,13,1594,,,,,
Tin,3.01,142,35.64,,,,,
Hatity,0.31,13,3751,96,,181,,
Viva,11.27,8,1969,,,,105,
Holdlamis,7.3,155,27.24,99,,,,214
Latlux,7.98,7,1377,97,,,,
Bamity,4.14,65,71,67,,,,
Y-Solowarm,10.93,120,36.88,,,190,,
Voyatouch,12.57,88,289,,,,,
Ronstring,10.89,84,150,,25,22,,
Subin,12.56,156,37.77,11,,,,
Treeflex,9.96,169,18.14,,,161,,
Zaam-Dox,17.27,56,71,26,,,,
Latlux,5.31,82,375,15,,,,
Stringtough,3.59,48,3578,12,177,,,
Rank,15.86,97,72,243,,,,214
Toughjoyfax,2.14,68,91,204,231,,,
Zathin,18.75,36,1483,41,,,135,214
Tempsoft,11.23,116,1.68,235,248,,,
Zathin,1.98,161,26.57,90,,216,,214
Regrant,0.33,129,28.58,162,,153,,
Job,18.1,121,14.13,,,,,
Konklab,9.25,8,816,65,,,,
Lotlux,7.86,39,505,226,,24,49,
Prodder,18.64,168,28.89,,238,203,70,
Lotlux,3.81,118,29.23,14,,,,
Zamit,9.09,53,107,,,115,,
Rank,9.21,25,2639,,101,,,
Otcom,1.24,12,827,242,216,183,,
Kanlam,7.57,59,21,,,,,
Otcom,18.97,44,1285,,,,,
Home Ing,15.38,119,5.81,,,233,,
Bitchip,15.09,11,1738,,23,31,,
Namfix,19.66,95,120,117,,,,
Tres-Zap,19.51,46,1619,,81,,,
Sonair,12.5,95,146,,8,,,
Mat Lam Tam,16.37,85,302,,,98,,
Stringtough,11.2,42,3003,80,,199,,
Overhold,7.27,46,1309,,106,,,
Treeflex,8.28,32,3508,229,62,,,
Flowdesk,4.77,108,3.64,70,,,,
Fix San,15.51,5,985,175,,,,
Opela,17.4,151,31.28,190,181,,,
Alpha,6.09,145,5.71,86,,,,
Viva,13.5,30,434,108,173,,,
Sub-Ex,2.66,151,38.48,31,156,,,
Overhold,7.11,23,1546,200,,,,
Fix San,5.94,103,24.67,,,,139,
Regrant,13.97,131,18.4,,51,82,,
Redhold,0.98,67,266,,,,,
Tresom,17.26,26,3441,,,242,,
Cardify,0.61,129,18.73,43,,,,214
Matsoft,2.48,44,1757,,,101,,
Tempsoft,5.08,67,379,233,,,90,
Daltfresh,0.23,105,29.24,122,,,76,
Viva,19.75,32,798,4,,216,,
Regrant,0.83,90,280,39,29,,,214
Mat Lam Tam,10.66,11,3041,66,189,,,
Tempsoft,11.37,99,312,,,,,
Job,15.13,133,22.96,52,,,,
Keylex,1.61,96,166,238,,,34,
Matsoft,9.43,132,14.91,,,,,
Zoolab,13.91,121,26.25,,,209,187,
Trippledex,1.33,122,19.32,,,,223,
Namfix,5.66,3,1710,130,,,,
Gembucket,11.16,97,327,226,,,,
Tempsoft,6.95,80,111,102,31,84,105,214
Flowdesk,7.8,91,159,156,,,,
Opela,11.68,85,91,222,,,,
Quo Lux,4.15,141,30.31,68,,112,,
Temp,12.15,126,31.58,,,,,
Biodex,1.27,132,38.09,232,,180,25,
Regrant,6.29,12,2762,41,,,115,
Overhold,4.13,95,191,202,,,,
Quo Lux,18.73,28,2191,208,,,,
Solarbreeze,0.8,153,38.55,,,,,
Zaam-Dox,16.16,109,29.67,,,128,,
Tin,13.79,7,3962,,165,,,
Veribet,15.27,142,38.92,16,233,,86,
Cardify,17.01,139,22.04,,188,,223,
Redhold,15.05,150,29.97,,,,,
Fintone,11.6,53,211,105,,242,,
Konklux,12.99,36,1915,64,,,,
Aerified,19.7,116,9.72,16,,,,
Domainer,1.59,54,107,24,,,,
Bigtax,5.8,22,3445,,,122,,
Bigtax,12.69,148,29.84,,,,141,
Tampflex,13.58,54,320,176,46,,,
It,3.82,152,13.8,35,,,,
Gembucket,14.24,52,369,220,,,,
Flexidy,12.81,134,1.36,,,17,,
Konklab,17.47,24,2664,242,52,,38,
Matsoft,7.14,112,14.04,,,,,
Bitchip,1.28,155,20.64,,,,232,214
Job,17.45,18,3942,103,3,,,
Quo Lux,3.7,150,0.52,,62,,117,214
Cookley,5.76,36,1905,,,,,
Subin,1.15,61,387,,,,,
Pannier,4.45,158,11.6,222,11,,,214
Subin,19.79,26,1009,31,40,,57,
Bytecard,10.92,154,21.74,169,51,206,,
Aerified,18.84,127,0.6,,,,,
Fixflex,12.07,49,493,,,,57,
Otcom,9.35,27,1469,,,,188,
It,13.86,7,1836,47,,136,,
Ventosanzap,16.61,80,148,157,184,,,
Flowdesk,6.87,141,24.78,189,,,,
Cardify,6.31,130,8.36,166,,,,
Ronstring,0.97,45,3153,29,,,71,
Stringtough,5.66,168,6.52,,,16,,214
Stronghold,14.16,47,681,,241,,,
Stim,9.91,67,287,127,,,89,
Bitwolf,17.78,127,22.04,4,49,226,,
Y-find,17.36,155,24.14,,75,,,
Home Ing,8.14,105,1.67,71,36,,,
Wrapsafe,19.5,91,201,,219,,184,
Pannier,4.03,41,3558,49,,,150,
Cardify,4.53,43,1764,193,,,201,
Duobam,5.35,166,19.13,132,76,,,
Treeflex,16.15,147,6.01,,22,,,
Y-Solowarm,19.03,32,2664,,,,153,
Sub-Ex,11.7,129,37.08,10,,,,214
Sonsing,8.44,1,1652,,248,,,
Pannier,4.37,26,539,112,,,,
Ronstring,3.94,98,212,,,,,
Latlux,9.64,28,797,,,,125,
Fintone,8.4,1,3527,,201,,,
Ronstring,15.85,158,35.96,,219,,158,
Zoolab,14.61,75,193,,211,,,
Prodder,11.19,157,35.54,202,161,,,
Cardguard,11.05,162,22.6,,238,,212,
Alpha,5.0,26,458,,213,,,
Lotstring,1.49,10,1984,171,,,,214
Prodder,2.62,146,23.33,115,,,,
Wrapsafe,3.42,99,217,,,,,
Matsoft,7.18,4,1754,,,,,
Matsoft,9.52,106,4.88,,,,182,
It,17.68,56,85,,,106,31,
Holdlamis,11.97,25,1207,,,,,
Bamity,13.51,15,3555,244,38,90,,
Transcof,1.72,8,3221,,169,,,
Transcof,3.62,168,6.12,,,225,119,
Cookley,15.91,135,38.76,,,,186,
Flowdesk,1.34,15,1736,,,223,,
Solarbreeze,10.84,160,3.67,,166,,91,
Regrant,18.83,134,8.98,,22,,,
Aerified,6.99,36,2805,156,226,,11,
Viva,5.57,63,34,76,,,81,
Voyatouch,1.81,154,32.02,122,53,,,
Temp,18.55,89,393,,104,,146,
Bitwolf,14.43,37,2187,,,,,
Viva,7.27,137,31.74,,66,,,
Hatity,15.92,167,9.73,,,,,
Gembucket,1.52,135,26.05,219,,,,
Tin,6.62,16,2882,149,,,217,
Span,15.03,2,2673,122,,,,
Kanlam,9.75,162,19.82,237,,,,
Duobam,10.73,23,2344,41,,98,,
Ronstring,18.76,100,137,,199,,,
Sub-Ex,10.27,3,3063,200,,171,,
Regrant,8.15,110,6.21,,223,217,107,
Regrant,2.48,91,8,,,,221,
Konklux,5.14,160,21.15,,200,,,214
Rank,3.71,138,26.17,,,,244,
Treeflex,13.26,123,10.71,17,,,,
Tres-Zap,4.35,152,15.0,197,140,,,
Y-find,5.3,17,1007,,,,,214
Fintone,3.98,29,1271,,221,,,
Tres-Zap,4.88,123,4.62,1,19,,,
Hatity,15.68,24,1972,125,,246,,
Y-Solowarm,2.36,84,262,81,159,,132,
Trippledex,12.61,101,5.67,57,,,,
Cardguard,11.27,85,188,,,,,
Alphazap,9.08,30,1314,,,,,
Tresom,5.56,47,1177,,,117,,
Zathin,1.0,7,3059,,,,,
Ventosanzap,7.81,101,16.77,142,1,,,
Lotstring,13.16,22,807,,,204,,
Fixflex,13.09,78,248,227,97,,,
Kanlam,1.7,12,1260,182,206,,,
Viva,14.99,130,38.86,168,81,61,,
Ronstring,10.25,107,21.2,169,,159,,
Pannier,6.94,156,16.13,,,,200,
Y-find,19.35,110,22.85,,,66,,
Lotlux,18.87,59,179,42,,162,,
Pannier,10.07,138,28.41,200,243,164,,
Namfix,7.41,65,201,188,,,89,
Rank,12.62,25,3734,52,,,,
Span,18.36,115,13.53,22,82,,,
Bytecard,16.13,81,271,,,209,,
Y-Solowarm,3.98,79,30,137,,,,
Ventosanzap,6.88,59,162,124,,180,,
Fixflex,0.6,8,1946,97,245,,,
Y-find,16.81,66,229,144,,,,
Bigtax,1.3,117,17.96,,43,,,
Home Ing,12.73,12,3515,105,,,,
Y-find,0.58,161,7.94,,46,177,,
Ronstring,18.25,20,1453,197,159,,,
Gembucket,7.93,148,23.75,,58,,,
Redhold,11.09,143,34.73,242,,,,
Toughjoyfax,9.22,13,2831,98,189,,,
Stronghold,18.43,95,344,,29,,,
Zontrax,16.64,143,9.84,,,234,134,
Tresom,5.04,66,218,,,218,,
Tin,6.41,67,329,,,,,
Zaam-Dox,3.67,41,2382,,,,91,214
Regrant,9.73,153,17.89,198,52,,165,
Tin,0.42,156,27.77,145,194,,,
Job,10.21,148,1.55,,135,,243,
Konklux,5.5,33,3929,229,,91,233,
Alphazap,6.65,53,294,173,,,,214
Asoka,3.35,47,3205,,,,,
It,7.06,88,26,,,,16,
Zaam-Dox,3.85,142,35.65,144,,138,,
Asoka,2.31,8,1357,17,,100,,
Veribet,17.52,40,2492,,2,73,,
Lotlux,2.49,35,1746,,,,,
Regrant,6.02,19,2341,43,25,,73,
Cardify,19.25,59,166,,164,34,235,
Transcof,17.32,126,38.83,219,149,,,
Zathin,7.97,96,245,21,,,,
Holdlamis,10.14,5,3815,15,,,,
Konklux,9.47,126,24.06,43,192,,,214
Andalax,16.97,30,3063,,,172,,
Zathin,16.26,19,844,192,238,,171,
Hatity,12.78,76,287,,195,,,
Pannier,7.55,31,1606,,,72,,
Tres-Zap,2.57,161,32.32,168,,,,
Keylex,3.31,64,197,,,137,,
Bitwolf,5.63,81,384,156,224,,,
Sonair,17.6,80,45,19,,210,237,
Flowdesk,6.25,145,18.58,,,,,
Toughjoyfax,14.06,41,1309,,62,133,176,214
Domainer,9.97,63,262,164,25,,,
Greenlam,4.68,43,3892,,207,,,
Cardguard,3.62,54,359,14,,,,
Kanlam,2.06,37,1181,168,,,,
Konklux,4.94,65,86,,,,,
Voltsillam,3.31,127,27.76,,,,,
Bitchip,2.76,35,2161,224,,,,
Zontrax,9.71,92,249,,,,,
Span,17.58,62,100,153,57,,,
Transcof,10.67,124,2.46,,113,,,
Pannier,8.04,53,324,,,,,214
Transcof,14.44,160,28.38,165,,,,
Quo Lux,11.06,29,3333,179,224,41,,
It,17.71,129,12.22,97,,228,,
Rank,13.26,2,2675,,,108,,
Redhold,11.09,168,23.05,36,,189,,
Tampflex,6.83,87,139,,,93,,
Sonair,14.66,140,8.23,,,99,,
Greenlam,0.66,169,36.87,,,41,,
Namfix,0.94,38,2367,,34,48,,
Ronstring,9.5,25,2571,209,107,,,
Regrant,1.12,160,2.16,,76,49,,
Transcof,17.2,113,10.12,155,,174,70,
Cardify,12.0,67,21,9,213,161,,
Sonsing,11.95,128,8.67,,,50,,214
Voltsillam,3.44,64,153,156,,,,
Overhold,13.75,51,212,133,,118,,
Tin,5.44,13,2459,69,,57,,
Zoolab,15.88,105,27.13,,172,202,,
Home Ing,18.98,46,1545,,,,,214
Cookley,4.73,132,19.77,172,223,,29,
Tresom,10.41,71,238,234,6,141,,
Stim,5.88,131,24.41,,,,,
Vagram,2.37,85,65,,,,,214
Fintone,16.19,74,364,,,,222,
Cardguard,16.05,148,28.48,215,199,,,
Regrant,0.71,6,3155,179,,,,
Treeflex,2.86,75,226,2,183,,,
Bamity,7.04,32,3301,77,,,129,
Flowdesk,17.5,19,534,170,44,,,
Pannier,9.94,134,7.28,,213,,,214
Transcof,7.91,155,38.92,126,,250,90,
Gembucket,17.07,45,3899,21,191,,,
Transcof,16.77,24,1945,26,,,,
Mat Lam Tam,3.49,78,369,,97,,,
Vagram,6.59,144,36.98,153,175,,,
Opela,12.65,134,13.45,150,,,,
Voyatouch,9.89,13,1030,,,206,,
Ronstring,8.69,132,5.08,,106,,,
Fixflex,5.92,135,4.99,145,67,,,
Greenlam,3.31,81,86,221,200,,,214
Zontrax,3.55,121,30.14,,163,,,
Zathin,5.21,160,38.9,161,,,,214
Overhold,4.08,97,185,,,58,,
Trippledex,5.95,13,3915,,,,,
Trippledex,0.76,60,50,33,,,,
Ventosanzap,18.05,120,35.7,240,163,,,
Zontrax,7.01,104,0.24,,193,,,
Veribet,9.95,101,21.14,23,80,,,
Asoka,16.77,81,394,53,,,,
Rank,9.3,106,29.62,,,,52,
Cookley,14.17,144,39.24,,,,,
Cardguard,2.0,144,4.4,,,,23,
Toughjoyfax,1.6,72,115,84,,,,214
Bamity,0.71,120,30.51,,,,87,
Zontrax,2.78,116,20.53,20,130,53,,214
Tempsoft,15.77,52,234,,,122,110,214
Voltsillam,18.24,44,1493,247,,,,
Temp,17.64,75,287,163,,137,,
Zathin,10.56,150,7.91,195,129,,,
Pannier,16.06,18,3802,204,,,,
Tresom,3.02,138,3.84,,,209,,
Lotlux,18.26,149,8.33,176,,25,,214
Lotlux,6.35,142,14.57,,,248,,214
Prodder,2.84,134,25.84,,,192,,
Aerified,11.85,94,258,69,30,,,
Span,3.81,166,27.06,179,115,188,159,
Alpha,9.02,80,44,,,,,
Kanlam,7.9,70,321,144,116,,,214
Bigtax,5.4,168,7.87,,211,,,
Subin,3.86,100,115,,,,,
Cardify,0.99,122,25.14,,,,,
Redhold,2.62,99,312,,,,,
Voyatouch,19.66,35,668,16,,,,
Tampflex,16.24,18,3985,,,,,
Bitwolf,10.39,61,180,,,55,,
Cardify,14.33,55,264,195,244,,,
Matsoft,18.53,143,0.73,116,110,,,
Transcof,14.43,144,15.54,,13,,,
Ventosanzap,14.11,83,158,,189,196,75,
Tempsoft,14.87,35,834,18,,,,
Transcof,12.27,3,1252,,247,,,
Otcom,6.94,10,1982,80,151,,,214
Transcof,5.23,115,38.2,90,,,,
Bytecard,12.43,165,11.23,24,,,166,
Alphazap,9.11,81,287,,,,,
Stronghold,5.7,29,2669,,,100,,
Fixflex,11.69,66,187,183,,237,,214
Viva,7.11,4,3708,85,51,113,,
Rank,11.72,149,39.72,,,,168,214
Span,11.42,35,1968,137,,,,
Domainer,11.11,132,34.08,120,,,,
Stronghold,17.44,48,2289,120,,,116,
Bytecard,4.2,159,20.22,240,,238,,
Mat Lam Tam,9.2,94,326,,,,152,
It,12.0,21,3726,127,136,,8,214
Zontrax,3.83,5,2043,250,,,114,
Aerified,8.9,153,35.1,159,,,,
Konklab,13.93,88,230,66,189,,,
Zontrax,15.31,10,1354,171,,,,
It,7.8,150,21.98,,221,,,214
Zontrax,14.14,125,32.41,,,,,214
Zaam-Dox,13.66,124,15.34,27,,,110,
Transcof,19.13,25,2595,,,,135,
Trippledex,10.42,138,39.95,37,,,,214
Konklux,8.36,7,2843,213,,80,,
Bitchip,1.98,104,20.17,,,8,,
Fintone,14.08,74,358,237,,,,
Cardify,3.06,60,226,123,,,,
Latlux,19.22,127,18.43,,,,,
Flowdesk,7.74,12,1064,196,209,,34,
Veribet,3.21,134,32.64,173,,89,,
Hatity,14.0,63,356,,36,,177,
Andalax,13.19,27,3689,,83,,157,
Bytecard,9.16,31,1731,92,,,,
Gembucket,7.3,51,212,,,,,
Redhold,12.51,98,50,,,71,204,
Sonsing,10.39,19,2752,91,,195,,
Zaam-Dox,15.58,107,1.18,131,,34,,
Home Ing,3.7,56,375,,230,,,
Transcof,2.44,131,18.57,198,,,,
Bytecard,14.47,114,2.84,,,,,
