starting_year,retirement_year,airlineID,rent_airlineID
1978,2017,13752,
1954,1959,9815,
1967,1981,7780,
1976,2021,18645,
1979,2003,15410,
1964,2000,12464,
2012,2044,5139,
1960,2010,288,
1952,1999,10468,
1956,1967,12713,
1993,1996,20377,
1979,2001,9351,
1967,1998,18047,
1962,1983,16263,
2010,2015,12040,
1952,1967,1494,
1995,2017,15114,
1958,1966,558,
1996,2034,15623,
2017,2049,9732,2822
1956,1971,3820,
1968,1974,1027,
1972,1997,1150,
2002,2019,6988,
2014,2029,514,
2013,2044,9313,
1969,1975,14893,2822
1991,2036,1721,
1973,2020,10866,
2018,2058,12515,
2014,2016,13593,
2014,2064,8947,
1953,2000,4883,
2018,2030,1254,
2018,2062,13854,
1957,1965,2014,
1991,2011,20377,
2012,2040,3562,
1963,2004,20639,
1992,2035,19708,
2019,2033,1927,
2020,2055,10734,
1958,1983,21764,
2008,2033,4481,
2021,2039,18250,
1957,1975,5062,
1997,2001,11908,
1964,2006,6788,
1956,1959,21411,
2004,2042,19172,
2016,2055,6643,
1967,2005,21549,
1973,2003,17845,
1965,1971,10965,
1999,2028,15595,
1967,1970,14246,
1955,1961,9805,
2017,2066,3984,1355
2005,2032,7275,
1951,1994,820,
2021,2026,3053,
1961,2007,7680,
1962,1985,15906,
1980,2014,4847,
1997,2020,5344,
2001,2019,3673,
1996,2024,4739,
1989,2030,5828,
1995,2018,11798,
2020,2031,14908,
2019,2049,14732,
1971,2008,403,
2016,2023,16179,
1957,1971,4579,
2002,2044,5721,
1975,1998,8689,
1973,2009,19616,
1957,1980,13475,
1963,1990,13509,
1960,1977,16752,
1999,2004,11008,
1951,1956,12229,
2010,2046,13826,
1952,1978,4332,
1972,1977,19580,
2004,2008,12984,
2002,2024,20636,
1959,1985,9284,
1986,1988,9603,
1973,1975,15313,
1959,1982,19427,
1982,2024,8577,
1974,2012,9532,
2016,2051,4876,
1985,1994,10033,
1960,1975,4104,
2002,2013,1192,
1975,2006,771,
2014,2018,10925,2183
1995,2023,21394,
1950,1994,9686,
1954,1968,6937,
1992,2002,1660,
1950,1988,7643,
2011,2018,19339,
1954,1962,13738,3090
2002,2027,17934,
1959,1980,18229,
1993,2005,20153,
1976,2015,10787,
1985,2035,14204,
1985,2002,14912,
2020,2032,3426,
1982,2024,20751,
1964,2004,1089,
1989,1995,5567,
1971,1981,5785,
1985,1999,21651,
2016,2041,14231,
1993,1997,13707,
2014,2024,3322,
1981,2011,8661,
2019,2056,7492,
1974,1977,19867,
2016,2058,16485,
1958,1996,753,
1952,1972,4520,
1950,1989,20955,
2009,2027,2216,
1976,1979,18372,
1956,2003,8887,
1970,1985,11469,
1989,2020,8348,1797
2018,2055,451,
1986,2024,17112,
1962,1965,3698,
1981,2020,19467,
1971,2011,4009,
2002,2005,6641,2822
2012,2045,7671,
1998,2042,3313,
1983,2019,15988,
1950,1994,7332,
2002,2036,2207,
1995,2015,17089,
1956,2003,6168,
2021,2022,16167,
1959,1977,16612,
1990,2037,3034,
2018,2055,14766,2822
1991,2032,15021,
1981,1993,6462,
1960,1976,11305,
1986,2008,2145,
1977,2006,16471,
1994,1995,11270,
1966,1992,40,
1966,1977,21110,
1954,1961,2912,
1971,1973,7242,24
1969,1978,15800,
2020,2063,3423,
1952,1954,6094,
1963,2000,9962,
1965,1989,14512,
2003,2013,18063,
1967,1968,13169,3320
1996,2005,16627,
1981,2030,19065,3090
1952,1962,21254,
2000,2019,8134,
2016,2017,298,3090
2007,2011,11114,
1992,2000,1575,
1961,1990,15840,
1968,1983,335,
1970,1997,19825,
2008,2045,3028,
1963,1966,8458,
1981,2003,17047,
1951,1989,1569,
1981,1994,1753,
1974,2012,3937,1797
1957,1977,5979,
1999,2049,18249,
2004,2032,17563,
2005,2017,9223,
1972,1973,1614,
1989,2009,20810,
1965,2007,7977,
2011,2026,20676,
1956,1986,16996,
2001,2032,11234,
1996,2033,7614,
1999,2047,10754,
1991,1998,14369,1797
2011,2020,12509,
1999,2039,6431,
1957,1989,584,
1967,1977,15112,
1963,1974,21648,
1955,1965,14889,
1987,1995,9632,5209
1989,1997,6976,1797
1977,1994,8094,
1965,1979,19778,
2005,2031,5279,
1983,1997,5422,
1978,2014,20402,
1967,2013,20259,
2000,2008,3629,
2016,2044,1530,
1993,2034,11389,
1984,2028,8060,
1965,1978,20487,
1988,2005,21521,
1983,2017,11716,
2016,2030,4120,
1961,1985,9061,
2009,2022,7291,
1977,1988,6760,
1954,1968,6312,
2018,2057,7262,
2006,2052,8190,1797
1973,1982,12277,
2007,2054,13311,
1951,1982,10009,
1963,1998,9534,
2005,2049,12392,
1962,1995,15198,
1982,1989,9928,
1999,2019,10584,
2005,2044,7642,90
1976,2002,21772,
1995,1999,4042,
1964,1997,13773,
2013,2046,11984,
1997,2034,2855,
1957,1968,12796,
1980,2028,2019,
1960,2008,19961,
1988,2033,17070,5352
1960,1963,5441,
1986,2009,17046,
2004,2009,13874,
1984,2029,4107,
2021,2053,21319,
2002,2008,3583,
2004,2024,13132,
1970,2005,7558,
1965,2000,13998,
1957,2007,16356,
2000,2033,13755,
1999,2041,10322,
1975,1983,18118,
1987,2002,3046,
2006,2017,26,
1970,1995,4138,
1986,2002,16345,
2017,2067,16129,
1957,1971,2894,
1951,1959,2456,
1996,2043,17032,
2004,2017,3419,
2001,2004,20180,
2008,2037,16042,
2008,2026,2601,
2011,2012,3266,
1996,2001,5875,
1969,2015,3611,5209
1991,2019,1965,
1961,2005,5935,3090
2015,2034,7311,90
1975,2004,983,
1953,1971,6706,
1965,2008,5504,
1978,1995,11010,
2016,2038,17709,
1977,2012,11847,
1984,1991,14510,
1953,1981,5114,3320
1987,2014,4218,
1967,1972,2885,
2012,2023,5360,
1956,1988,19294,
2009,2017,13650,
1995,1998,4858,
2004,2012,10503,
2013,2016,6466,
2021,2023,10106,
1982,1992,5022,
2004,2010,3967,
1969,1976,8242,
1966,1999,14920,
1991,2030,16385,
1980,2016,663,
1956,1998,2744,
1954,1982,6986,24
1992,2009,6167,
1989,2025,13676,
1992,2030,13536,
1972,1987,19528,
1956,1986,8758,
1975,2000,1016,
2006,2028,15025,
2002,2005,13874,
1990,2006,15204,
1962,1994,13837,
1989,2009,558,
2008,2035,10798,
1960,1979,21561,
1996,1997,17737,
1951,1989,20988,
2016,2033,8958,
2009,2022,17523,
1995,2001,11002,
2005,2043,1538,
2016,2017,5401,
1962,2008,59,324
1959,1961,10355,
1968,1980,20830,
1968,1981,4585,24
1970,1987,7028,
1976,1986,16489,
1978,2009,18369,
1996,2002,17967,
2014,2021,4900,
2003,2046,13878,
2002,2016,4785,
1974,2018,1285,
1957,1991,7981,1797
2020,2033,15360,
2020,2021,18706,
1958,1983,2546,
1969,2000,21720,
1960,1975,1869,
2013,2015,5197,
1952,1956,19610,
1965,1973,2589,
1970,1977,19201,
1990,2028,20634,
1987,2012,6110,
2008,2047,367,
2006,2030,10677,
1976,2019,11320,
1950,1966,18856,
2013,2025,13200,
1954,1998,11240,
1994,2028,10976,
1973,1995,10794,
1992,1998,6570,
2005,2055,10240,
1998,2003,235,
1977,1996,15818,
1955,2000,9925,
1999,2039,2282,
2007,2025,6485,
2012,2041,15314,
1979,1981,8814,
1955,1999,4935,
2008,2055,18315,
1951,1972,5275,
1955,1997,13210,
2017,2049,15757,
1951,1980,6735,
1975,1985,10564,
1951,1991,15992,
2005,2024,6067,
2017,2030,7220,
1993,2002,328,
1980,1985,7749,
1955,1988,6474,
2002,2051,9260,
1983,2012,5196,
2006,2014,3547,90
2001,2005,21791,
2016,2064,12348,
1972,1995,17981,1355
2000,2027,6358,
1967,1968,12375,
1970,2000,3061,
1960,1985,1774,
1981,1983,17709,
1974,2019,9205,
1971,2003,11562,
2010,2053,17554,
1989,2034,9861,
1990,2036,17037,
2005,2032,18541,
1975,1980,3445,
1979,2019,9350,2822
1967,2009,966,
1971,2000,18145,
1965,2011,8942,
2010,2049,8660,
1984,1991,9803,
1970,1977,21086,
2015,2059,18396,
1967,2014,20761,
1958,2002,3068,
2019,2051,6960,
1978,2015,16988,
1989,2030,17942,
2001,2016,6290,
1966,1994,16807,
1959,1975,19562,
2012,2014,7814,
2020,2041,5024,
1954,2000,12661,
1971,1975,8424,
1972,1986,13825,
1966,2010,16387,
1971,1977,19359,
1977,1999,17118,
2021,2024,10988,
2009,2040,12988,
2014,2017,11500,
1981,2002,6240,2009
1964,1991,14684,
1971,2000,18992,
1960,1972,9930,
1982,2027,14468,
1993,2030,7048,
2008,2051,21133,
1995,2010,230,
2014,2036,3138,
1963,1972,7914,3320
1958,1980,17295,
1972,2005,3915,
1991,1993,3076,
1994,2034,12109,5209
1983,2032,9110,
1983,2006,1926,
1970,1971,19227,
1997,2029,11357,
2014,2054,13789,
1986,1988,6161,
1986,1995,6919,
1961,1989,2426,
2011,2028,3456,
2006,2026,7232,
1974,1991,12627,
1969,1991,3349,
2015,2046,18592,
1963,1975,14127,
1992,2006,16428,
2008,2049,18062,
1968,2010,20319,
1974,1991,8806,
1983,1984,6698,
1991,2006,11214,
1979,1985,5393,
1956,1960,16704,
2006,2041,16842,4296
2009,2055,3546,
1963,1989,14074,
1991,2011,842,
1995,2006,8653,5352
2020,2021,10426,3320
1950,1973,21343,5209
2015,2045,368,
1996,2035,4013,4296
1963,1976,6081,
2020,2036,12963,
1973,1985,20278,
1974,1988,21707,
1987,2009,8592,
1979,1990,19262,
1961,1966,1956,
1968,1982,18683,
2000,2033,2371,
1973,2019,10837,
1960,1991,8270,
1984,2004,6755,
2000,2014,21190,
1976,1979,5491,
1999,2004,15757,
2020,2040,21025,
1964,1993,19299,3320
2016,2064,11029,
2006,2023,5666,2009
1977,2009,10645,
1962,2001,19533,
1988,2028,10158,
1993,2023,14682,
1981,2030,18424,3320
1953,1955,6925,
2013,2045,2960,
1981,1989,19159,
1997,2010,2628,
1952,2002,3173,
2019,2021,2063,
1979,1988,6237,
1974,2013,1528,
1976,2012,19710,
1951,1979,19693,
1950,1995,17340,
1982,2019,1014,
1990,2014,12349,
2020,2042,4445,
2020,2043,3230,
1974,1980,13637,
1955,1973,14049,
1977,1983,21516,
2005,2034,8526,5209
1990,1993,9165,
1957,1980,14254,
1950,1984,21596,2183
1964,1969,9186,
2012,2047,14527,
2004,2037,18345,
1986,2000,6312,
1978,2000,3091,4296
2021,2039,14646,
1989,1998,1084,
1956,1999,10925,
1950,1975,3568,
1988,2017,3671,
1990,2031,7718,
2021,2050,20459,
1957,1976,9108,
2021,2034,7718,
2000,2017,9308,
2006,2038,14715,
1993,2022,11493,
1989,2014,4970,
2019,2033,7704,
1965,1977,20615,
1967,2001,11400,
1957,1971,17905,
2010,2048,11307,90
1962,2008,11254,
1957,1973,7059,
1964,1970,4457,
1986,2006,1493,
2000,2019,8640,
1990,1997,6939,
1980,2005,3266,2822
2014,2049,16845,
1985,2027,11454,3090
1982,2025,3037,
1982,2011,621,
1960,2010,3298,
1974,1978,1667,
1996,2006,16593,
1988,2034,15654,
1970,1988,16585,
2016,2035,16082,
1975,1977,3580,
1980,1987,11964,
2012,2050,10965,
1995,2008,14254,
1969,2014,11205,
1975,1989,18410,
1990,2004,11111,
1976,1985,826,
1965,1974,3002,1797
2003,2026,12167,
2015,2055,7738,
2011,2030,2931,
1988,2009,10991,
1987,2003,14888,
2009,2055,15714,
1969,2002,4190,
1968,1985,17026,
1974,2013,18063,
1990,1991,21287,
1957,1999,14670,
2003,2047,17637,1797
2003,2010,10636,
1985,2025,2240,
1970,1993,20472,
1997,2023,9878,3320
2008,2049,15031,
1955,1966,17469,3090
1958,1961,15528,1355
1996,2028,17039,
2015,2016,17997,
1960,1962,979,
2011,2017,16503,
1979,1988,11675,
2019,2039,1048,
1980,1994,21128,5209
1961,1964,3670,
1952,1968,19827,
1974,2008,779,
1980,1998,5980,
1986,2023,381,
1989,2023,11361,
1982,2030,5165,
1987,1996,8877,3320
1988,2038,21134,
1953,2003,20844,
1991,1994,16501,
2000,2007,8827,
1974,2012,18581,
2020,2053,20374,
1960,1974,5039,
1955,1971,8459,
1951,1955,1785,
2001,2029,13728,
1953,1973,10479,
1955,2001,12913,
1995,2019,10027,
1993,2005,3083,
2012,2032,4423,
2009,2024,18244,
1962,1966,4066,
1976,2011,1211,
1993,2040,1973,
1972,1977,15004,
2018,2055,19420,
1973,1991,4520,
1950,1966,10046,
1956,1966,20547,
2021,2060,10077,
2007,2053,18697,
2007,2053,8774,
1961,2003,942,
1982,2005,19975,
1985,1991,2329,
1994,2016,17593,
2021,2044,8307,
1969,1983,2171,
1950,1994,1074,
2021,2060,1289,
1999,2041,15519,
1960,1979,11437,3090
1951,1975,17319,
2002,2010,1715,
2012,2019,12143,
1979,1999,9601,
2005,2007,20703,
2005,2019,16466,
1978,2001,17943,
1994,2018,4206,
1997,2002,7145,
1994,2037,21758,
2019,2038,199,
2005,2037,1088,
1990,1992,20260,
1994,2020,7762,
1972,1998,13499,
1967,1974,20358,
1987,1994,6254,
1960,1972,11103,
2008,2025,3409,
2008,2049,15864,
1977,1979,10636,
2017,2050,11094,
2014,2033,14919,
1991,2024,3063,
1977,2004,2513,2822
1993,2012,3836,
1991,2031,15699,
2000,2041,14888,
2019,2037,3600,324
1956,1973,16211,
2019,2067,20589,
1992,2029,4530,
2016,2063,391,
1982,2009,4401,
2000,2023,15648,
1986,2015,20029,
1954,1994,20268,
1991,2016,16591,
1970,1984,17957,
1952,1999,13500,
1966,1993,11679,
2010,2028,14708,
2003,2006,5789,
1968,1989,20168,
1960,1990,21329,
2002,2049,16970,
1993,2022,15718,
2010,2057,624,
1996,2002,18040,
1958,1965,2726,
1986,1996,11932,
1950,1955,17532,
1957,1962,13288,
1957,1958,8776,
1950,1971,20085,
1983,2018,2004,
1992,2020,4671,
1996,2008,4960,
2005,2039,8633,
1999,2007,6029,
2020,2040,3721,
1959,1978,15447,2183
1951,1975,15296,
2018,2026,8578,5209
2000,2030,20692,3320
2000,2041,20853,
2013,2046,1944,
1994,2038,11733,
1970,2018,4003,
1996,2006,9889,
1950,1978,21339,
2017,2050,7234,
1967,2003,11423,
1976,2001,16081,
1969,2012,7425,
1983,2031,6290,
2000,2040,10180,
1998,2012,5435,
2009,2045,15336,
2014,2042,20485,3320
1997,2003,1325,
1968,1973,14613,5352
1984,2020,15691,
1959,1985,15816,
1977,2011,11522,1797
2012,2042,11161,
1996,2038,9101,
1993,1995,17571,
2011,2021,3458,
2009,2046,15420,
1963,1976,12167,
2013,2030,7177,
1999,2029,21177,3320
2003,2018,4558,
1981,2026,9790,
1999,2002,21063,
1991,2037,12799,
1990,1993,15887,
1953,1996,8336,
1985,1999,7145,
2017,2048,6006,
1955,1976,12855,
1967,1975,4516,2009
1955,1984,10499,
1962,1971,7063,
2001,2011,4731,5352
1970,2001,3197,
1983,1993,6760,
1994,1998,18248,
2016,2017,8066,
1952,1983,15970,
1956,2003,6340,
1997,2026,12755,
1954,1975,19972,
1994,2014,8916,
1978,1981,10301,
1966,1967,12560,
2017,2029,9272,
1957,1998,8918,
1966,1996,15976,
1992,2015,13523,
1964,1977,10657,
1971,2001,5970,
1990,1991,18551,
1969,1989,4944,
1983,2008,1536,
1967,1973,14740,
1974,2006,12000,
1960,1963,4806,
1978,2016,9797,
2001,2026,16510,
1992,1999,19674,
1951,1976,15046,
2020,2052,11896,
1992,2021,16532,
1999,2031,211,
1950,1996,17184,
1958,1983,9089,
1964,1995,19353,
1977,2006,21693,1797
1984,2012,7673,
1991,2040,2466,
1971,1979,11947,
1959,1997,12556,
2010,2028,2802,
1987,2031,8692,
1981,2011,6778,1355
1953,1962,1324,3320
2020,2063,2978,
1958,1999,19613,
2000,2023,4052,
2000,2004,15991,
1990,2026,21631,
1978,2022,14767,
2016,2018,20036,
1974,1988,12992,
2008,2013,1784,
2012,2027,9974,
1999,2045,15541,
2020,2046,8887,
1993,2041,8944,
2003,2052,11381,
1981,2028,3468,
1966,1969,16020,
2002,2027,11972,4296
1965,2000,13857,
1973,1974,3125,
1995,2042,10243,
2020,2027,20380,
1997,2042,7610,
1969,1999,6867,
1968,2016,8339,
1978,1985,1809,
1960,2003,9494,
1962,1997,13894,
1995,1999,16822,
1975,1981,500,3090
1975,2001,12726,
1986,1992,12127,24
1972,1975,5637,
1968,2016,6681,
1966,1979,11813,
1997,2006,8825,
1961,1980,11317,
1976,1985,10751,
1956,1969,2391,
1981,1985,20948,
2014,2031,18806,
2006,2034,3816,
1990,1994,1831,
1953,1984,17146,
2015,2028,16912,
1965,2011,19462,
1994,2004,16150,
1973,2018,9460,
2006,2013,9270,
1971,1972,4635,
1983,2024,3212,
1964,2000,4227,
2004,2019,3796,
1989,1993,3853,
1958,2002,19508,
1950,1960,14040,
2017,2051,19864,
1995,2007,21171,5352
1996,2027,16584,
2013,2052,7809,
2012,2060,13109,
2002,2018,1423,
1990,2038,5652,
1970,1989,20875,
1998,2001,15542,
1955,1987,8962,
1996,1997,16506,
2007,2049,21637,
1975,1979,5281,
1985,1993,166,2183
1952,1963,2132,
1952,1989,14680,
2013,2021,19552,
1993,2029,1975,
1951,1979,15177,
1985,2025,14662,
1955,2004,3932,
1961,2010,13085,
1950,1986,2939,
1991,2035,1906,
2014,2061,13019,324
1978,2003,20045,
2009,2018,18035,
1979,1993,4885,
1988,2030,6196,
1991,2041,4695,
1999,2016,1884,
2018,2052,11876,
2003,2042,9572,
1979,2002,19857,
1998,2037,18557,
1975,1990,14973,5209
2008,2015,7169,
1965,1985,6228,
1972,2004,4947,
1994,2001,14806,
1980,1998,4106,3090
1999,2040,15409,
1956,2003,4741,4296
2007,2023,3221,
1995,2026,10510,
2019,2053,20334,
1986,2014,8078,
1980,1983,17376,
1950,1968,20314,3320
1967,1975,13136,90
1961,1970,7017,
2002,2035,18248,
1998,2016,8284,2822
1953,1996,10368,
2007,2015,8576,
2007,2019,11596,
1969,1989,1759,
1984,2024,8122,
2012,2030,14111,
1990,2024,17334,24
1955,1957,10244,
1982,1984,19523,
1966,1980,1122,
1975,1979,18157,1355
1989,2022,3502,
1990,2025,9204,
1987,2034,21404,
2011,2057,140,
1965,1980,8877,
1987,2011,12973,
1988,1989,7109,
1974,1993,18074,
1986,1992,17313,
2021,2030,14969,
2016,2058,11578,
1979,2023,18653,
1994,2016,14736,
2021,2030,11082,
1969,1994,1452,
2014,2028,8862,
1968,1995,13081,
1962,2009,11644,
2007,2054,2697,
1968,1977,10944,
1972,2008,16836,
1974,1996,12920,
1983,2025,8267,
2016,2051,10788,
2001,2036,10887,324
1976,2011,16104,2183
2018,2021,13356,
1975,2001,8951,24
1957,1974,7267,
2010,2029,14613,
2020,2026,14712,5352
1999,2042,18070,
1978,2018,12841,
1985,2010,8289,
1957,2004,21066,5209
1955,1979,1568,
2013,2057,21773,
1976,2017,5155,
2003,2034,3958,
2010,2042,15735,
2008,2018,21317,324
2002,2027,3444,
2005,2029,2993,
1971,2018,21660,
1955,1960,6849,
1980,2011,8754,
2004,2044,21151,
1965,1969,15549,
2002,2051,8158,
1956,1965,15039,
1992,2032,4143,
1959,1980,8342,
2014,2027,19560,
2005,2006,21121,
2005,2042,8282,
1980,1992,13618,
1999,2024,19421,
1965,1991,10402,
1967,1993,306,
2009,2054,8054,
1994,2004,4473,
2005,2026,7770,
1994,2000,21433,
2004,2011,10043,
1968,2006,20684,
2006,2056,9332,
1966,1979,16661,
2006,2032,16038,
1991,1997,14854,
1964,1965,13701,
1972,1973,8101,
2004,2031,18091,
1958,1995,19288,
1957,1991,8418,
2003,2017,21798,
1998,2044,14244,
1990,2023,11254,
2011,2041,1210,
1985,1999,15022,
1951,1957,16423,
2000,2008,6451,
1960,1982,2506,
1984,2031,1350,
1954,1989,4773,
2013,2060,1821,
1971,1975,13166,
1996,2013,1847,
1950,1963,2463,
2018,2064,17350,
1984,1986,5200,
1995,2022,17610,2822
2005,2055,2234,
1953,1989,15081,
2018,2040,12175,
1960,1962,11888,
2010,2052,12660,
1989,2015,18412,
2013,2036,229,
2001,2051,15774,
2012,2020,13122,324
1962,1991,7865,
2014,2024,758,324
1964,2011,7543,
1955,1988,8976,24
2001,2026,12556,3090
2011,2016,21631,1355
2011,2033,8103,
2012,2039,11898,
1967,2006,13921,
2003,2047,21456,
1996,2046,16541,
1987,2031,11250,
2011,2045,18557,
1997,2015,4361,
1950,1951,20719,
1971,1986,10664,
2017,2021,10540,
2013,2061,16072,
2008,2054,18172,
1976,1990,3621,
1981,2004,9099,
1956,1964,3692,
1969,1999,6985,
1957,2002,12721,1355
2009,2010,6834,
2016,2034,14094,
1961,1979,15909,
1950,1996,10686,
2018,2027,6821,
1962,2004,17970,
1968,1997,17178,
2020,2069,17258,
1978,2019,13192,
1966,2013,7094,
1966,1972,17023,
1984,2013,5969,
1994,1996,278,
1958,1969,10341,
1998,2021,3699,
1950,1954,6059,
1965,1995,17749,
1983,1986,11230,
1996,1997,1889,
1994,2010,488,
1957,1962,9147,
2019,2042,19898,
1999,2000,12215,
1978,2010,5250,
1981,2011,10666,2822
1984,2023,8549,
1990,2023,11401,
1976,1988,15836,3320
1991,2015,21038,
1999,2024,14893,
1997,2036,4175,1355
2012,2058,192,
1965,2014,14707,
1956,1966,2511,
2009,2038,5130,
1975,2000,10142,
2012,2052,10453,4296
1950,1998,1124,
1987,1995,13187,
1971,1974,9585,
2017,2055,12018,
2020,2069,14024,
1973,1990,21531,
1986,2003,13767,
1953,1992,9509,
2005,2038,11312,
2016,2017,6914,
1975,1994,16030,
2003,2015,15075,
1991,1996,18918,324
1952,1981,7679,
1952,1955,9525,
1983,2011,11141,
1979,2007,1896,
1964,1973,652,5352
1990,2024,7364,
1952,1978,14419,
1950,1957,19288,
2013,2050,2992,
1988,2007,17404,1355
2010,2018,16716,
2019,2038,19992,
1992,1993,728,
2008,2046,2144,
1968,2011,16365,
2002,2046,16739,
1977,1997,18083,
1963,1982,14022,
2014,2048,2848,
1962,2012,20687,2183
1950,1971,20174,
2007,2028,14312,
1958,2004,3405,
1967,1974,11918,
1958,1986,5696,
1978,2028,6695,
2004,2006,20902,
1951,1952,19384,
1951,1970,14338,
1982,1986,8252,
2000,2048,14720,
1964,1989,11863,
1981,2002,11562,
1960,1979,18059,
1999,2044,13913,
1981,2000,20788,
2009,2052,20451,24
1988,2020,10623,
1962,1999,13819,
1984,2003,11805,1797
1982,1998,4529,
1963,1974,19688,
1991,2021,19222,
2000,2044,17474,
1973,1996,15077,
1994,2044,9584,2183
1994,2008,12293,
1959,1977,4598,
1957,1983,20913,
1982,2014,12884,
1982,2026,21391,
1950,1994,18545,3320
2016,2019,9224,
1976,2017,6915,
1999,2028,18564,
1965,1980,8120,
1961,2006,14911,
1979,1981,975,
1967,1980,12575,
1971,1979,6192,
1992,2004,10198,
1994,2003,16619,
1982,2011,1214,
2010,2056,17424,
1982,2018,17401,
2014,2015,3247,
2015,2017,12677,
2012,2025,3082,
1989,2024,944,5209
1961,1982,20023,
1962,1978,4732,
1958,1987,5799,
1989,2020,7253,
1957,2002,12978,
1990,1994,4192,
1987,1991,17538,
1979,2024,20930,
2001,2030,17061,
1978,2026,733,5209
2017,2049,3680,
2013,2051,11230,
2013,2019,4456,
1955,1995,16888,
1975,2010,14486,
2019,2048,793,
1959,2007,13426,
1955,1980,621,
1966,1978,2535,
1981,2003,20743,
2011,2030,11716,
1957,1979,8551,
1970,1999,11069,
2005,2020,17765,
2004,2027,12723,
2017,2020,14041,
1980,1993,5856,
1996,2043,14439,
2021,2054,2866,
1993,2033,16296,
1991,2015,9723,
1954,1978,14845,
1995,2044,9029,
1980,1992,2873,
1979,1984,5877,
2008,2024,11099,
1999,2011,16982,
2018,2039,7311,
1971,2016,14858,
2020,2034,3495,
1976,1980,10866,
2004,2045,7385,
1963,1992,21607,
1983,2019,20916,
2020,2022,17963,
2010,2012,11453,
2017,2058,8244,
2003,2039,15996,
2020,2035,17514,
2015,2059,20780,
1963,1971,10761,4296
2000,2007,12226,
1975,1987,15321,24
1977,2018,13681,
1999,2004,20730,
1986,2018,7669,
2003,2023,9949,
1959,1972,784,1797
1991,2031,9283,
1981,2021,2130,
1955,1989,20036,
1987,2006,9630,
1989,2033,15113,
2009,2040,12362,
1996,2014,1052,
2010,2026,17470,
2002,2045,11747,
2013,2022,1764,
1986,2007,7175,
1950,1990,5821,2822
1975,2006,6699,
1952,1956,11397,
1978,2002,3027,
1967,1977,20945,90
1957,1958,3227,
1961,1987,17611,
1982,1989,546,
1998,2043,6590,
2015,2048,15101,
1980,2015,8770,
1973,1991,5206,
1992,2035,16687,
1955,1969,18448,
1951,1992,2756,
1968,1975,21167,
1983,2023,4408,
1990,2018,15268,
1956,1983,5730,5352
1990,2004,11070,
1953,1954,160,
1951,1970,6229,
2017,2050,19472,
2002,2035,16707,
1975,2005,12702,
1996,2012,13896,
1974,1979,15959,
1966,2013,9961,
1994,2017,909,5352
1966,1975,10542,
2007,2028,15755,
1953,1999,954,
2005,2029,15051,
1960,1993,6185,
2006,2038,8359,5352
1954,1971,18893,
1976,1986,16845,
1996,2020,7604,
1969,1994,21450,
1983,2028,21127,1797
1990,2010,14852,
1950,1958,10008,
1952,1961,10139,
1968,1996,14154,
1951,1991,9338,
1982,2003,6163,
1950,1963,21632,
2009,2059,14137,2183
1956,1988,12215,5352
2001,2033,10131,
2001,2019,2098,90
1982,2013,17596,
1962,1974,18810,
1994,2010,10522,
1964,1996,18416,
1964,2000,3172,
2012,2016,21350,
2000,2048,7859,
1988,1997,17304,
1984,2018,17398,
2021,2062,18168,
1980,1991,4649,
1956,1964,13922,
1992,2031,18921,
1980,1992,12983,
1962,1985,864,
1979,1992,4604,
1980,2007,2081,
1952,1970,12520,
1996,2040,15844,
1986,2029,7238,
1958,1978,10588,
1990,2038,10479,
2003,2004,5713,
1977,2013,14613,
1959,1967,3340,
1968,1986,545,
1958,1984,7954,
1960,1997,2883,2822
1997,2001,11194,
2001,2049,21240,
1956,1964,4508,
1976,2013,16168,
2015,2041,10850,5352
1979,2028,19517,
2021,2050,3444,
1952,1994,6906,
1982,2003,1541,
1990,2007,6507,2183
1970,2018,5052,
1971,2016,4804,
1974,2009,15636,3320
1980,2011,15987,
1967,1973,6142,
1984,2000,14641,24
2006,2023,19023,
2017,2031,20164,1797
1978,2015,12544,
1978,2004,6155,
1989,2006,5000,
1969,2009,20821,
2002,2008,16548,24
2006,2019,16338,
1952,1983,18769,
2006,2046,10090,
2010,2036,8027,
1984,2005,833,
1952,1960,426,
1982,1994,2208,
1968,1987,17913,
2007,2056,2212,
2007,2027,15446,
1976,1995,14973,
1981,2019,17462,
1962,1989,10617,
1965,1978,11998,
2002,2029,3343,
2013,2063,13642,
2006,2021,8256,
1976,1998,10853,
1980,2022,2310,
1983,1989,17579,
1983,2027,21185,
1953,1960,8137,
1991,2009,1232,
2009,2033,3660,
1986,2001,14173,4296
1983,1988,11894,
1966,1985,7880,24
1951,2000,2686,
2002,2035,4134,
2011,2042,3731,
1956,1995,7756,3320
2005,2008,21315,
2013,2059,19742,
1971,1993,10038,
1979,1998,19246,
1981,1986,11504,
1962,1984,6245,
1956,1966,14748,
1953,1973,5801,
1967,1979,18094,
1968,1990,4159,
1964,2008,6225,
1995,2026,20513,
1953,1981,1421,
1959,1963,2352,2183
1961,1991,9126,2183
1973,1976,12195,
2011,2016,7532,
2001,2004,6888,
1976,1980,5289,
1982,1987,3645,
2007,2010,2053,
2005,2022,1635,
1958,1994,15239,
1998,2030,19318,
2006,2040,18969,
2013,2015,12805,
1977,1980,2420,
1986,2018,16153,
2008,2050,19088,
1997,2025,21452,
2005,2035,7259,
1968,1979,17653,
1982,1985,20265,
2003,2039,716,
1989,1993,14081,
1993,2005,14665,
1956,2001,8778,
2002,2012,2783,
1960,2002,15955,
