date,gate,departure_hour,statusID
1998-04-24,K8,19:45,1
1978-07-13,N7,23:47,1
1966-10-03,I0,3:47,1
1988-03-09,R7,20:39,2
1985-09-20,U0,18:05,7
1972-07-06,J1,3:18,1
1957-02-05,Y0,16:31,6
1953-01-26,L1,19:26,1
2009-07-01,D3,13:01,1
1984-03-14,R3,12:37,3
1980-10-13,L6,6:04,6
2011-08-04,E3,20:23,5
2001-08-21,D5,9:17,1
2017-04-27,U4,3:36,4
1982-08-12,H0,7:29,1
2007-07-26,X4,23:03,7
1963-12-06,Q2,22:03,3
2009-07-10,B0,11:39,5
1979-12-06,D7,21:57,2
1980-04-04,M2,4:30,9
1969-12-02,U4,9:04,6
2011-10-23,O1,9:24,12
1979-01-26,Z2,3:41,1
1976-02-13,L3,5:43,3
1990-08-13,F0,8:18,8
1982-01-13,P1,23:27,1
2006-08-29,K9,3:11,2
1962-01-12,V5,15:09,1
1983-05-02,J0,6:31,1
2018-12-13,P4,4:57,1
1963-11-20,J3,3:08,3
2020-09-28,F4,2:17,1
1974-06-14,V5,11:38,1
2000-12-20,D3,1:03,1
2017-01-23,W6,13:36,1
1969-11-04,H7,0:02,12
2000-03-10,P9,2:33,1
1991-10-28,L1,14:08,7
2016-04-09,T4,23:46,1
1995-03-06,G3,17:11,10
2017-10-14,F2,23:49,12
1981-12-11,L0,3:25,6
2006-07-20,M4,11:15,8
1993-09-06,Q2,8:27,11
1980-07-15,G2,13:49,1
2002-03-19,B8,13:48,12
2004-02-13,P9,0:15,6
2008-11-08,O4,16:27,1
1994-07-29,W6,16:27,2
1994-09-19,S1,15:55,12
2014-04-21,C6,14:34,3
1993-08-01,M5,0:20,1
2004-09-29,C2,8:03,1
1991-02-21,A1,19:19,5
1995-12-30,H5,1:24,1
1969-02-10,N0,14:10,1
2007-04-01,G2,16:58,1
1953-09-20,P6,6:28,2
1963-06-18,R4,4:24,1
1962-12-20,S0,18:42,1
1965-07-19,Y5,4:04,4
1999-02-19,X7,4:15,1
2017-12-05,Z3,20:23,1
1996-11-11,U5,12:51,3
1986-09-05,K4,6:11,6
2019-08-04,U7,22:53,1
1974-09-17,B8,18:37,2
1970-06-02,A1,12:43,1
1991-10-12,I2,21:55,5
1958-12-09,Y7,16:05,1
1991-05-28,C6,3:23,2
1979-03-11,L2,3:17,1
2014-10-17,V9,10:54,1
1983-08-03,P6,15:46,1
1960-09-06,G1,1:22,1
2003-07-03,D6,11:51,5
1995-02-27,U3,23:43,1
2010-05-24,W5,23:02,11
1962-09-23,G1,15:24,1
1999-04-03,I8,6:44,1
1999-06-10,M7,4:55,1
1997-05-04,J0,1:52,1
1958-06-29,F0,10:32,10
1957-06-27,Y1,17:42,4
1959-10-27,J3,13:30,15
1953-03-16,Z4,23:31,4
1992-10-05,Q9,12:57,3
1971-04-30,K7,17:26,1
1997-05-05,X7,20:08,5
1971-06-13,Y1,14:03,4
1981-03-19,F0,1:53,4
1994-08-06,T6,22:34,1
2018-12-05,O8,14:02,5
1984-08-15,Y8,11:15,1
1962-04-15,S4,22:35,10
2011-08-15,A4,6:51,1
1951-02-17,X4,11:02,1
2010-04-16,M0,11:23,12
1950-12-07,K7,13:04,1
1991-01-04,W8,22:53,2
2020-10-01,D0,20:52,1
1952-07-11,X2,22:30,1
1993-11-05,V4,8:02,7
1991-04-20,X2,9:50,1
1976-09-17,A6,7:17,1
1995-04-10,Y4,15:23,1
1958-08-31,F7,2:06,2
1991-12-30,E2,4:59,5
1953-08-21,Y3,8:24,6
1958-06-15,M5,1:37,1
1985-04-16,Q4,14:57,8
1983-07-08,L2,10:40,1
1954-06-26,W3,16:01,2
1963-07-10,P0,1:13,1
1993-06-30,O6,2:29,11
1986-07-07,K2,21:32,1
1955-04-13,S4,20:32,5
1998-05-26,V8,1:54,1
1985-02-07,W2,15:55,1
1980-08-17,J9,20:58,5
2001-06-10,P0,16:20,5
1977-08-05,Z9,13:11,1
1973-05-24,K0,11:05,10
1971-04-26,R4,10:55,1
2014-03-23,D7,5:38,1
1969-05-30,D6,20:57,2
1997-11-16,W0,23:02,1
1988-05-20,Y8,5:13,2
2016-08-27,J8,12:43,1
1995-06-01,D1,13:08,1
1964-08-04,W8,3:30,1
2002-09-04,K3,2:52,1
1971-11-26,Y2,12:19,1
1960-02-29,G0,3:20,1
1992-06-29,F1,18:30,5
1955-07-06,B4,23:22,1
2012-03-01,K9,8:17,2
1984-09-05,Z9,21:13,5
1983-11-29,M8,23:40,1
1966-10-15,U1,0:21,1
1989-11-26,Q2,20:27,1
1976-12-29,S1,12:08,15
1987-01-25,H5,19:08,6
2003-10-20,Q9,5:34,1
1978-08-07,K2,17:13,1
1988-07-21,S7,23:23,1
2014-11-15,F3,2:06,1
1994-04-20,H4,7:53,11
1962-07-15,W2,16:59,15
1963-06-19,M6,7:07,9
1971-04-11,W4,21:41,3
1981-12-23,B1,16:29,1
1980-08-11,G4,16:15,1
1994-05-06,Z7,17:55,1
1959-11-14,P6,22:40,8
1964-04-04,S2,9:31,1
1962-12-11,M0,11:44,12
1980-10-25,S7,0:53,4
1984-07-26,W6,23:08,8
1966-01-14,F6,23:32,3
2003-08-18,M8,12:44,1
1971-05-29,A2,11:41,1
2005-06-29,V4,9:21,1
2015-07-31,K2,3:41,1
1981-02-13,N9,2:22,1
1955-01-28,B0,13:56,1
1973-12-21,L9,7:52,6
1952-03-05,I2,16:51,3
1985-10-21,U4,21:41,12
1965-03-16,A7,14:28,1
1962-03-28,D0,10:13,1
2015-06-08,X7,10:11,1
1974-04-10,L2,13:01,3
1996-07-07,N8,5:09,1
1997-03-16,Z2,7:13,12
2003-03-13,Q8,1:16,5
1999-03-10,G8,23:26,1
2011-03-25,E5,13:02,1
1958-05-08,U5,1:55,1
2001-03-08,D9,3:45,1
1954-01-09,T4,5:11,5
1969-08-11,P4,3:07,1
1968-12-27,Z0,12:47,10
2000-01-29,S6,19:53,10
2009-01-01,B2,21:56,1
1985-11-26,W0,9:53,1
1962-02-21,H1,3:27,1
2001-12-20,U0,17:27,1
2013-12-09,I3,11:00,8
1959-10-14,X3,7:43,6
1973-02-22,Z9,17:05,1
1961-04-11,H3,19:56,5
1992-09-13,A1,19:33,1
1978-08-05,J3,22:17,1
1975-04-15,P2,8:20,1
2015-07-01,Y2,1:12,2
1989-11-03,E9,7:45,9
1952-06-25,S0,18:41,1
1993-03-15,Q7,7:43,5
1981-05-21,Z7,10:03,2
1960-03-25,L3,8:04,1
1984-11-25,U2,0:46,6
1965-03-18,F6,23:19,1
1963-11-18,D8,12:13,1
1989-04-29,K9,7:29,1
1997-05-29,C5,20:40,5
1983-02-16,B5,14:45,1
1981-07-16,Q4,10:14,1
1996-06-28,C8,7:56,1
1969-02-02,W0,9:28,4
1971-09-01,C3,13:22,8
1959-01-15,N9,17:19,1
1966-05-16,H5,4:27,1
1990-06-22,S8,18:50,10
1964-02-10,B3,3:40,2
1955-02-19,B9,8:08,1
1991-06-17,E9,19:19,1
1951-07-23,Z4,2:30,1
2013-01-25,S7,2:11,1
2010-10-22,L2,1:18,2
1962-09-28,M9,19:20,2
1994-01-21,V5,0:47,10
1952-01-28,H1,12:55,2
1995-01-28,F3,2:45,8
1988-01-28,E1,20:52,1
2010-12-16,M7,23:50,1
2006-07-04,M4,7:36,1
1985-08-18,O7,0:37,3
2009-08-02,R1,22:44,1
1959-09-29,J9,18:04,7
1964-10-30,S1,17:24,1
1974-10-03,B9,19:41,1
2003-08-02,L5,4:30,1
2011-03-22,K8,0:04,8
1953-12-17,J5,9:51,1
2007-03-15,J7,18:20,1
1980-03-30,F2,1:35,1
1978-12-27,B3,21:33,1
2007-04-17,H8,10:02,1
2003-05-12,R4,15:55,1
1954-02-13,G3,23:26,2
2019-11-10,H7,11:08,1
1956-10-24,H1,16:48,8
1963-04-09,A5,17:05,15
1959-08-11,I6,14:39,1
1960-12-16,T1,21:26,1
1978-01-05,J8,5:16,10
1989-10-06,S0,13:38,1
1974-12-28,B7,0:28,1
1979-08-31,T5,8:44,1
1970-01-06,A4,19:08,7
1992-03-02,U2,20:17,5
1973-05-26,K9,20:17,5
2005-05-30,R9,3:37,4
1963-09-23,T8,16:47,7
1978-07-17,G4,11:58,1
1964-03-02,O0,1:11,11
1958-08-31,M8,13:27,3
1970-11-13,Q9,16:31,3
2009-09-13,T3,22:38,8
1999-08-14,Q9,7:56,12
1982-10-24,B6,14:12,1
2020-11-06,H6,21:45,1
1991-02-24,Q0,19:29,1
1962-05-24,J0,6:52,1
2016-11-19,F2,0:27,6
1951-06-25,T4,12:52,3
2017-01-28,W2,13:13,9
1996-05-20,J3,17:09,9
1995-10-14,H4,9:40,1
1968-01-25,V2,13:32,1
1953-02-19,N5,10:38,1
1986-03-10,C8,8:53,2
1972-02-06,J1,16:20,2
1955-10-29,L5,20:19,1
2019-09-09,Z0,12:58,1
1962-11-24,G7,10:43,1
2020-10-09,E4,0:18,1
1976-12-03,G9,16:00,13
1967-12-27,F8,3:53,1
1985-09-11,I4,1:51,1
2017-12-27,P0,8:30,3
1964-07-29,N0,21:47,3
1979-07-14,S2,18:44,2
2018-01-23,X2,8:41,3
1986-12-01,X9,23:25,1
2002-03-01,B6,21:11,2
2002-11-02,I7,3:25,1
1977-01-30,G4,3:19,9
2001-09-09,M2,10:17,12
1967-01-17,C9,23:54,1
2014-10-01,A7,5:27,1
1961-06-14,V0,1:30,1
1992-02-14,A5,9:55,3
1977-05-04,G5,17:25,3
2014-12-29,K9,17:30,1
2002-11-04,E1,2:12,1
1962-04-10,Z2,1:16,1
1970-03-14,K0,4:37,1
1966-08-25,J0,20:39,1
2009-09-02,M4,19:54,3
1988-08-10,I0,12:01,6
1962-09-04,K3,14:39,1
1990-08-23,J7,11:54,1
2003-07-22,E0,10:16,4
2008-01-20,A0,19:49,1
2015-08-15,G5,11:48,1
1994-03-20,M1,2:03,3
1990-07-24,O3,23:41,1
1976-03-04,I7,11:18,1
1996-09-17,Q3,7:19,1
1959-07-10,J5,16:50,1
2003-08-19,S4,14:05,6
2015-10-01,D7,14:21,12
1966-11-11,T2,19:26,1
1993-11-26,D4,20:47,1
1997-07-25,E0,11:25,2
1993-04-26,M0,23:30,1
1950-06-24,X6,8:35,2
1964-05-23,U0,8:04,2
2002-07-05,D2,13:33,9
1966-04-27,J9,11:16,5
1979-12-23,C2,11:37,5
1985-06-07,S9,8:03,1
1970-02-24,C2,0:46,8
2016-05-29,U2,0:59,1
1997-11-15,D3,0:38,1
2011-07-05,E3,6:18,1
1999-02-25,R8,19:23,1
1966-05-07,E0,10:12,4
1998-05-08,S9,4:02,1
2021-02-20,W0,5:39,2
2020-06-22,P0,14:20,1
1969-10-11,Z6,19:41,1
2010-03-04,M8,14:34,2
2020-08-23,N2,11:45,1
1998-03-09,X8,22:04,7
1975-03-28,J6,9:20,1
2019-12-16,O9,21:47,1
2019-02-13,Q0,3:55,5
1983-02-11,I4,1:10,2
1962-10-19,R9,22:21,3
1979-08-11,M5,18:05,1
1966-05-23,W5,2:37,5
1962-12-22,U9,5:42,1
1976-06-10,W0,2:37,2
2013-09-22,W6,4:39,8
2013-04-18,W7,22:59,3
2001-12-05,H0,10:23,1
1988-01-27,Z4,0:21,2
1981-10-07,F1,19:36,1
1997-09-06,F6,22:21,4
2003-11-06,K3,6:36,2
1984-12-14,J4,2:34,12
2001-03-01,Y4,13:45,12
2008-04-12,M4,21:03,1
2008-06-18,E6,9:27,1
1989-11-10,P4,2:44,4
1993-06-14,M1,12:18,8
1988-12-11,O0,12:28,4
2015-12-24,M3,3:28,3
2001-05-07,A9,18:50,10
1984-06-06,U3,23:04,1
1985-10-30,D3,12:26,1
1999-05-08,W1,13:14,1
2004-05-17,O5,2:22,3
1993-08-13,E5,5:01,6
1998-10-02,W1,6:30,1
1985-01-31,G7,22:13,3
2017-01-18,M7,15:55,4
2016-04-14,D8,6:56,1
1964-12-16,O6,16:44,3
1964-04-07,M6,5:21,2
2005-07-20,Z5,10:10,12
1992-10-21,P7,2:34,1
2007-04-02,E3,2:04,1
1991-01-04,G2,13:44,13
1973-03-24,R3,0:40,1
2014-10-12,U6,11:31,1
1965-02-05,C7,9:32,8
2003-03-13,F3,7:39,1
1984-09-11,M8,22:44,1
1984-01-27,E3,6:30,5
2017-05-17,W3,1:41,2
2001-07-17,E6,14:23,2
1996-10-15,B0,10:31,1
1997-08-23,D1,18:03,3
2014-05-25,A3,6:52,1
1988-08-26,D1,22:20,11
1962-04-15,G7,18:35,1
1970-03-06,U2,11:40,1
2018-04-20,Z3,0:53,3
1960-06-17,L5,21:09,1
1977-07-24,T6,12:33,1
1971-01-14,R6,15:27,8
2006-08-08,A6,14:44,2
1982-07-09,M8,22:13,1
1999-02-11,T4,20:07,6
1983-12-23,R3,8:09,5
1993-05-19,B6,11:10,1
1978-01-14,X3,9:32,1
1994-10-14,I2,23:43,10
1963-11-29,X7,17:37,5
1989-09-07,Q5,16:56,2
2011-01-12,X2,6:55,12
1989-10-02,A6,1:49,2
2010-11-12,G8,12:19,1
2020-06-25,Q8,18:28,1
1967-02-11,G0,4:24,3
1965-07-17,N6,7:31,3
2016-01-11,W7,13:29,1
1984-06-20,S8,5:08,1
2012-10-04,F7,14:18,1
2018-12-25,C0,5:30,1
2004-02-13,E5,20:10,1
1981-01-14,P5,7:54,5
1970-02-05,S2,5:50,1
1986-06-21,E9,7:30,1
1970-05-27,E8,20:23,1
1973-12-21,E5,13:16,4
1964-11-10,W1,22:18,1
1961-08-30,Q8,7:01,1
1966-02-02,G3,9:40,1
1979-01-09,A3,19:35,6
2021-02-26,A9,16:05,11
1993-03-12,M6,7:57,1
1970-07-30,K8,2:46,4
2009-03-05,F1,17:30,1
1960-12-04,U7,7:03,12
1969-12-06,U0,2:23,1
1969-08-21,P9,11:27,5
1960-01-12,F3,16:36,1
1962-02-19,I6,17:21,1
1995-04-16,F4,3:57,3
2001-07-20,S7,13:02,8
2012-02-23,A3,18:02,1
2017-10-10,C5,7:11,4
1989-07-07,K9,5:41,3
1980-07-28,V1,16:22,2
1989-04-04,Q4,21:55,8
1967-01-02,W7,22:55,1
1976-01-31,V9,2:57,1
2020-02-17,A2,18:34,1
1992-12-03,Q3,16:35,1
1978-05-30,U8,18:09,6
2009-05-20,N1,8:04,5
2006-12-06,H6,14:52,2
2006-08-18,P3,0:49,1
1980-08-28,Z7,7:16,1
1973-06-12,E2,18:59,2
2019-02-11,Q0,15:06,1
1993-04-01,Z0,7:46,2
1999-01-24,G6,19:21,6
1978-11-04,D7,23:22,2
1976-07-31,N3,21:47,3
1980-11-07,A9,0:15,1
1993-07-04,T3,20:00,2
1998-08-04,F9,10:24,1
2000-06-30,H6,20:11,3
1987-06-27,M9,13:29,3
1981-06-02,N4,7:54,1
1968-03-10,T9,6:01,5
1968-07-30,C3,12:36,1
2003-03-09,O1,9:33,4
1965-08-18,L5,17:22,1
1989-09-02,U7,4:48,1
1993-12-30,S7,17:12,1
1998-07-30,M0,10:59,3
1965-10-31,V5,20:32,1
1966-01-28,N1,16:52,11
1970-02-14,T0,14:02,1
2010-09-29,O5,6:08,1
2005-07-19,D5,16:39,2
1984-09-22,F0,15:01,1
1988-03-12,R3,16:36,9
1963-08-07,R1,20:50,1
1971-06-21,X4,5:14,1
1967-11-21,D4,1:24,11
1970-02-09,J3,2:12,1
1968-11-12,V1,5:02,9
1964-07-25,M3,18:30,1
1975-02-08,B2,0:19,1
2011-11-12,T2,20:35,1
1962-03-02,G8,19:49,1
1995-03-02,Y9,19:49,5
2020-11-08,R6,4:08,1
1978-03-02,K2,5:03,5
2002-06-04,K9,16:01,3
2000-03-01,B6,4:46,5
1970-01-30,X6,14:34,5
2001-01-21,Q7,22:35,3
1998-09-11,O0,18:53,9
1975-03-06,E0,3:40,1
1981-06-14,O6,23:42,1
2010-02-18,M6,1:04,4
1973-04-07,I7,19:41,1
2007-02-26,H4,22:58,5
1982-05-13,C1,10:36,1
2017-06-20,F2,4:10,1
2012-09-06,I0,9:56,3
2020-05-23,Q2,17:32,1
2013-11-17,J4,16:42,1
1960-07-30,I9,18:16,6
1982-09-06,X6,9:53,1
2020-03-01,O1,14:36,1
2011-07-10,Z4,0:18,1
2013-12-09,O5,0:44,1
1976-02-28,A5,7:25,1
1975-06-10,V8,18:35,2
2012-10-27,P1,23:01,7
1974-08-18,U4,2:11,1
2019-07-22,L6,6:52,1
1971-06-27,M0,13:13,2
2011-12-19,J5,10:33,2
2006-11-25,W9,12:23,1
1968-03-21,Q3,7:20,1
1997-10-02,D6,16:41,1
1964-06-20,F1,0:42,1
1984-04-07,D7,10:19,1
2016-02-26,E1,15:02,1
1991-06-30,E6,22:05,6
1962-05-11,L5,15:09,1
1994-03-26,F1,6:39,1
1991-04-30,G2,17:11,1
1960-04-13,E3,14:22,12
1985-03-20,S8,22:33,1
1976-08-21,C3,3:41,5
1971-06-09,H8,21:10,3
1977-11-20,F3,19:16,9
1998-08-05,M6,12:34,3
1989-05-17,M4,15:57,9
1983-03-24,N9,4:32,10
1979-08-06,P1,15:12,1
1966-01-13,R2,15:58,1
1990-04-14,J8,13:04,1
2014-03-16,M8,10:58,5
1996-07-01,X5,12:01,3
2003-03-21,A6,8:50,1
1995-10-08,W6,1:30,1
2004-03-07,C3,18:07,3
1984-03-21,K3,22:57,6
1985-09-13,C5,2:01,1
1997-11-14,M4,3:48,5
2009-11-20,W7,6:50,15
1977-06-22,B6,20:12,1
1976-04-09,K5,0:14,1
2006-02-26,F2,4:31,1
1996-10-22,S5,0:09,5
2015-02-07,R0,0:47,1
2009-12-10,W6,23:23,2
1972-01-01,U9,20:43,1
1992-05-01,X6,4:09,1
1978-01-10,O3,0:32,1
1965-08-26,T5,19:15,1
2016-02-26,S4,23:45,1
2017-01-01,K1,0:11,2
1997-11-20,G0,7:48,1
1985-12-04,V3,13:53,4
2004-02-02,K7,21:45,11
1960-09-21,C5,10:04,3
1965-08-30,S3,8:18,1
2016-03-17,H3,11:56,5
1970-07-08,I9,13:16,4
1998-10-16,G9,0:13,2
1990-04-18,E3,6:03,1
1974-05-26,U2,9:02,1
1991-07-26,T5,5:33,5
2019-06-06,P5,7:05,11
1991-03-25,Y7,21:50,5
2021-02-10,A7,5:13,7
2005-04-28,L5,17:26,1
1969-05-21,L9,20:23,1
1984-03-17,P4,6:04,5
2010-02-01,O3,12:04,2
1988-02-23,S7,20:30,10
2003-06-19,A4,4:38,4
1978-03-08,P0,3:16,1
1974-09-11,S5,15:40,1
1983-10-16,K6,9:52,1
1962-03-16,H8,18:12,8
1988-03-18,N5,7:14,2
2020-09-17,A3,8:37,1
1966-09-01,E1,4:48,1
1965-08-19,I4,20:00,2
1974-05-07,Q5,7:16,1
1982-03-02,L0,10:26,1
1962-11-28,E1,16:41,8
2004-07-05,X9,14:53,12
1966-09-20,B1,22:03,1
1993-07-17,R7,14:09,1
1966-08-08,G5,8:37,1
2020-09-18,I1,20:20,2
1963-04-18,K7,18:22,8
1971-12-09,H9,14:32,3
1978-04-07,X0,22:28,1
1981-01-25,G4,7:16,3
1961-05-29,C2,23:50,2
2017-04-28,H7,15:05,5
1982-08-22,W8,5:11,6
2002-02-08,U8,15:13,2
1984-04-03,D0,17:21,12
2021-02-19,R9,10:16,1
1974-04-11,T0,8:05,3
2007-09-13,U5,21:55,1
2015-02-17,Z4,12:43,15
1981-05-09,Z6,16:37,1
1961-09-21,T2,22:34,5
2010-10-31,H6,23:40,5
1972-05-18,S1,14:06,1
1964-11-30,Q9,16:49,7
2006-05-09,T3,4:05,2
1967-02-19,W0,18:16,3
1993-05-07,Z7,9:24,9
1982-02-03,M9,4:08,12
2010-04-01,M6,13:59,1
1960-09-22,Q1,15:58,1
1988-10-11,G9,1:29,1
1983-06-11,J5,3:55,5
1986-01-16,E1,11:12,1
2002-09-16,J8,23:00,1
1975-01-23,E6,6:25,4
1998-05-24,C2,10:46,1
1989-04-30,J7,12:36,6
1995-01-08,A1,2:18,3
2001-01-28,F5,3:59,1
1989-04-02,W6,17:08,5
2019-06-22,B7,4:19,3
1973-06-02,E6,14:43,4
1969-01-22,B9,9:29,1
1965-07-09,E5,17:28,1
2016-07-15,A3,6:57,1
1972-06-21,F0,20:04,1
1973-02-21,I7,4:49,1
2018-09-21,R6,16:17,1
2009-11-18,W1,6:03,1
1962-12-23,R3,8:34,3
1972-03-23,B5,20:11,9
1963-05-11,D5,2:27,6
1985-09-26,Y1,5:26,2
2019-09-24,I9,21:54,12
1993-02-25,F8,21:52,9
1960-09-23,L9,8:15,1
2004-08-20,A2,9:44,10
1980-02-13,Y0,18:43,1
1993-10-16,U6,10:08,1
1968-11-04,G2,20:54,3
1991-01-19,I8,15:34,1
2016-07-09,P9,20:24,6
1984-07-04,L3,0:09,1
1973-05-31,C2,8:20,1
1975-05-15,D1,23:06,1
1960-01-06,B2,5:56,3
2020-08-03,E9,5:53,1
1999-11-14,A3,17:19,1
2010-02-15,E6,9:06,1
1984-08-12,A6,5:45,7
2013-06-18,O4,23:12,4
1966-11-10,Q9,19:26,4
1977-07-14,D1,4:26,1
2014-09-03,N7,14:37,1
2000-05-28,R5,17:27,2
1988-07-24,D9,12:11,1
1969-02-09,M6,22:27,1
1983-02-02,E2,20:02,4
1986-02-17,Y4,23:21,1
1995-03-27,S4,11:24,6
1974-07-05,E4,20:21,1
1991-05-14,X4,3:27,3
1985-07-06,T3,17:07,4
2005-10-10,X3,6:00,15
2007-04-26,L3,11:20,1
2008-03-21,S0,1:07,4
1981-05-29,C2,14:09,2
1960-09-10,J5,6:23,2
1977-11-03,X9,22:02,1
1998-12-20,P4,17:07,1
2004-05-02,W1,15:22,12
2014-10-17,L0,3:29,2
1990-03-06,H2,6:55,4
1962-11-08,W9,23:46,12
2012-06-14,O4,12:02,4
1970-01-09,O0,6:47,7
1992-02-20,I3,0:20,3
1963-08-27,K8,18:27,9
1979-04-04,T5,22:58,1
1982-06-25,J6,13:03,2
1993-09-16,T3,19:00,2
1977-11-19,Z2,23:58,2
1993-05-11,D5,21:48,2
1986-01-18,M8,22:12,11
1980-04-10,A6,7:55,1
2000-08-09,K4,3:00,1
1963-05-18,W2,1:42,1
1990-03-22,C4,7:33,6
2016-04-22,S2,7:20,6
2012-04-28,I9,7:23,1
1986-06-21,V7,8:41,1
1991-01-15,C9,7:24,1
1995-02-20,C6,18:59,1
1999-07-18,K6,15:08,1
1985-02-15,M2,9:47,2
1989-01-27,S0,17:52,1
1962-11-20,O7,20:25,1
1990-10-06,E8,11:16,1
1998-03-29,V7,5:37,11
1970-05-09,I0,16:02,1
1976-09-10,Q9,2:35,12
2018-02-25,U2,16:00,10
2006-04-27,D8,22:22,6
2009-04-23,Q1,3:10,1
1981-11-09,D2,16:38,1
1995-03-27,G8,13:49,1
1975-05-02,W8,9:16,11
1970-09-27,S0,6:33,1
2005-06-08,O5,0:55,1
2018-02-10,B3,10:27,8
1967-11-05,K7,11:28,10
2009-07-12,G3,10:19,2
2014-08-06,I5,15:02,1
1989-03-06,X0,1:27,1
2013-12-18,R9,12:44,1
2009-09-28,W0,10:00,1
1998-01-04,I0,23:55,10
1974-03-02,G0,9:40,1
1998-07-30,N6,15:04,3
1978-05-09,Q8,2:20,2
2014-12-28,E3,7:32,5
1983-06-13,D7,5:10,1
2010-08-27,V7,13:58,1
1965-08-14,A6,5:22,1
1976-01-21,C9,7:00,1
2020-04-17,X5,3:15,13
2004-04-06,J9,21:24,11
1972-12-20,G6,17:01,6
1977-10-21,T7,12:16,1
1968-10-07,S9,10:03,6
1990-07-30,Q9,11:30,1
1984-05-29,W7,14:46,6
1965-09-17,O3,16:25,1
1968-01-26,W7,2:45,7
2015-05-13,F6,17:58,2
1997-08-19,I6,23:10,8
1996-11-23,O5,17:39,2
1960-12-18,G2,17:40,2
1978-10-20,R5,7:34,2
1974-11-25,Q9,18:06,8
2008-08-13,U7,10:47,8
2016-04-29,Y3,10:12,3
1999-08-08,U9,13:51,9
1987-08-10,F0,19:54,1
1971-08-23,Z0,2:21,1
2016-04-26,T0,17:40,2
1989-09-13,J7,0:31,1
1965-05-30,L0,14:37,10
1966-09-04,M4,17:15,1
1987-12-21,E7,5:44,5
1969-06-19,B0,10:13,1
2010-03-27,O2,1:33,7
2014-08-07,D5,17:44,1
1999-10-02,D3,15:17,9
1964-03-25,B1,7:25,1
2003-05-16,K7,2:31,1
1972-06-19,O4,4:47,5
1966-09-13,M4,20:22,2
1986-09-29,V1,16:11,1
2015-03-12,X5,2:53,1
2013-05-31,I4,4:51,2
1969-04-29,L4,20:11,2
1985-06-16,H6,1:01,7
1971-03-15,H9,21:53,1
1963-08-28,U5,2:35,2
2011-02-04,L0,5:08,5
1998-04-18,Q6,11:31,1
2006-07-30,B3,14:16,1
2018-02-02,Y7,23:52,1
2014-02-05,V5,22:11,3
1987-08-05,Z8,5:34,1
1976-04-21,F1,2:13,1
1987-07-31,F9,21:17,1
1995-11-20,Q3,14:34,1
1981-09-22,K9,11:00,1
1997-04-26,S5,11:51,1
1963-03-30,F8,6:30,3
1978-10-19,S2,16:42,1
2012-07-22,L2,2:31,1
1963-01-22,P7,1:43,1
1997-03-13,M0,19:41,11
2000-04-07,N3,10:35,1
1961-01-12,B2,22:25,4
2009-11-29,D5,9:57,1
2018-01-30,Z1,6:36,1
1987-03-06,H3,13:22,2
2004-08-22,C5,15:28,2
1978-10-04,N6,19:45,1
1975-12-18,B2,20:21,1
1997-04-15,C1,21:50,1
1986-08-19,G9,23:00,9
2015-05-16,P9,1:46,1
1978-11-26,O8,23:58,1
2011-12-01,Z3,11:38,7
2010-05-27,K0,21:10,1
1993-11-05,A5,19:42,1
1983-01-14,Y8,5:45,1
2013-08-24,A5,12:13,1
2010-10-13,D3,0:29,3
2005-12-09,Z6,15:25,5
2018-11-14,W8,17:38,1
1984-03-31,P5,15:07,3
1966-12-27,X6,3:40,1
1968-09-18,O6,20:36,1
1974-01-04,P3,7:53,12
1998-09-19,B6,12:56,1
1961-04-27,D9,12:53,5
1968-01-20,P1,5:58,1
2007-08-11,K9,7:48,1
2006-12-03,Y6,20:39,1
1977-01-28,A9,10:45,3
1969-11-08,P1,20:28,3
2010-07-09,M3,17:16,1
1977-05-04,M0,10:28,1
2003-03-31,V4,13:22,2
2003-01-22,T9,9:05,1
1994-12-11,C8,19:14,2
1967-08-09,M4,22:25,12
2016-10-14,P9,23:30,1
1966-09-01,A8,5:18,1
1993-09-24,Q4,11:08,2
2007-06-28,Q3,4:26,12
2010-12-04,Z1,14:10,1
2003-05-22,X4,12:02,1
2012-01-21,M2,18:46,6
1989-06-15,U7,3:15,1
1960-02-12,M8,5:32,1
1982-09-20,M1,20:52,11
1974-08-14,C6,21:33,2
2006-10-31,V5,22:15,2
2018-04-09,L2,4:29,1
1966-09-05,K6,20:22,5
2020-08-15,O1,5:24,2
2000-06-29,Z0,23:38,3
1983-06-07,X6,10:39,1
1982-01-14,W5,19:21,1
1977-09-07,E7,4:08,1
1977-03-01,X9,4:53,5
2020-03-23,C5,6:43,2
1974-12-03,O8,18:33,1
1991-10-04,A9,15:41,1
1960-10-22,F9,8:15,1
1961-03-22,Y7,10:16,1
1968-11-02,F0,12:11,9
1997-09-30,Y4,22:05,9
2008-04-30,J7,8:21,3
1978-12-06,O9,16:43,3
1965-05-03,E4,22:30,2
1981-03-21,M7,10:51,6
1961-06-27,F5,18:37,6
1966-08-25,A8,23:13,3
2008-04-14,U2,20:08,6
1999-05-09,R5,20:23,1
1982-11-16,Q5,10:06,2
2018-08-22,B4,15:58,1
1978-11-19,D3,2:07,1
1983-12-05,U3,11:47,1
1990-12-07,M0,18:31,1
1965-07-22,R2,2:28,2
1961-12-14,T7,20:56,1
2009-01-29,A0,1:55,1
1978-06-04,M1,5:26,1
