language,personID
English,149772
Bengali,78939
Turkish,42948
Mandarin,4666
English,52407
English,164632
Finnish,155999
German,87563
Assyrian,105609
Finnish,65493
English,60155
Spanish,125542
Lithuanian,20867
Spanish,154507
Japanese,105336
English,27968
German,90500
Serbian,57116
Italian,155390
English,65409
Ukrainian,55764
English,156068
English,42333
English,130140
Mandarin,66075
Arabic,111204
Jakartanese,151240
Kyrgyz,152512
Spanish,95854
Russian,169918
French,37253
French,150889
English,51917
French,66077
French,165324
Spanish,82247
English,18344
English,139612
Moldavan,162952
English,39686
Georgian,136390
Spanish,58944
German,79000
English,115837
Azerbaijani,168355
Mandarin,147932
Danish,35187
English,111974
English,120477
German,123016
Somali,14299
German,26540
Catalan,45443
Indonesian,93906
German,95810
German,147519
Yiddish,2967
Spanish,155465
Italian,86417
Macedonian,29369
English,120218
German,3295
Norwegian,167768
English,73811
Afrikaans,72510
English,126415
Spanish,153583
Mandarin,101159
Catalan,151576
Arabic,116770
Italian,16662
Cambodian,32579
English,127264
English,158713
English,46218
Spanish,106698
English,49548
Japanese,149211
Danish,36906
Georgian,130612
Afrikaans,48666
Spanish,157746
English,73330
Mandarin,67153
Japanese,1838
Bengali,75187
Mandarin,82322
Japanese,10430
Catalan,12643
English,104814
English,13537
Japanese,101579
Hindi,54850
Montenegrin,166142
German,29934
Korean,154623
English,134085
Spanish,131701
German,48959
Italian,64348
Arabic,96446
English,73483
German,150504
English,43585
Macedonian,37692
Russian,104659
Urdu,161334
Portuguese,58477
Japanese,119724
French,160654
Italian,96647
Bengali,127721
Polish,83991
Spanish,26382
English,84153
Bengali,32474
Bengali,81858
Serbian,70401
Hebrew,12126
Bengali,101201
English,18697
Hindi,49403
German,19738
Mandarin,104515
Japanese,129165
Assyrian,86684
German,96724
Arabic,53365
Portuguese,151
Spanish,34965
Hindi,136900
English,121478
German,47070
Bengali,40895
English,72285
Belorussian,56476
Spanish,160013
English,9249
English,166891
Mandarin,157060
English,145203
Greek,151091
Hindi,123991
German,103706
Spanish,62537
French,53886
Spanish,42
English,87584
Spanish,26343
Georgian,53471
Russian,153605
English,3870
English,144583
English,134162
Japanese,54782
Portuguese,131656
Russian,10013
English,88391
Mandarin,4716
Greek,36487
Arabic,4991
Jakartanese,145769
German,29983
Spanish,157999
Arabic,3947
German,139827
German,149637
English,25113
English,52592
French,168478
English,29281
French,84466
Lithuanian,74735
Ukrainian,93722
English,5765
French,20692
Russian,121083
English,40556
Spanish,99250
English,95942
Taiwanese,164565
French,35948
French,40928
Hebrew,98684
Polish,22420
Indonesian,16380
English,53069
English,18973
Hungarian,144954
Maltese,142951
English,77644
Spanish,5779
English,26665
Spanish,168574
Bengali,42573
Hindi,30054
English,92659
Spanish,27441
Turkish,128846
English,122090
Mandarin,37365
Spanish,21028
English,15462
Portuguese,50216
English,78299
French,51100
Japanese,128455
Italian,51262
Mandarin,132008
Spanish,74348
Russian,109599
Spanish,38052
Italian,115569
German,116147
Hungarian,78969
Dutch,19850
Spanish,167278
Spanish,104515
Spanish,147836
Dutch,161848
Danish,4601
Moldavan,131237
Arabic,121804
Italian,169489
Assyrian,89701
German,26529
English,39994
Hindi,41376
Spanish,70723
Swahili,68382
Japanese,73345
English,78292
Thai,33165
Spanish,119485
German,108097
English,158575
Portuguese,16712
English,75167
Macedonian,112446
German,17715
Catalan,106467
Spanish,26989
English,136315
Mandarin,156791
Kyrgyz,144746
Mandarin,104702
German,79698
Serbian,34670
Berber,35020
English,56384
Assyrian,6974
Portuguese,51592
Korean,3414
Mandarin,47257
English,13834
English,38567
German,31754
Arabic,89097
French,84252
German,157384
Italian,109786
English,100375
Bengali,67829
German,142737
English,137369
German,28678
Bengali,13242
English,154431
Serbian,171772
Spanish,133714
Italian,58788
Spanish,147900
Russian,102234
French,6045
Cakchiquel,28056
Spanish,88399
English,42344
Russian,39647
German,104139
Bengali,143201
French,151211
Japanese,7544
Italian,109118
French,3358
Chao-chow,42763
English,140436
French,88924
Arabic,26952
Russian,12501
French,10691
Spanish,136379
German,161408
English,3880
French,71586
Spanish,121288
Spanish,122652
Greek,86828
Hindi,114160
English,110866
English,161405
Arabic,39933
Spanish,80357
English,79397
Arabic,9002
English,93156
German,19374
German,26359
Estonian,47914
Russian,116390
English,96415
Japanese,62524
Russian,114604
German,4225
English,107804
French,127658
French,133833
French,52421
Moldavan,83652
Portuguese,110495
French,154886
Russian,119847
Japanese,124789
English,37741
English,126158
English,110011
Indonesian,51417
Hebrew,42290
Thai,139104
English,124116
Hindi,117202
English,63162
English,15043
French,64043
English,30913
French,59953
Spanish,49826
English,127361
Lithuanian,147765
English,70201
German,22454
English,1039
Somali,100084
Spanish,122791
German,8260
Spanish,25149
Mongolian,123486
German,40505
Swedish,158509
Maltese,9940
German,83768
English,26318
Italian,104985
Spanish,161382
Spanish,133914
Portuguese,111706
German,53061
English,57548
English,142603
Spanish,9674
English,75859
Portuguese,80968
Hindi,72030
English,51393
Kosovan,39836
Portuguese,131066
English,74808
English,98257
English,41770
English,36904
German,30495
French,56966
English,11754
Hindi,54790
German,55421
Spanish,74792
German,66461
Spanish,84159
English,72275
English,112077
Spanish,39789
Spanish,131597
Russian,129422
German,160362
English,168778
Finnish,127042
Spanish,47644
English,26428
Kazakh,86050
Cakchiquel,40402
Spanish,129387
Italian,96957
Mandarin,86843
Italian,26078
Spanish,78254
Spanish,149674
Spanish,158360
Russian,65645
Bengali,150737
German,130119
Italian,68715
French,13890
Georgian,29284
English,114774
French,117939
English,40706
Mandarin,26408
Spanish,20630
Uzbek,47018
Portuguese,166401
Indonesian,161336
Bengali,78502
Georgian,80466
English,101168
French,146243
Arabic,122195
Spanish,13876
Spanish,56998
English,42589
Spanish,118507
Spanish,83305
French,136467
Arabic,120479
Japanese,84370
French,108992
English,7955
French,110727
Arabic,100925
French,86375
Ukrainian,20616
Spanish,46771
German,7544
Italian,139581
English,156583
Spanish,79465
Spanish,24658
German,93702
English,4737
English,21150
French,85963
French,140564
French,51753
Norwegian,144726
English,7511
Cakchiquel,96218
English,52974
French,4220
Portuguese,151537
English,16364
Albanian,30441
Spanish,148846
English,14967
English,107117
French,85517
English,83921
English,34102
Serbian,38366
English,144800
Spanish,150350
English,168400
French,85690
English,91673
English,143846
Spanish,152286
Hindi,71363
English,365
English,53057
Polish,64495
German,16770
Ukrainian,106462
Italian,156122
Nigerian,155458
English,122176
Spanish,27323
Mandarin,127706
Italian,160013
Georgian,55245
Ukrainian,12743
Italian,131553
Russian,37355
English,160133
Greek,9557
German,50504
Mandarin,157437
English,82054
Spanish,164806
German,149963
Spanish,158016
German,43173
English,7338
English,64958
English,146796
Mandarin,18074
English,47051
Dutch,115424
German,100578
Spanish,90896
Spanish,76669
Mandarin,132671
Cambodian,97069
English,161001
English,93657
Latvian,130322
German,145786
Russian,128117
English,109930
English,122980
German,82092
German,46205
Bengali,102155
Bulgarian,101926
Portuguese,48819
English,151098
French,143282
English,57759
Russian,70539
English,32649
Mandarin,61378
Swedish,104068
Spanish,83717
English,42420
German,17730
Hungarian,171431
English,14600
Kyrgyz,124021
Mandarin,37932
Spanish,55345
English,45932
English,115785
Turkish,168344
Afrikaans,50447
Italian,107453
Spanish,18075
Portuguese,11570
Russian,89255
English,112016
Spanish,153852
Estonian,97645
English,143204
German,59595
English,60431
English,67592
Russian,37475
English,53283
Russian,109742
German,58040
English,149902
English,150321
English,103414
French,17091
Spanish,117612
French,94512
French,100365
Jakartanese,121133
English,18687
Spanish,126216
Japanese,129143
English,157972
French,116092
Bengali,40019
French,112470
English,94216
English,67515
Portuguese,149569
English,61599
Arabic,58282
Italian,74009
French,18438
French,44601
Chao-chow,115893
Spanish,119268
English,142604
English,132517
English,150758
German,92131
French,57874
Greek,6049
Uzbek,100237
English,64089
English,51674
Spanish,96685
English,70975
Arabic,154469
English,24189
English,57718
Icelandic,74374
Spanish,165169
Hebrew,103603
English,70782
Hindi,11297
Afrikaans,10172
Italian,145611
Mandarin,24561
Mandarin,142695
Afrikaans,167764
German,159240
English,78112
German,49585
Spanish,120148
Mandarin,63487
Portuguese,167847
Greek,61937
Hebrew,130564
Hindi,169319
English,107303
Czech,70490
German,161303
English,153598
Italian,7371
English,156443
French,2778
Greek,83675
Spanish,74642
English,27608
English,134483
Czech,108817
German,30610
English,152550
Bengali,24129
English,72537
English,151967
Estonian,38148
Mandarin,50572
Hindi,148757
Greek,86641
English,72366
English,7820
Spanish,128391
Albanian,154178
Greek,30010
Uzbek,80776
Spanish,99385
English,66627
German,119884
French,17146
English,39473
Indonesian,94320
German,162265
Bosnian,19848
French,114469
Hindi,108345
English,56792
Bengali,85589
Spanish,128526
French,13622
English,164693
Icelandic,5148
Finnish,157731
Hindi,68525
English,166144
Mandarin,13805
Spanish,28810
Kosovan,5759
Estonian,50871
Arabic,63258
Serbian,146958
Sundanese,23584
Kyrgyz,28765
German,153740
French,116548
Hindi,25272
Nepali,14818
English,110993
English,92357
Mongolian,170833
English,38079
German,15895
Mandarin,94607
Arabic,49512
English,102232
German,22070
Mandarin,159
Japanese,93889
English,22502
Spanish,135927
English,158439
English,3438
Arabic,13192
English,39252
Mandarin,40511
Japanese,53023
Swedish,50739
Berber,44353
Mandarin,70649
German,38760
Georgian,58287
French,85640
English,155269
German,98137
Italian,91988
Italian,50099
English,107864
Bengali,96626
German,114319
English,65418
English,50127
Arabic,108716
Mandarin,106634
French,78951
English,94015
German,156876
Spanish,111446
Spanish,64523
English,73417
Mandarin,113471
German,150442
Spanish,49580
English,76537
English,16791
Greek,76974
Spanish,23966
German,130074
Italian,86747
Bulgarian,34593
German,102123
Spanish,85031
English,148502
Bulgarian,43195
Shanghainese,126330
Nigerian,122466
Spanish,120212
Sundanese,15180
Spanish,36337
Turkish,69317
Spanish,115471
English,64276
English,131169
Kazakh,33872
Spanish,89197
German,140330
English,70289
Bengali,43879
Bulgarian,83846
Thai,45540
German,31802
English,151163
Spanish,46287
Spanish,96117
English,35281
Greek,35030
Dutch,93410
Spanish,165918
English,41569
Spanish,57027
Ukrainian,131811
Spanish,149025
English,168327
Russian,67206
German,72512
Spanish,87606
English,26293
Mandarin,83412
Somali,101625
English,47391
English,31468
Spanish,15136
Spanish,37216
English,141564
Catalan,153606
Russian,42780
Spanish,134136
English,102169
Bengali,87445
Cakchiquel,86343
Spanish,4020
English,134891
Bengali,90829
Basque,39892
Polish,162743
English,59907
Hungarian,100183
German,136422
German,159124
Portuguese,128965
Portuguese,152440
English,156705
English,32320
English,103110
Mandarin,78074
Thai,45629
Bengali,171471
French,36367
Bengali,57529
English,166246
Mandarin,162251
German,163496
English,23605
Portuguese,47605
English,112699
Macedonian,101946
French,27281
English,143628
Jakartanese,65772
Spanish,83741
Spanish,146048
English,120415
English,119306
English,134423
German,58514
Japanese,49079
Spanish,159089
Chavacano,25135
German,28558
Afrikaans,9323
Greek,142920
Uzbek,19692
Thai,67652
Bengali,20759
Indonesian,57647
English,98191
Dutch,166235
Vietnamese,166699
Mandarin,62663
German,80066
English,33670
Russian,114883
German,63585
Hindi,34337
Spanish,144369
French,158419
Italian,169791
Ukrainian,134954
Malay,21206
French,88266
English,41639
Spanish,53627
English,46424
German,56172
English,124180
English,46774
Hebrew,153474
Spanish,118683
Bengali,115671
Italian,164230
English,75618
German,3645
English,114025
Spanish,98778
English,117875
Spanish,146
English,171367
Hindi,61510
Assyrian,107391
English,137952
English,81606
English,102308
Swedish,75466
Danish,27088
German,163448
Portuguese,32751
English,40346
French,88908
English,142426
Portuguese,165775
German,37936
Mandarin,166510
English,146591
Nigerian,122941
Mandarin,72377
English,164938
Korean,86
Spanish,102927
English,121174
Spanish,82929
Arabic,7851
Spanish,7668
Italian,13955
Spanish,31454
English,40338
Bengali,36721
Greek,159911
Albanian,116995
Spanish,66682
Cakchiquel,27480
English,162165
German,165631
English,74770
English,54067
Vietnamese,39308
English,108309
Korean,58497
French,20733
English,51136
German,27070
English,47122
Spanish,148825
Spanish,96801
Finnish,98541
Yiddish,46470
Icelandic,102013
Japanese,68694
German,23799
Mandarin,4268
English,64871
Thai,106998
English,120101
English,55759
English,29662
Korean,77569
Spanish,69481
English,126986
German,129679
English,36310
German,52339
English,6525
German,123831
Korean,135322
Montenegrin,137276
English,28162
English,110669
Spanish,114376
German,78597
Spanish,57815
English,28282
Bengali,165666
French,113280
Polish,1049
English,165774
Turkish,9251
Hindi,114175
French,132988
Bengali,109809
English,166100
Catalan,66217
German,103669
English,35641
Indonesian,83060
English,121311
Czech,30323
Nepali,50679
Spanish,97473
German,153797
Spanish,15465
Mandarin,131074
Thai,6939
English,57092
German,136121
English,37945
Spanish,64953
Swedish,18284
English,22742
Arabic,108550
Mandarin,78478
Georgian,73839
English,126990
Albanian,83108
French,13687
English,157346
English,2272
English,61781
Russian,127430
Arabic,37370
Spanish,119375
Cakchiquel,145697
Spanish,27611
Dutch,126780
English,158031
Kazakh,168658
French,125386
German,161377
French,2191
Arabic,23124
Estonian,140760
Spanish,70285
Turkish,165118
Mandarin,130162
English,26631
Spanish,1832
German,78475
Ukrainian,57577
Mandarin,6686
Spanish,149647
Spanish,158115
Spanish,47014
English,8080
Russian,76015
Russian,84232
Mongolian,133731
Hindi,50439
Estonian,122474
English,140537
German,151866
Czech,37082
Spanish,43953
French,117815
Korean,82543
English,83836
Italian,62242
Spanish,107713
Japanese,75511
Mandarin,51088
English,114652
Hebrew,7680
German,141759
Cambodian,54210
French,122364
English,38926
English,47663
Korean,4703
German,31755
French,16905
Indonesian,59516
Hungarian,130220
French,581
Chavacano,116627
Bengali,170207
Arabic,17851
English,142011
Cambodian,77423
German,138700
Lithuanian,59559
English,82567
Chao-chow,148663
French,115837
English,57996
English,51495
Urdu,60325
English,160243
Catalan,100285
Nepali,78274
English,76083
English,171839
French,60210
Catalan,36249
Mandarin,5257
Greek,68425
French,156966
English,30694
English,7318
Japanese,34591
German,20870
Bengali,152413
Portuguese,113295
English,62088
Arabic,53457
German,150575
English,101408
Spanish,2763
Russian,155545
Mandarin,103136
Arabic,90740
Spanish,90299
Afrikaans,26909
Arabic,76315
English,138430
English,13911
English,99429
German,45244
Spanish,111865
Polish,4819
Nigerian,119441
Estonian,15395
Bulgarian,76772
Spanish,157137
Japanese,36851
English,112753
Spanish,136708
Mandarin,27788
Spanish,54596
English,83144
German,171572
English,77734
English,47548
English,98798
German,67191
English,54657
Spanish,12591
Czech,146122
Portuguese,85006
Spanish,30240
Spanish,147551
Icelandic,127347
Portuguese,128063
Mongolian,158732
English,106954
Finnish,6402
Portuguese,32090
English,124368
Estonian,15070
Italian,17268
French,49972
Mandarin,142238
Mandarin,138694
German,21569
French,78380
French,41364
Georgian,113194
English,146603
Portuguese,146852
English,167701
English,87574
Portuguese,36885
Spanish,98118
English,64869
Croatian,73545
English,129758
English,51273
Italian,90309
Estonian,152198
Spanish,95486
Spanish,124394
Mandarin,7942
English,9524
Bengali,127330
Spanish,12573
Hindi,73878
Mandarin,15443
English,131542
Arabic,136734
Arabic,118167
Uzbek,1997
Assyrian,152263
Dutch,12933
English,156767
Urdu,147006
Portuguese,117152
Spanish,3899
Spanish,24582
French,15259
English,165472
Mandarin,154053
German,66554
Spanish,99606
Spanish,55843
Sundanese,23822
Lithuanian,163132
Russian,141585
Japanese,83912
Azerbaijani,45582
English,51002
German,28659
Russian,54516
Japanese,125164
English,32760
Portuguese,125479
English,93434
Spanish,135158
French,123752
Afrikaans,89347
Spanish,108698
Korean,149218
German,163963
Spanish,29690
Swahili,22537
French,17250
English,55284
Maltese,31647
Spanish,154703
French,122964
Estonian,17919
English,42806
Lithuanian,13673
English,147639
Spanish,75202
Portuguese,23898
English,91328
English,70323
English,20990
Spanish,81417
English,145542
Malay,89602
English,91336
Hebrew,30267
Shanghainese,124
French,148878
Spanish,112049
Hindi,50484
Hungarian,57664
German,47262
Korean,13152
Mandarin,119995
Spanish,158220
English,158803
Georgian,124266
Spanish,92903
Catalan,61789
Portuguese,31635
English,114783
Spanish,148175
Georgian,155049
Mandarin,117728
Mandarin,32070
English,146190
Hindi,5968
Hindi,130676
Italian,74369
Italian,145115
French,116119
Russian,85053
Hindi,68723
Bengali,170594
Japanese,80270
Macedonian,165663
English,162864
Italian,45393
English,155147
Hebrew,64291
English,89576
Russian,101314
English,162691
French,108650
Arabic,64207
Arabic,92047
English,88204
English,129209
German,102383
Spanish,100134
English,73464
Spanish,125540
English,96453
Polish,13910
Spanish,125167
Arabic,166978
Kazakh,84302
English,164115
English,72316
Spanish,165447
Spanish,93564
English,145783
English,127900
Korean,77889
Spanish,27914
French,145311
Japanese,169061
German,57447
English,121821
Thai,85667
French,113440
German,72206
French,171285
Hindi,138975
Yiddish,165735
Spanish,113625
Basque,122369
German,77342
Korean,103129
English,1757
Portuguese,9
Spanish,40574
Spanish,11374
Italian,168132
Hindi,113443
English,47678
Russian,34782
Basque,76777
German,128432
English,108207
Japanese,24438
English,54035
Italian,141438
Russian,61509
English,167478
Japanese,113253
English,105985
Mandarin,162644
Thai,88968
Hebrew,35727
Greek,82196
English,126881
Vietnamese,32855
French,27644
English,29521
Bengali,86660
English,104265
English,5890
Spanish,36800
Spanish,70663
Turkish,53696
Portuguese,10866
Spanish,85570
Spanish,134519
Spanish,67873
Spanish,75451
Mandarin,78437
Russian,122992
Dutch,116501
French,95203
Spanish,100905
Spanish,102365
Italian,104015
Kazakh,140968
Japanese,94575
Mandarin,98867
French,68546
Arabic,68673
French,169368
Spanish,37255
English,160581
Hebrew,6419
French,101872
Portuguese,23373
Mandarin,77689
Spanish,43217
English,79682
English,166881
Spanish,14166
German,90104
German,14650
English,151294
Spanish,68863
English,150140
English,22866
Afrikaans,157557
French,1150
Swahili,128151
French,161236
Arabic,123983
Belorussian,22563
Montenegrin,6060
English,163967
English,99924
Arabic,87431
English,34381
German,155142
English,17560
Slovak,67961
Ukrainian,86311
Spanish,152491
French,28686
English,50631
English,115515
Hindi,19983
Korean,55522
French,38216
Italian,123049
Icelandic,154713
Polish,74359
English,86919
German,155924
English,123155
Bosnian,159531
Mandarin,82528
Italian,110035
French,44754
English,5094
Bengali,116129
Turkish,86792
English,67957
Kosovan,105723
Spanish,61110
English,76933
German,136227
Spanish,57789
Japanese,19796
Korean,26508
Spanish,91707
Bengali,121337
Italian,48463
German,153596
Arabic,25109
Bengali,20884
English,136019
French,45176
English,156954
Arabic,95482
Bengali,20209
English,168192
Serbian,137584
Arabic,132518
Russian,151514
Arabic,25793
English,99290
Spanish,14486
French,59573
Spanish,7561
English,132688
Spanish,140396
German,143928
French,69059
Spanish,5501
French,22175
Turkish,98375
Spanish,112412
English,22723
English,27502
Mandarin,116014
English,977
Finnish,170749
English,153121
Japanese,132150
French,18532
Bosnian,161772
English,153630
English,154453
Finnish,170186
English,52888
Hindi,129936
Polish,37773
Spanish,7575
English,110826
Somali,67349
English,138841
Afrikaans,151827
Georgian,104876
German,169288
Japanese,128974
English,40908
German,67101
Russian,61408
Mandarin,38012
French,77912
Catalan,75897
French,28264
Serbian,65757
Dutch,122528
Spanish,113007
English,140223
Bengali,153164
Danish,132287
German,99813
English,2785
Maltese,27596
Portuguese,28575
Hindi,139978
English,142663
English,103439
Greek,30901
Japanese,4021
Spanish,88919
Hindi,137525
English,96136
Italian,101284
English,59694
Afrikaans,80498
English,21482
German,169301
Hindi,22339
English,94868
Greek,56710
Russian,38862
English,53271
English,110318
Arabic,14224
Spanish,112766
French,157995
Kurdish,103771
Mandarin,10106
German,62780
English,49729
French,30234
English,38933
German,78756
Estonian,66341
Spanish,115483
Moldavan,54452
French,160952
Hungarian,81728
Taiwanese,67332
French,103612
English,117267
Portuguese,45181
German,84114
Catalan,110531
Spanish,62118
Mandarin,169460
Portuguese,40688
Assyrian,75207
Japanese,15399
Hindi,117796
Indonesian,58968
Yiddish,119839
English,122226
Polish,117916
Bengali,16765
English,37939
Hungarian,145092
Spanish,32781
English,11091
Spanish,93258
English,126776
English,163802
Mandarin,11193
Italian,91139
English,26252
Bengali,155104
Bengali,147903
Japanese,23160
Turkish,31415
Afrikaans,156827
English,69240
English,49057
Hungarian,162169
French,30520
Greek,37359
English,144582
Norwegian,155214
English,137316
Spanish,71668
German,159511
Vietnamese,167290
English,139961
Japanese,83397
English,147785
German,93369
English,54506
French,81198
Hungarian,29589
Spanish,11631
Kyrgyz,138414
Spanish,91622
German,120957
Mandarin,137722
Italian,123999
Macedonian,89557
Japanese,57061
Spanish,98374
French,74946
English,82073
Danish,92077
English,124403
Spanish,36833
English,135048
Lithuanian,40545
English,158684
English,22424
English,58614
Mandarin,88717
English,42806
Hindi,90643
Catalan,48089
Spanish,97627
Maltese,12867
French,34665
Bengali,122659
Yiddish,159139
Polish,133482
Bengali,16865
Uzbek,31522
Hebrew,70598
Portuguese,7765
Spanish,134764
English,122331
French,171547
English,98288
Bengali,67647
Portuguese,168716
German,22749
English,63600
Mandarin,157597
Hindi,73772
English,84214
Spanish,45864
Japanese,101240
Vietnamese,8858
Spanish,58663
Hebrew,35119
Spanish,107883
German,123444
Spanish,67947
English,44837
Moldavan,11989
Korean,128383
English,62967
Bengali,158629
English,69303
Bengali,73397
Spanish,165827
Spanish,58108
English,109254
Italian,75326
English,41883
Mandarin,1064
Italian,138677
Italian,157444
Korean,131110
Moldavan,137293
Czech,92570
Spanish,142585
Arabic,92767
English,22627
Dutch,66093
Russian,115293
English,119077
Russian,92577
Russian,103100
Indonesian,56100
English,102197
English,89579
Bengali,49384
Spanish,41415
Hindi,160346
Bulgarian,76340
French,44367
Spanish,123054
Russian,48047
English,139255
English,137491
English,35483
Estonian,4147
Mandarin,154605
Bosnian,117225
Spanish,59066
Hindi,43717
German,56155
German,16523
French,123929
English,110868
English,160345
English,149515
Thai,155948
English,70572
Nigerian,58879
Russian,147807
German,71265
Hungarian,159896
Thai,91895
Assyrian,128654
Mandarin,105724
German,165913
English,120119
Italian,9814
Italian,120351
Italian,29057
Norwegian,33022
German,133110
Georgian,32579
Japanese,28429
Turkish,53042
Portuguese,20127
Portuguese,139992
Russian,171423
English,121384
English,7693
Hindi,111389
English,142289
Spanish,154156
Spanish,52455
Korean,51759
English,55582
Estonian,73276
Kosovan,161710
English,71228
English,160973
German,72105
English,106205
Spanish,60876
Italian,22065
Spanish,135738
Japanese,165307
Mandarin,106153
Mandarin,129995
Russian,70065
Mandarin,82803
Russian,123700
English,5272
Greek,38736
German,82266
English,145384
Hindi,11474
German,103427
Mandarin,163464
English,169510
Estonian,103763
Portuguese,12844
Norwegian,50792
Polish,15136
Norwegian,56535
Mandarin,79136
Belorussian,33037
Hindi,88553
Portuguese,82984
Georgian,86548
English,164430
Mandarin,65943
Hindi,101449
Portuguese,162326
German,1690
Afrikaans,96465
German,112368
German,109115
French,102256
English,167507
Spanish,163570
English,71628
English,151268
English,55740
Spanish,55438
Serbian,149627
Catalan,53015
Hebrew,155151
Hindi,127188
Bengali,107649
Japanese,77610
English,36176
English,33380
English,111850
Japanese,14953
Azerbaijani,74211
Bengali,168411
Swahili,7580
Korean,12772
Spanish,133303
English,67066
English,6483
French,102053
Russian,108688
Italian,171151
French,23256
English,130123
Spanish,25527
German,15800
Hindi,62743
Nigerian,12408
Japanese,60219
English,122489
English,21165
English,99388
Russian,74365
Turkish,77280
Japanese,127503
English,117930
Russian,34342
Arabic,38833
Mandarin,49104
English,88711
Turkish,69922
Hindi,150816
Spanish,85820
German,140694
Catalan,7518
Spanish,95511
Dutch,36541
Azerbaijani,133958
French,56617
English,79020
Japanese,135549
Bengali,21714
Spanish,482
English,93031
Dutch,73634
English,28867
Thai,18555
German,71505
English,38809
Spanish,21709
English,74730
English,112696
English,99979
Hungarian,12902
Italian,75951
Swedish,48815
Spanish,55692
English,164268
French,140478
English,116031
German,16091
Mandarin,19803
Spanish,7249
French,66068
Hebrew,23265
Spanish,2034
Japanese,50666
English,100430
German,42373
English,20913
Russian,116540
English,19023
Italian,108045
Spanish,60086
English,98075
Portuguese,92492
Bengali,854
Hindi,150906
Dutch,39004
French,152638
French,97143
Bengali,76341
Kyrgyz,72803
Nigerian,117432
Spanish,67608
Dutch,6552
Russian,109949
Hindi,56827
Russian,114365
Hungarian,105890
French,105192
English,38163
Bengali,143009
Spanish,170574
Hindi,18059
Korean,85653
Mandarin,171119
English,39577
French,30993
Portuguese,32842
Italian,136123
English,108086
English,61797
Kyrgyz,163057
English,49788
Belorussian,171764
English,11985
French,135364
Arabic,102765
Italian,51775
English,103727
Arabic,71064
Arabic,5551
Hindi,138619
Urdu,88675
English,165790
Dutch,67013
Arabic,96798
English,25277
Spanish,114528
Polish,7841
Hebrew,8874
Italian,42813
Mandarin,68479
Basque,145847
German,54766
Belorussian,35994
English,77313
English,31726
Spanish,94661
Turkish,62025
Korean,171428
Serbian,102700
Spanish,170379
Japanese,126012
French,58334
Turkish,109897
Norwegian,152421
Hindi,60910
English,928
French,89803
Korean,16332
French,13319
Russian,56004
Danish,113121
Hindi,110164
English,146186
English,7793
Kosovan,108176
Georgian,136928
German,79431
Czech,123628
English,163185
Spanish,110964
English,69291
English,104978
English,156994
English,90387
Spanish,55251
Spanish,79840
Mandarin,28880
Ukrainian,103729
Spanish,567
French,43419
French,161542
Spanish,9169
English,39656
Assyrian,126669
Polish,124003
Ukrainian,168135
Spanish,70253
Mandarin,16460
Bosnian,9888
English,66017
German,52530
Portuguese,68694
French,100041
Italian,76957
Montenegrin,53523
German,168163
Hindi,155144
Hindi,31154
Latvian,127189
English,46271
German,158270
Italian,20004
Bosnian,57662
Italian,167653
Hindi,51362
English,43346
German,73230
German,108393
French,66912
Portuguese,15778
Polish,153520
English,23866
English,5813
Bosnian,118291
English,16261
English,20928
Dutch,11007
Indonesian,83541
French,131474
Italian,157008
German,64153
Georgian,150838
Spanish,131119
Mandarin,28235
Mandarin,64295
Hindi,72654
Dutch,120149
Japanese,47998
Spanish,1950
Spanish,11765
Korean,137869
French,134522
English,171713
English,129745
Cakchiquel,149519
German,41686
Russian,121861
French,143602
Spanish,81674
English,111932
French,150670
German,107834
Japanese,81614
Chavacano,92006
English,57623
Urdu,26756
English,21267
German,162238
English,167620
Japanese,33354
Bengali,160040
Bengali,67658
English,78077
Hindi,137989
Russian,36578
Japanese,29899
English,94674
Korean,55790
Bengali,101107
Serbian,147816
Nepali,9847
English,129463
English,140649
English,21915
Uzbek,6528
English,147166
Hungarian,84230
Arabic,59201
German,141178
Ukrainian,164177
Belorussian,1659
English,14412
English,54204
English,130718
English,147016
Polish,33161
Hindi,147122
English,73078
Spanish,56387
Mandarin,159174
Spanish,9385
Shanghainese,30287
English,106498
English,156626
Danish,76341
Spanish,31573
Mandarin,86455
Swedish,108211
German,3970
German,107132
Mandarin,65571
French,7183
English,130159
English,87846
Spanish,63555
English,8735
English,142149
Turkish,156044
Hebrew,29428
Greek,75365
German,62427
Arabic,30437
Japanese,31369
Portuguese,159263
Georgian,7141
Spanish,103872
Estonian,91551
German,75914
English,88519
English,164354
English,44349
Japanese,86242
French,132808
Bengali,41365
French,163358
Hindi,113391
French,129592
English,164117
Russian,147185
English,103805
German,125767
Jakartanese,30355
Japanese,6979
Arabic,81206
English,43908
Spanish,169299
Montenegrin,113440
English,80288
English,29528
German,11460
Mandarin,129912
Yiddish,26893
English,88928
Bengali,71063
French,147247
Spanish,21720
Spanish,7519
English,154554
Slovak,109226
Spanish,22111
Spanish,94394
English,73577
Portuguese,127620
English,86456
Kyrgyz,105218
Indonesian,99839
Spanish,75874
Hindi,160882
Mandarin,68243
Kosovan,31223
English,129778
Italian,169938
French,163153
English,82500
Yiddish,78201
Japanese,8446
English,110927
Russian,109693
Mandarin,110065
Turkish,113034
Norwegian,171161
Croatian,114505
English,39523
Bengali,47027
Spanish,22716
Mandarin,110036
English,10645
Japanese,39450
French,124924
English,143959
