routeID,destination_airportID,departure_airportID,distance,minimum_petrol,time
7654,3149,2916,NULL,NULL,NULL
7655,1937,2916,NULL,NULL,NULL
7656,575,2916,NULL,NULL,NULL
7657,2093,2916,NULL,NULL,NULL
7658,3173,2916,NULL,NULL,NULL
7659,2966,2916,NULL,NULL,NULL
7660,5453,2916,NULL,NULL,NULL
7661,2884,2916,NULL,NULL,NULL
7662,5458,2916,NULL,NULL,NULL
7663,2265,2916,NULL,NULL,NULL
7664,3214,2916,NULL,NULL,NULL
7665,5454,2916,NULL,NULL,NULL
7666,2190,2916,NULL,NULL,NULL
7667,3022,2916,NULL,NULL,NULL
7668,3244,2916,NULL,NULL,NULL
7669,5110,2916,NULL,NULL,NULL
7670,3222,2916,NULL,NULL,NULL
7671,2101,2916,NULL,NULL,NULL
7672,1515,2916,NULL,NULL,NULL
7673,5468,2916,NULL,NULL,NULL
7674,337,2916,NULL,NULL,NULL
7675,2207,2916,NULL,NULL,NULL
7676,6073,2916,NULL,NULL,NULL
7677,3025,2916,NULL,NULL,NULL
7678,3012,2916,NULL,NULL,NULL
7679,2258,2916,NULL,NULL,NULL
7680,5206,2916,NULL,NULL,NULL
7681,796,2916,NULL,NULL,NULL
7682,2777,2916,NULL,NULL,NULL
7683,5465,2916,NULL,NULL,NULL
7684,5455,2916,NULL,NULL,NULL
7685,2979,2916,NULL,NULL,NULL
7686,2991,2916,NULL,NULL,NULL
7687,1485,2916,NULL,NULL,NULL
7688,1895,2916,NULL,NULL,NULL
7689,5470,2916,NULL,NULL,NULL
7690,3224,2916,NULL,NULL,NULL
7691,5471,2916,NULL,NULL,NULL
7692,2277,2916,NULL,NULL,NULL
7693,3117,2916,NULL,NULL,NULL
7694,3158,2916,NULL,NULL,NULL
7695,2013,2916,NULL,NULL,NULL
7696,3029,2916,NULL,NULL,NULL
7697,5474,2916,NULL,NULL,NULL
7698,3211,2916,NULL,NULL,NULL
7699,6019,2916,NULL,NULL,NULL
7700,5473,2916,NULL,NULL,NULL
7701,3010,2916,NULL,NULL,NULL
7702,2783,2916,NULL,NULL,NULL
7703,6311,2916,NULL,NULL,NULL
7704,5462,2916,NULL,NULL,NULL
7705,5466,2916,NULL,NULL,NULL
7706,6273,2916,NULL,NULL,NULL
7707,6079,2916,NULL,NULL,NULL
7708,6127,2916,NULL,NULL,NULL
7709,2840,2918,NULL,NULL,NULL
7710,2855,2918,NULL,NULL,NULL
7711,2840,2919,NULL,NULL,NULL
7712,2932,2919,NULL,NULL,NULL
7713,2932,2920,NULL,NULL,NULL
7714,2932,2923,NULL,NULL,NULL
7715,2884,2923,NULL,NULL,NULL
7716,2918,2923,NULL,NULL,NULL
7717,2840,2923,NULL,NULL,NULL
7718,2961,2923,NULL,NULL,NULL
7719,2932,2924,NULL,NULL,NULL
7720,2840,2928,NULL,NULL,NULL
7721,2932,2928,NULL,NULL,NULL
7722,2932,2929,NULL,NULL,NULL
7723,2932,2931,NULL,NULL,NULL
7724,2944,2931,NULL,NULL,NULL
7725,1979,2932,NULL,NULL,NULL
7726,1981,2932,NULL,NULL,NULL
7727,2837,2932,NULL,NULL,NULL
7728,2883,2932,NULL,NULL,NULL
7729,2844,2932,NULL,NULL,NULL
7730,3173,2932,NULL,NULL,NULL
7731,2966,2932,NULL,NULL,NULL
7732,2840,2932,NULL,NULL,NULL
7733,2884,2932,NULL,NULL,NULL
7734,2970,2932,NULL,NULL,NULL
7735,2971,2932,NULL,NULL,NULL
7736,2896,2932,NULL,NULL,NULL
7737,2101,2932,NULL,NULL,NULL
7738,3996,2932,NULL,NULL,NULL
7739,2850,2932,NULL,NULL,NULL
7740,5206,2932,NULL,NULL,NULL
7741,2851,2932,NULL,NULL,NULL
7742,2881,2932,NULL,NULL,NULL
7743,2939,2932,NULL,NULL,NULL
7744,2902,2932,NULL,NULL,NULL
7745,2961,2932,NULL,NULL,NULL
7746,2944,2932,NULL,NULL,NULL
7747,2979,2932,NULL,NULL,NULL
7748,2858,2932,NULL,NULL,NULL
7749,2900,2932,NULL,NULL,NULL
7750,2860,2932,NULL,NULL,NULL
7751,2863,2932,NULL,NULL,NULL
7752,2950,2932,NULL,NULL,NULL
7753,2923,2932,NULL,NULL,NULL
7754,2823,2932,NULL,NULL,NULL
7755,2920,2932,NULL,NULL,NULL
7756,2093,2932,NULL,NULL,NULL
7757,2845,2932,NULL,NULL,NULL
7758,300,2932,NULL,NULL,NULL
7759,2915,2932,NULL,NULL,NULL
7760,2931,2932,NULL,NULL,NULL
7761,1995,2932,NULL,NULL,NULL
7762,5110,2932,NULL,NULL,NULL
7763,4204,2932,NULL,NULL,NULL
7764,2916,2932,NULL,NULL,NULL
7765,2928,2932,NULL,NULL,NULL
7766,2943,2932,NULL,NULL,NULL
7767,2937,2932,NULL,NULL,NULL
7768,2936,2932,NULL,NULL,NULL
7769,3113,2932,NULL,NULL,NULL
7770,503,2932,NULL,NULL,NULL
7771,3125,2932,NULL,NULL,NULL
7772,2866,2932,NULL,NULL,NULL
7773,1347,2932,NULL,NULL,NULL
7774,1083,2932,NULL,NULL,NULL
7775,1988,2932,NULL,NULL,NULL
7776,466,2932,NULL,NULL,NULL
7777,2867,2932,NULL,NULL,NULL
7778,4216,2932,NULL,NULL,NULL
7779,337,2932,NULL,NULL,NULL
7780,3213,2932,NULL,NULL,NULL
7781,5426,2932,NULL,NULL,NULL
7782,2919,2932,NULL,NULL,NULL
7783,2839,2932,NULL,NULL,NULL
7784,2003,2932,NULL,NULL,NULL
7785,5872,2932,NULL,NULL,NULL
7786,2852,2932,NULL,NULL,NULL
7787,2929,2932,NULL,NULL,NULL
7788,2924,2932,NULL,NULL,NULL
7789,2942,2932,NULL,NULL,NULL
7790,2107,2932,NULL,NULL,NULL
7791,3147,2932,NULL,NULL,NULL
7792,874,2932,NULL,NULL,NULL
7793,343,2932,NULL,NULL,NULL
7794,2182,2932,NULL,NULL,NULL
7795,5905,2932,NULL,NULL,NULL
7796,5486,2932,NULL,NULL,NULL
7797,2013,2932,NULL,NULL,NULL
7798,2865,2932,NULL,NULL,NULL
7799,3166,2932,NULL,NULL,NULL
7800,1572,2932,NULL,NULL,NULL
7801,2905,2932,NULL,NULL,NULL
7802,1634,2932,NULL,NULL,NULL
7803,418,2932,NULL,NULL,NULL
7804,1515,2932,NULL,NULL,NULL
7805,2179,2932,NULL,NULL,NULL
7806,5449,2932,NULL,NULL,NULL
7807,5453,2932,NULL,NULL,NULL
7808,2840,2933,NULL,NULL,NULL
7809,2840,2936,NULL,NULL,NULL
7810,2932,2936,NULL,NULL,NULL
7811,2837,2937,NULL,NULL,NULL
7812,2966,2937,NULL,NULL,NULL
7813,2840,2937,NULL,NULL,NULL
7814,2884,2937,NULL,NULL,NULL
7815,5206,2937,NULL,NULL,NULL
7816,2932,2937,NULL,NULL,NULL
7817,2932,2939,NULL,NULL,NULL
7818,2950,2939,NULL,NULL,NULL
7819,2943,2939,NULL,NULL,NULL
7820,2932,2942,NULL,NULL,NULL
7821,2932,2943,NULL,NULL,NULL
7822,2939,2943,NULL,NULL,NULL
7823,2950,2943,NULL,NULL,NULL
7824,2966,2944,NULL,NULL,NULL
7825,2840,2944,NULL,NULL,NULL
7826,2932,2944,NULL,NULL,NULL
7827,2900,2944,NULL,NULL,NULL
7828,2931,2944,NULL,NULL,NULL
7829,2840,2950,NULL,NULL,NULL
7830,2932,2950,NULL,NULL,NULL
7831,2939,2950,NULL,NULL,NULL
7832,2943,2950,NULL,NULL,NULL
7833,3173,2952,NULL,NULL,NULL
7834,3113,2957,NULL,NULL,NULL
7835,3281,2958,NULL,NULL,NULL
7836,2290,2958,NULL,NULL,NULL
7837,5486,2958,NULL,NULL,NULL
7838,3113,2958,NULL,NULL,NULL
7839,2169,2958,NULL,NULL,NULL
7840,2172,2958,NULL,NULL,NULL
7841,2179,2958,NULL,NULL,NULL
7842,2267,2958,NULL,NULL,NULL
7843,5458,2958,NULL,NULL,NULL
7844,5476,2958,NULL,NULL,NULL
7845,5478,2958,NULL,NULL,NULL
7846,5472,2958,NULL,NULL,NULL
7847,5469,2958,NULL,NULL,NULL
7848,5470,2958,NULL,NULL,NULL
7849,5471,2958,NULL,NULL,NULL
7850,5456,2958,NULL,NULL,NULL
7851,5449,2958,NULL,NULL,NULL
7852,5474,2958,NULL,NULL,NULL
7853,6079,2958,NULL,NULL,NULL
7854,5452,2958,NULL,NULL,NULL
7855,5459,2958,NULL,NULL,NULL
7856,5466,2958,NULL,NULL,NULL
7857,5468,2958,NULL,NULL,NULL
7858,6305,2958,NULL,NULL,NULL
7859,2915,2961,NULL,NULL,NULL
7860,2932,2961,NULL,NULL,NULL
7861,2840,2961,NULL,NULL,NULL
7862,2884,2961,NULL,NULL,NULL
7863,2923,2961,NULL,NULL,NULL
7864,5478,2961,NULL,NULL,NULL
7865,6056,2961,NULL,NULL,NULL
7866,5453,2961,NULL,NULL,NULL
7867,2971,2965,NULL,NULL,NULL
7868,2837,2966,NULL,NULL,NULL
7869,2883,2966,NULL,NULL,NULL
7870,2840,2966,NULL,NULL,NULL
7871,2884,2966,NULL,NULL,NULL
7872,2971,2966,NULL,NULL,NULL
7873,2932,2966,NULL,NULL,NULL
7874,3996,2966,NULL,NULL,NULL
7875,2850,2966,NULL,NULL,NULL
7876,5206,2966,NULL,NULL,NULL
7877,2937,2966,NULL,NULL,NULL
7878,2944,2966,NULL,NULL,NULL
7879,2979,2966,NULL,NULL,NULL
7880,2858,2966,NULL,NULL,NULL
7881,2860,2966,NULL,NULL,NULL
7882,2988,2966,NULL,NULL,NULL
7883,2905,2966,NULL,NULL,NULL
7884,2093,2966,NULL,NULL,NULL
7885,2970,2966,NULL,NULL,NULL
7886,2851,2966,NULL,NULL,NULL
7887,2978,2966,NULL,NULL,NULL
7888,3113,2966,NULL,NULL,NULL
7889,503,2966,NULL,NULL,NULL
7890,1347,2966,NULL,NULL,NULL
7891,337,2966,NULL,NULL,NULL
7892,2916,2966,NULL,NULL,NULL
7893,5206,2969,NULL,NULL,NULL
7894,2840,2970,NULL,NULL,NULL
7895,2932,2970,NULL,NULL,NULL
7896,2979,2970,NULL,NULL,NULL
7897,2966,2970,NULL,NULL,NULL
7898,2972,2970,NULL,NULL,NULL
7899,2966,2971,NULL,NULL,NULL
7900,2840,2971,NULL,NULL,NULL
7901,2932,2971,NULL,NULL,NULL
7902,2101,2971,NULL,NULL,NULL
7903,5206,2971,NULL,NULL,NULL
7904,2979,2971,NULL,NULL,NULL
7905,2988,2971,NULL,NULL,NULL
7906,2093,2971,NULL,NULL,NULL
7907,1995,2971,NULL,NULL,NULL
7908,5110,2971,NULL,NULL,NULL
7909,2107,2971,NULL,NULL,NULL
7910,2104,2971,NULL,NULL,NULL
7911,2965,2971,NULL,NULL,NULL
7912,2972,2971,NULL,NULL,NULL
7913,3113,2971,NULL,NULL,NULL
7914,2093,2972,NULL,NULL,NULL
7915,2840,2972,NULL,NULL,NULL
7916,2970,2972,NULL,NULL,NULL
7917,2971,2972,NULL,NULL,NULL
7918,2101,2972,NULL,NULL,NULL
7919,2003,2972,NULL,NULL,NULL
7920,2013,2972,NULL,NULL,NULL
7921,2104,2972,NULL,NULL,NULL
7922,2979,2977,NULL,NULL,NULL
7923,2966,2978,NULL,NULL,NULL
7924,2840,2978,NULL,NULL,NULL
7925,2101,2978,NULL,NULL,NULL
7926,2837,2979,NULL,NULL,NULL
7927,2966,2979,NULL,NULL,NULL
7928,2840,2979,NULL,NULL,NULL
7929,2884,2979,NULL,NULL,NULL
7930,2970,2979,NULL,NULL,NULL
7931,2971,2979,NULL,NULL,NULL
7932,2932,2979,NULL,NULL,NULL
7933,2101,2979,NULL,NULL,NULL
7934,5206,2979,NULL,NULL,NULL
7935,2860,2979,NULL,NULL,NULL
7936,3125,2979,NULL,NULL,NULL
7937,2988,2979,NULL,NULL,NULL
7938,2905,2979,NULL,NULL,NULL
7939,2093,2979,NULL,NULL,NULL
7940,2850,2979,NULL,NULL,NULL
7941,2977,2979,NULL,NULL,NULL
7942,2981,2979,NULL,NULL,NULL
7943,3113,2979,NULL,NULL,NULL
7944,2987,2979,NULL,NULL,NULL
7945,503,2979,NULL,NULL,NULL
7946,2867,2979,NULL,NULL,NULL
7947,337,2979,NULL,NULL,NULL
7948,2107,2979,NULL,NULL,NULL
7949,874,2979,NULL,NULL,NULL
7950,2104,2979,NULL,NULL,NULL
7951,2916,2979,NULL,NULL,NULL
7952,2884,2981,NULL,NULL,NULL
7953,2979,2981,NULL,NULL,NULL
7954,2932,2981,NULL,NULL,NULL
7955,5206,2983,NULL,NULL,NULL
7956,5206,2986,NULL,NULL,NULL
7957,2979,2987,NULL,NULL,NULL
7958,3113,2987,NULL,NULL,NULL
7959,2966,2988,NULL,NULL,NULL
7960,2840,2988,NULL,NULL,NULL
7961,2971,2988,NULL,NULL,NULL
7962,2101,2988,NULL,NULL,NULL
7963,2979,2988,NULL,NULL,NULL
7964,2093,2988,NULL,NULL,NULL
7965,1995,2988,NULL,NULL,NULL
7966,2107,2988,NULL,NULL,NULL
7967,2991,2988,NULL,NULL,NULL
7968,2013,2988,NULL,NULL,NULL
7969,2104,2988,NULL,NULL,NULL
7970,2988,2991,NULL,NULL,NULL
7971,2093,2991,NULL,NULL,NULL
7972,2867,2991,NULL,NULL,NULL
7973,498,2991,NULL,NULL,NULL
7974,2916,2991,NULL,NULL,NULL
7975,5453,2991,NULL,NULL,NULL
7976,3113,2992,NULL,NULL,NULL
7977,3173,3007,NULL,NULL,NULL
7978,3113,3007,NULL,NULL,NULL
7979,2916,3010,NULL,NULL,NULL
7980,3125,3012,NULL,NULL,NULL
7981,5476,3012,NULL,NULL,NULL
7982,5478,3012,NULL,NULL,NULL
7983,2290,3012,NULL,NULL,NULL
7984,3173,3012,NULL,NULL,NULL
7985,3213,3012,NULL,NULL,NULL
7986,5486,3012,NULL,NULL,NULL
7987,2093,3012,NULL,NULL,NULL
7988,3113,3012,NULL,NULL,NULL
7989,5449,3012,NULL,NULL,NULL
7990,2916,3012,NULL,NULL,NULL
7991,5453,3012,NULL,NULL,NULL
7992,5477,3012,NULL,NULL,NULL
7993,5457,3012,NULL,NULL,NULL
7994,3113,3014,NULL,NULL,NULL
7995,3025,3022,NULL,NULL,NULL
7996,3029,3022,NULL,NULL,NULL
7997,2916,3022,NULL,NULL,NULL
7998,5453,3022,NULL,NULL,NULL
7999,2290,3025,NULL,NULL,NULL
8000,2182,3025,NULL,NULL,NULL
8001,2172,3025,NULL,NULL,NULL
8002,1347,3025,NULL,NULL,NULL
8003,2876,3025,NULL,NULL,NULL
8004,3113,3025,NULL,NULL,NULL
8005,337,3025,NULL,NULL,NULL
8006,2169,3025,NULL,NULL,NULL
8007,3022,3025,NULL,NULL,NULL
8008,3029,3025,NULL,NULL,NULL
8009,2179,3025,NULL,NULL,NULL
8010,2916,3025,NULL,NULL,NULL
8011,5453,3025,NULL,NULL,NULL
8012,5449,3025,NULL,NULL,NULL
8013,3029,3028,NULL,NULL,NULL
8014,3125,3029,NULL,NULL,NULL
8015,5456,3029,NULL,NULL,NULL
8016,2290,3029,NULL,NULL,NULL
8017,2182,3029,NULL,NULL,NULL
8018,2172,3029,NULL,NULL,NULL
8019,1347,3029,NULL,NULL,NULL
8020,3113,3029,NULL,NULL,NULL
8021,337,3029,NULL,NULL,NULL
8022,2169,3029,NULL,NULL,NULL
8023,4009,3029,NULL,NULL,NULL
8024,4011,3029,NULL,NULL,NULL
8025,3022,3029,NULL,NULL,NULL
8026,3025,3029,NULL,NULL,NULL
8027,4010,3029,NULL,NULL,NULL
8028,3028,3029,NULL,NULL,NULL
8029,4017,3029,NULL,NULL,NULL
8030,2179,3029,NULL,NULL,NULL
8031,5449,3029,NULL,NULL,NULL
8032,2916,3029,NULL,NULL,NULL
8033,3040,3032,NULL,NULL,NULL
8034,3055,3032,NULL,NULL,NULL
8035,3040,3034,NULL,NULL,NULL
8036,3055,3034,NULL,NULL,NULL
8037,3034,3040,NULL,NULL,NULL
8038,3032,3040,NULL,NULL,NULL
8039,3053,3040,NULL,NULL,NULL
8040,4020,3041,NULL,NULL,NULL
8041,4019,3041,NULL,NULL,NULL
8042,3055,3051,NULL,NULL,NULL
8043,3052,3051,NULL,NULL,NULL
8044,3051,3052,NULL,NULL,NULL
8045,3055,3052,NULL,NULL,NULL
8046,3040,3053,NULL,NULL,NULL
8047,3125,3055,NULL,NULL,NULL
8048,3051,3055,NULL,NULL,NULL
8049,3034,3055,NULL,NULL,NULL
8050,3032,3055,NULL,NULL,NULL
8051,3052,3055,NULL,NULL,NULL
8052,4019,3055,NULL,NULL,NULL
8053,3173,3055,NULL,NULL,NULL
8054,5453,3055,NULL,NULL,NULL
8055,3213,3055,NULL,NULL,NULL
8056,3113,3055,NULL,NULL,NULL
8057,2875,3055,NULL,NULL,NULL
8058,2884,3055,NULL,NULL,NULL
8059,2915,3055,NULL,NULL,NULL
8060,5465,3055,NULL,NULL,NULL
8061,5449,3055,NULL,NULL,NULL
8062,2179,3055,NULL,NULL,NULL
8063,3113,3056,NULL,NULL,NULL
8064,3077,3076,NULL,NULL,NULL
8065,3113,3076,NULL,NULL,NULL
8066,3083,3077,NULL,NULL,NULL
8067,3076,3077,NULL,NULL,NULL
8068,3112,3077,NULL,NULL,NULL
8069,3107,3077,NULL,NULL,NULL
8070,3113,3077,NULL,NULL,NULL
8071,3114,3077,NULL,NULL,NULL
8072,3080,3077,NULL,NULL,NULL
8073,3117,3077,NULL,NULL,NULL
8074,3081,3077,NULL,NULL,NULL
8075,3125,3077,NULL,NULL,NULL
8076,3248,3077,NULL,NULL,NULL
8077,3083,3080,NULL,NULL,NULL
8078,3112,3080,NULL,NULL,NULL
8079,3077,3080,NULL,NULL,NULL
8080,3113,3080,NULL,NULL,NULL
8081,3117,3080,NULL,NULL,NULL
8082,3125,3080,NULL,NULL,NULL
8083,3116,3080,NULL,NULL,NULL
8084,3112,3081,NULL,NULL,NULL
8085,3077,3081,NULL,NULL,NULL
8086,3113,3081,NULL,NULL,NULL
8087,2290,3083,NULL,NULL,NULL
8088,5486,3083,NULL,NULL,NULL
8089,5453,3083,NULL,NULL,NULL
8090,3089,3083,NULL,NULL,NULL
8091,5469,3083,NULL,NULL,NULL
8092,2916,3083,NULL,NULL,NULL
8093,3112,3083,NULL,NULL,NULL
8094,3107,3083,NULL,NULL,NULL
8095,3077,3083,NULL,NULL,NULL
8096,3113,3083,NULL,NULL,NULL
8097,3080,3083,NULL,NULL,NULL
8098,3117,3083,NULL,NULL,NULL
8099,3282,3083,NULL,NULL,NULL
8100,3125,3083,NULL,NULL,NULL
8101,5457,3083,NULL,NULL,NULL
8102,2179,3083,NULL,NULL,NULL
8103,3085,3083,NULL,NULL,NULL
8104,3086,3083,NULL,NULL,NULL
8105,3113,3084,NULL,NULL,NULL
8106,3083,3085,NULL,NULL,NULL
8107,3112,3085,NULL,NULL,NULL
8108,3113,3085,NULL,NULL,NULL
8109,2290,3086,NULL,NULL,NULL
8110,3113,3086,NULL,NULL,NULL
8111,3083,3086,NULL,NULL,NULL
8112,3173,3086,NULL,NULL,NULL
8113,3089,3086,NULL,NULL,NULL
8114,4654,3086,NULL,NULL,NULL
8115,2916,3086,NULL,NULL,NULL
8116,2003,3086,NULL,NULL,NULL
8117,3147,3086,NULL,NULL,NULL
8118,3248,3086,NULL,NULL,NULL
8119,5486,3086,NULL,NULL,NULL
8120,3125,3086,NULL,NULL,NULL
8121,3211,3086,NULL,NULL,NULL
8122,3113,3087,NULL,NULL,NULL
8123,2290,3089,NULL,NULL,NULL
8124,3113,3089,NULL,NULL,NULL
8125,3083,3089,NULL,NULL,NULL
8126,2093,3089,NULL,NULL,NULL
8127,3086,3089,NULL,NULL,NULL
8128,2179,3089,NULL,NULL,NULL
8129,5466,3089,NULL,NULL,NULL
8130,2916,3089,NULL,NULL,NULL
8131,5453,3089,NULL,NULL,NULL
8132,5468,3089,NULL,NULL,NULL
8133,3113,3092,NULL,NULL,NULL
8134,3113,3100,NULL,NULL,NULL
8135,3113,3103,NULL,NULL,NULL
8136,3113,3105,NULL,NULL,NULL
8137,3083,3107,NULL,NULL,NULL
8138,3112,3107,NULL,NULL,NULL
8139,3077,3107,NULL,NULL,NULL
8140,3113,3107,NULL,NULL,NULL
8141,3125,3107,NULL,NULL,NULL
8142,3083,3112,NULL,NULL,NULL
8143,3107,3112,NULL,NULL,NULL
8144,3077,3112,NULL,NULL,NULL
8145,3113,3112,NULL,NULL,NULL
8146,3080,3112,NULL,NULL,NULL
8147,3117,3112,NULL,NULL,NULL
8148,3081,3112,NULL,NULL,NULL
8149,3085,3112,NULL,NULL,NULL
8150,3125,3113,NULL,NULL,NULL
8151,2915,3113,NULL,NULL,NULL
8152,2290,3113,NULL,NULL,NULL
8153,3055,3113,NULL,NULL,NULL
8154,2966,3113,NULL,NULL,NULL
8155,2840,3113,NULL,NULL,NULL
8156,2932,3113,NULL,NULL,NULL
8157,5206,3113,NULL,NULL,NULL
8158,2979,3113,NULL,NULL,NULL
8159,3173,3113,NULL,NULL,NULL
8160,1347,3113,NULL,NULL,NULL
8161,337,3113,NULL,NULL,NULL
8162,3114,3113,NULL,NULL,NULL
8163,503,3113,NULL,NULL,NULL
8164,2182,3113,NULL,NULL,NULL
8165,3117,3113,NULL,NULL,NULL
8166,575,3113,NULL,NULL,NULL
8167,3089,3113,NULL,NULL,NULL
8168,3105,3113,NULL,NULL,NULL
8169,3184,3113,NULL,NULL,NULL
8170,3083,3113,NULL,NULL,NULL
8171,3204,3113,NULL,NULL,NULL
8172,3103,3113,NULL,NULL,NULL
8173,3076,3113,NULL,NULL,NULL
8174,3086,3113,NULL,NULL,NULL
8175,5453,3113,NULL,NULL,NULL
8176,2884,3113,NULL,NULL,NULL
8177,3214,3113,NULL,NULL,NULL
8178,2971,3113,NULL,NULL,NULL
8179,2992,3113,NULL,NULL,NULL
8180,3222,3113,NULL,NULL,NULL
8181,3025,3113,NULL,NULL,NULL
8182,3014,3113,NULL,NULL,NULL
8183,2916,3113,NULL,NULL,NULL
8184,3012,3113,NULL,NULL,NULL
8185,3112,3113,NULL,NULL,NULL
8186,3186,3113,NULL,NULL,NULL
8187,3107,3113,NULL,NULL,NULL
8188,3007,3113,NULL,NULL,NULL
8189,3077,3113,NULL,NULL,NULL
8190,2312,3113,NULL,NULL,NULL
8191,5465,3113,NULL,NULL,NULL
8192,5455,3113,NULL,NULL,NULL
8193,3084,3113,NULL,NULL,NULL
8194,4772,3113,NULL,NULL,NULL
8195,2958,3113,NULL,NULL,NULL
8196,3080,3113,NULL,NULL,NULL
8197,5456,3113,NULL,NULL,NULL
8198,3092,3113,NULL,NULL,NULL
8199,3087,3113,NULL,NULL,NULL
8200,3100,3113,NULL,NULL,NULL
8201,2875,3113,NULL,NULL,NULL
8202,2876,3113,NULL,NULL,NULL
8203,3081,3113,NULL,NULL,NULL
8204,3282,3113,NULL,NULL,NULL
8205,3029,3113,NULL,NULL,NULL
8206,3212,3113,NULL,NULL,NULL
8207,3189,3113,NULL,NULL,NULL
8208,3211,3113,NULL,NULL,NULL
8209,5457,3113,NULL,NULL,NULL
8210,3116,3113,NULL,NULL,NULL
8211,2987,3113,NULL,NULL,NULL
8212,3085,3113,NULL,NULL,NULL
8213,3056,3113,NULL,NULL,NULL
8214,3239,3113,NULL,NULL,NULL
8215,2957,3113,NULL,NULL,NULL
8216,2093,3113,NULL,NULL,NULL
8217,2179,3113,NULL,NULL,NULL
8218,5468,3113,NULL,NULL,NULL
8219,5486,3113,NULL,NULL,NULL
8220,5466,3113,NULL,NULL,NULL
8221,3113,3114,NULL,NULL,NULL
8222,3077,3114,NULL,NULL,NULL
8223,3117,3114,NULL,NULL,NULL
8224,3125,3114,NULL,NULL,NULL
8225,3113,3116,NULL,NULL,NULL
8226,3080,3116,NULL,NULL,NULL
8227,3125,3116,NULL,NULL,NULL
8228,3125,3117,NULL,NULL,NULL
8229,3113,3117,NULL,NULL,NULL
8230,3083,3117,NULL,NULL,NULL
8231,3112,3117,NULL,NULL,NULL
8232,3077,3117,NULL,NULL,NULL
8233,3114,3117,NULL,NULL,NULL
8234,3080,3117,NULL,NULL,NULL
8235,2179,3117,NULL,NULL,NULL
8236,2916,3117,NULL,NULL,NULL
8237,3173,3125,NULL,NULL,NULL
8238,3238,3125,NULL,NULL,NULL
8239,6073,3125,NULL,NULL,NULL
8240,5469,3125,NULL,NULL,NULL
8241,2916,3125,NULL,NULL,NULL
8242,3012,3125,NULL,NULL,NULL
8243,3113,3125,NULL,NULL,NULL
8244,2290,3125,NULL,NULL,NULL
8245,3117,3125,NULL,NULL,NULL
8246,3158,3125,NULL,NULL,NULL
8247,2875,3125,NULL,NULL,NULL
8248,2876,3125,NULL,NULL,NULL
8249,3055,3125,NULL,NULL,NULL
8250,3029,3125,NULL,NULL,NULL
8251,6127,3125,NULL,NULL,NULL
8252,2179,3125,NULL,NULL,NULL
8253,3332,3125,NULL,NULL,NULL
8254,3281,3125,NULL,NULL,NULL
8255,2311,3125,NULL,NULL,NULL
8256,2979,3125,NULL,NULL,NULL
8257,5477,3125,NULL,NULL,NULL
8258,5486,3125,NULL,NULL,NULL
8259,2840,3125,NULL,NULL,NULL
8260,2932,3125,NULL,NULL,NULL
8261,2182,3125,NULL,NULL,NULL
8262,2093,3125,NULL,NULL,NULL
8263,3129,3125,NULL,NULL,NULL
8264,1347,3125,NULL,NULL,NULL
8265,2884,3125,NULL,NULL,NULL
8266,3213,3125,NULL,NULL,NULL
8267,3083,3125,NULL,NULL,NULL
8268,3107,3125,NULL,NULL,NULL
8269,3077,3125,NULL,NULL,NULL
8270,3114,3125,NULL,NULL,NULL
8271,3080,3125,NULL,NULL,NULL
8272,3116,3125,NULL,NULL,NULL
8273,418,3125,NULL,NULL,NULL
8274,503,3125,NULL,NULL,NULL
8275,3166,3125,NULL,NULL,NULL
8276,2915,3125,NULL,NULL,NULL
8277,3086,3125,NULL,NULL,NULL
8278,5478,3125,NULL,NULL,NULL
8279,5449,3125,NULL,NULL,NULL
8280,5457,3125,NULL,NULL,NULL
8281,2169,3125,NULL,NULL,NULL
8282,3211,3125,NULL,NULL,NULL
8283,2867,3125,NULL,NULL,NULL
8284,3166,3128,NULL,NULL,NULL
8285,3149,3129,NULL,NULL,NULL
8286,1937,3129,NULL,NULL,NULL
8287,3161,3129,NULL,NULL,NULL
8288,3131,3129,NULL,NULL,NULL
8289,3238,3129,NULL,NULL,NULL
8290,5560,3129,NULL,NULL,NULL
8291,3147,3129,NULL,NULL,NULL
8292,3158,3129,NULL,NULL,NULL
8293,3166,3129,NULL,NULL,NULL
8294,3138,3129,NULL,NULL,NULL
8295,3125,3129,NULL,NULL,NULL
8296,2916,3129,NULL,NULL,NULL
8297,2179,3129,NULL,NULL,NULL
8298,5,3129,NULL,NULL,NULL
8299,5453,3129,NULL,NULL,NULL
8300,3129,3131,NULL,NULL,NULL
8301,2916,3131,NULL,NULL,NULL
8302,4091,3131,NULL,NULL,NULL
8303,3129,3138,NULL,NULL,NULL
8304,5478,3147,NULL,NULL,NULL
8305,3149,3147,NULL,NULL,NULL
8306,3129,3147,NULL,NULL,NULL
8307,3161,3147,NULL,NULL,NULL
8308,5560,3147,NULL,NULL,NULL
8309,3158,3147,NULL,NULL,NULL
8310,3166,3147,NULL,NULL,NULL
8311,2932,3147,NULL,NULL,NULL
8312,2916,3147,NULL,NULL,NULL
8313,2093,3147,NULL,NULL,NULL
8314,3086,3147,NULL,NULL,NULL
8315,5486,3147,NULL,NULL,NULL
8316,5453,3147,NULL,NULL,NULL
8317,3129,3149,NULL,NULL,NULL
8318,3166,3149,NULL,NULL,NULL
8319,2916,3149,NULL,NULL,NULL
