airlineID,planeTypeID,starting_year,index,retirement_year,rent_airlineID
1868,87,1978,3,2004,
4296,75,1972,3,2000,
4319,113,2003,2,2022,
5209,13,1983,1,1991,
1966,17,2009,5,2058,
3320,13,1957,1,1966,
4687,13,1967,1,1976,
5188,231,1998,3,2026,
4951,75,2016,5,2062,
2604,170,1960,4,1997,
316,13,1968,2,1986,
4940,97,1954,4,1989,5209
2297,13,1965,1,1974,
1758,15,1974,5,2017,
130,13,2010,5,2058,
4296,75,1982,1,1992,2183
4608,17,1957,2,1973,
321,75,1988,5,2033,
241,75,2010,2,2026,
576,15,2011,1,2019,
3321,171,1961,2,1980,
5461,15,1979,3,2008,
6557,15,1973,2,1993,
3325,41,2000,1,2009,
5322,29,1959,5,2004,
5333,13,1998,4,2038,
5265,170,1982,5,2027,
1203,120,1995,2,2012,
4867,15,1963,1,1972,
3830,95,1992,2,2010,
1469,175,1961,1,1971,
5322,7,1972,2,1991,
162,15,1995,1,2004,
8463,7,1980,3,2006,
4670,38,1994,1,2002,
2468,15,2007,2,2024,4296
1073,175,1982,1,1990,
324,64,1996,1,2005,
2421,231,1952,1,1961,
3290,76,2017,5,2063,3090
3830,21,1996,3,2021,
24,64,1960,3,1986,
5265,92,1989,1,1999,
3320,171,2013,2,2031,
5265,182,1986,1,1996,
3026,70,2003,5,2047,
692,6,1972,4,2007,
2581,75,2002,2,2020,1797
1317,11,2018,1,2027,
5097,13,1958,5,2000,
2822,123,2007,4,2041,
2987,90,1952,4,1987,
3737,70,2009,5,2055,
5067,152,2008,3,2036,
13088,75,1999,2,2017,
4867,17,2019,2,2038,
2988,97,1956,1,1965,
4611,15,2002,3,2031,2183
4089,97,2017,3,2043,
1882,75,1954,4,1993,
1316,75,1968,5,2018,
3200,15,1966,4,2005,
4329,15,2020,5,2061,
2520,20,1959,2,1978,
2009,217,2009,3,2039,5209
2520,75,1962,2,1982,
2009,13,1990,1,1998,
4296,75,1973,3,1997,
5461,15,1980,2,1997,
5281,15,1953,5,2001,
1767,15,2008,3,2034,
1355,15,1970,4,2003,
1683,15,1964,4,2002,
218,13,1965,3,1989,
2009,20,1970,4,2005,
1347,15,2017,2,2034,5352
5813,6,2012,1,2021,
5265,75,1974,2,1992,
5209,13,2001,3,2029,
2990,71,2017,3,2043,
3321,29,1959,2,1975,
13983,171,2000,1,2008,
4296,75,1956,5,1998,1797
241,7,1982,5,2029,
1156,171,1956,2,1973,
1886,170,2012,3,2037,
2009,87,1962,5,2003,
179,113,1995,1,2003,
3776,15,2003,2,2020,
3754,19,1995,1,2003,
2604,170,1955,5,2003,
5309,17,1984,3,2013,
10122,64,1999,1,2008,
3320,17,1986,2,2004,
1767,13,1990,3,2018,
596,19,1978,1,1986,
3320,15,2002,2,2022,
1156,7,1988,5,2033,
3320,13,1999,5,2044,
5213,15,1968,1,1976,
3090,217,2019,4,2054,
4533,9,1997,2,2015,
4296,75,1986,5,2028,
5484,64,2011,5,2057,
3081,15,1967,3,1992,324
3378,147,2007,2,2027,
4611,13,1992,1,2001,
2548,13,2000,2,2019,
3830,17,2006,5,2052,
751,75,1978,4,2011,
10765,125,1955,4,1993,
96,15,1977,1,1987,
690,170,2013,3,2040,
4547,72,1996,3,2022,
3830,15,1994,1,2003,
2297,13,1993,4,2027,
5352,15,1959,3,1987,
1317,19,2001,4,2038,
4319,27,2011,1,2021,
324,75,2003,4,2042,
330,21,1955,5,1998,
2297,13,1954,2,1971,
241,7,1980,3,2007,
2421,167,1967,4,2006,
4533,21,1962,4,1999,
2421,152,2002,5,2042,
330,13,1951,1,1960,
751,75,2005,1,2013,
2439,13,2017,2,2034,
794,19,1981,3,2006,2183
1758,17,2010,5,2052,
3952,17,1974,1,1982,
1767,75,1985,4,2022,
4296,75,1969,4,2007,
3732,7,1953,2,1973,
751,75,2006,2,2025,
2222,15,1961,3,1990,
24,15,2008,2,2025,
4867,15,1979,4,2013,
407,74,1981,2,1998,
2822,166,1968,1,1977,
4936,15,1963,2,1980,
1758,64,1997,1,2005,
1663,90,1958,4,1995,
5325,15,2001,1,2010,324
4296,75,1952,4,1989,
2222,15,1956,5,1998,
2822,15,1986,2,2004,
197,170,1987,1,1996,
3329,152,2010,5,2053,
4867,15,1983,3,2010,
1006,170,2020,4,2055,
4319,13,1959,3,1987,
1608,183,1968,4,2007,
4599,75,1967,2,1985,
4609,64,1961,3,1989,
2547,74,1965,2,1984,
3392,170,2002,4,2039,
4296,75,1986,4,2023,
3290,76,1980,2,1997,
1758,64,1978,3,2008,
3378,21,2019,4,2058,
4296,75,2003,3,2032,
1166,13,1966,2,1982,
2923,186,2009,4,2045,
3329,152,1980,1,1990,
24,64,2013,5,2060,4296
4374,75,1997,3,2026,4296
1767,75,1970,4,2005,
130,13,1981,2,1999,
4533,15,1990,5,2033,
751,13,1990,4,2027,
2576,15,1979,2,1997,
866,75,1994,2,2012,
4951,15,1993,1,2003,
2757,54,1984,2,2002,
3320,21,1990,2,2008,
130,240,1960,3,1985,
2009,217,1967,2,1985,
3532,15,1971,2,1991,
5213,15,1970,5,2013,
214,75,1954,2,1970,
2143,15,1976,1,1986,
9809,75,1975,5,2018,
751,64,1982,2,2001,
4608,17,1964,2,1984,
502,183,1977,4,2012,
2009,217,2007,2,2024,
4311,71,1989,1,1997,
324,90,1979,3,2005,
4611,13,2002,4,2041,
4296,75,2018,5,2064,
4296,75,1959,4,1998,
19305,15,1996,1,2006,
1355,94,1967,2,1984,
4737,13,1999,4,2036,
2604,170,2003,3,2031,
692,6,1968,2,1985,
2009,13,1971,5,2013,
3320,15,1993,5,2038,
4750,13,1952,4,1984,
214,15,2007,5,2049,
151,59,1975,5,2017,
4547,70,1987,2,2005,
1006,15,2016,5,2065,
1316,74,2004,3,2030,
2297,15,2001,3,2029,
345,151,1988,2,2006,
2857,15,1982,4,2014,
5209,166,2020,5,2068,
5309,7,2011,2,2028,
4611,13,1954,5,1994,
12978,13,1975,4,2010,
4599,75,1955,3,1982,
3320,15,1955,2,1974,
2297,15,2011,2,2028,
4089,98,1965,1,1975,1797
24,122,1956,2,1976,3320
3210,103,1992,2,2009,
1767,17,1959,3,1986,
1316,59,1956,4,1989,
491,13,1983,5,2025,
24,64,1964,3,1990,
5213,13,1996,1,2005,
3926,15,1960,1,1970,
1401,15,2001,3,2025,
5213,15,2001,2,2018,
4296,75,1977,2,1996,
2850,15,2003,2,2020,
866,15,1954,4,1988,
1758,64,2003,1,2011,
4040,103,1954,2,1973,
751,75,2019,4,2057,
1767,15,2008,5,2055,
2604,170,1997,3,2022,
1813,17,2014,1,2023,
4089,98,2011,5,2053,
407,123,1952,1,1961,
2009,75,2003,1,2012,
2822,15,1989,3,2018,
2987,90,1981,1,1990,
2183,98,2010,2,2030,
2143,75,2013,2,2032,
2822,15,1962,4,2000,
4670,41,2018,4,2055,2183
3952,151,1950,5,1995,
5209,54,2019,4,2057,
3163,98,2000,1,2010,
2548,13,1950,1,1959,
1166,13,1954,4,1989,
9818,15,1970,5,2014,
2660,75,1991,4,2029,
778,64,1984,2,2003,
137,15,1998,1,2008,
2468,13,1950,4,1988,90
837,15,1954,4,1990,
5352,15,1962,3,1990,1797
4599,75,1956,4,1996,
24,182,2003,5,2048,
596,13,1981,5,2028,
13757,15,1959,3,1989,
15814,41,1953,1,1961,
3081,15,1989,3,2016,5352
4435,21,1990,1,1998,1797
9810,75,1978,5,2019,
4296,75,1951,3,1977,
321,170,2006,2,2025,
4296,75,2004,4,2039,
5325,15,1997,2,2017,
5213,13,1963,2,1982,
5265,181,1966,2,1985,
543,214,1982,5,2032,2009
330,94,1990,1,1998,
321,94,1991,5,2035,
491,152,2003,5,2050,
3090,64,1982,1,1991,
5434,75,1993,2,2010,
1316,59,1970,1,1979,
3378,147,1983,5,2024,1797
9541,175,1970,5,2017,
231,89,2008,2,2025,
1813,17,2016,1,2024,
2297,13,2016,1,2024,
5265,87,2020,1,2028,
1767,75,1982,1,1992,
4599,75,1973,3,2002,
1868,17,2016,4,2054,
2297,13,1987,3,2013,4296
751,17,1986,5,2032,
3532,17,2018,2,2035,
13088,5,2016,5,2062,
3532,17,1991,3,2015,90
321,217,1974,2,1993,
2297,13,2013,2,2032,
3290,6,2012,1,2021,
5360,187,2008,5,2050,
330,15,1993,2,2012,
13983,171,1988,5,2033,
5067,72,1987,3,2016,
1057,27,2013,2,2030,
2009,15,1966,3,1992,
1191,75,1961,3,1988,
2748,147,1961,5,2006,
241,75,2005,2,2024,
866,75,2014,1,2022,
2297,13,2012,2,2031,
4435,98,1961,5,2005,
5461,15,2004,3,2033,
4687,13,2019,4,2052,
2541,187,2004,5,2052,
2009,59,1957,5,2006,
218,21,1951,2,1970,
321,217,1976,2,1995,
1758,75,1997,4,2035,
5209,15,2010,1,2019,2822
2297,13,1991,3,2021,324
14849,175,1962,5,2012,
3378,7,1995,2,2014,
2822,15,1972,3,1998,
3290,76,1993,5,2036,
5309,7,1990,5,2033,
2922,214,1964,2,1981,2822
324,92,1977,3,2004,
4559,152,1982,3,2008,
3871,64,2012,4,2051,
2822,15,1992,3,2017,
66,243,1953,5,2000,4296
2117,116,1997,5,2044,
17885,15,1989,5,2036,24
1588,182,2017,4,2056,
4296,75,2011,1,2020,
595,13,1998,2,2017,
4089,152,1998,3,2024,
3871,6,1971,1,1980,
4296,75,1974,5,2021,
241,7,2019,4,2059,
1767,13,1953,4,1989,
66,245,1955,3,1981,
2009,218,1969,5,2011,
218,98,1980,1,1988,
15970,76,2011,2,2028,
137,49,1966,2,1985,
4304,13,2015,5,2063,
345,151,1957,5,2006,
2297,13,1969,1,1979,2009
3320,82,1950,2,1969,2822
1767,15,1979,5,2021,
4296,75,1985,4,2020,
4611,15,1984,3,2010,
5352,15,2011,1,2021,
1758,13,1981,3,2008,
4296,75,1999,4,2036,
12978,15,2014,3,2039,
2548,13,1969,5,2013,
1868,87,2016,1,2024,
2297,13,1965,5,2014,
1882,75,2013,5,2059,
5461,15,1959,2,1977,
2581,75,2002,2,2022,
1758,13,1977,5,2023,
5213,13,1951,3,1978,
214,17,1982,3,2008,
751,13,1986,1,1994,
3329,131,1961,2,1980,
1767,21,1980,3,2009,
199,15,1963,1,1973,
5213,13,2001,1,2010,
1758,15,1971,4,2009,1355
751,75,1983,5,2030,
214,15,1999,1,2008,
24,123,1979,2,1998,
3200,15,1981,3,2009,
137,7,2009,1,2017,
5265,87,1956,2,1976,
5265,13,1974,5,2019,
330,92,1986,4,2026,
2822,15,1999,4,2037,
1156,7,2002,3,2027,
3090,17,1977,5,2021,
10646,70,1968,4,2007,
2942,17,1969,1,1978,
1767,15,1955,3,1984,
24,19,2016,5,2058,2822
596,13,2016,1,2025,
18553,15,2014,5,2064,
1758,64,1962,1,1971,
3342,15,1988,2,2006,
4374,74,2017,2,2034,
1317,11,1956,4,1989,
5067,97,2009,2,2029,
2660,75,1997,1,2007,
4435,13,1957,4,1992,
443,113,1977,4,2015,5352
231,7,2006,1,2015,
1355,82,1950,1,1959,
2009,182,2006,4,2045,
2468,15,2011,1,2020,
5281,15,2014,3,2044,
5209,182,1992,5,2035,
2923,186,1978,5,2028,
4356,75,1950,5,1998,
596,82,2014,4,2052,
866,75,1965,2,1982,
2988,90,2019,2,2038,
218,13,2018,3,2047,
2548,15,1977,2,1995,
3029,170,2003,5,2045,
2604,170,1967,3,1996,
24,182,2009,1,2018,
20004,69,1975,1,1985,
4611,15,1984,5,2034,
2468,15,1965,2,1983,
1548,170,1964,1,1972,
2009,75,1955,5,2001,
15814,7,2006,3,2030,
4454,72,2020,3,2046,
2421,152,1965,1,1974,
5325,15,1957,3,1984,
2439,15,1981,2,1999,
4319,113,1964,4,2003,
4608,13,1972,4,2010,2183
2150,95,1955,1,1965,
130,13,1995,5,2035,
28,21,1999,2,2015,
21317,121,1994,1,2003,
2923,7,1970,1,1980,
2987,17,2011,5,2060,
4091,96,1959,2,1978,
151,59,1956,5,1999,
5265,15,1966,2,1983,3090
5484,64,1954,4,1987,
751,17,1963,1,1973,
4611,64,2018,4,2052,
3000,7,1975,3,2000,
2604,170,1994,5,2038,
2988,21,1974,2,1991,
21,13,2001,1,2009,
5484,64,1988,5,2034,
137,217,1988,4,2024,
5213,15,1983,2,2002,2009
837,4,1986,2,2006,
220,15,1950,3,1975,
692,6,1950,5,1999,
683,5,1951,1,1961,
3325,222,2015,2,2033,
20976,123,1998,3,2022,
3871,11,2004,1,2013,
1767,74,2005,3,2034,
3830,92,1952,3,1978,
2421,152,1972,3,1997,
4296,75,2001,1,2010,
4296,75,1972,1,1981,
751,230,2008,5,2048,
2604,15,2006,1,2014,
4026,75,1973,1,1981,
1790,75,1980,2,1998,
3000,7,1969,4,2008,
2850,15,2018,5,2066,
4259,171,2014,4,2048,
5439,150,1970,3,1998,
751,230,2006,4,2043,
3321,92,1991,2,2008,
218,13,2004,3,2029,
24,92,2016,4,2052,
4089,152,1972,5,2018,
4375,64,1958,1,1966,
3210,167,1996,3,2021,1355
2183,98,1995,1,2004,
199,15,1954,3,1979,
1767,15,2008,3,2033,
4296,75,1996,5,2043,
1401,15,2017,5,2062,
3090,74,2000,5,2047,
5265,182,2017,4,2051,
5209,93,2007,1,2016,
5461,15,2014,2,2033,
3000,75,1955,1,1963,
2420,230,1956,4,1989,2009
24,123,1952,2,1971,324
3378,75,1952,4,1985,
5309,17,1998,1,2008,324
24,13,2000,3,2025,
407,74,1978,1,1988,
4740,64,1950,2,1968,
1758,17,1957,1,1965,
4329,15,2007,5,2057,2822
2009,122,1988,2,2005,
1767,75,1998,1,2007,
5265,94,1970,4,2008,
2009,15,1964,5,2012,
2028,19,1974,2,1991,
5097,75,1963,4,1997,
1166,13,1958,3,1983,
1925,13,2007,2,2025,
3321,21,1992,4,2028,
20004,69,2010,3,2040,
5209,103,2019,4,2057,
3321,13,2009,4,2041,
2987,94,1986,2,2003,
5265,167,2001,4,2040,
13088,5,1994,3,2018,
596,217,1995,4,2032,
2009,15,1999,4,2034,
10646,70,2001,2,2021,
4374,74,1967,1,1976,
4374,74,1966,1,1974,
9818,15,1958,4,1991,
137,17,1999,4,2038,
4559,15,1970,5,2012,
2037,7,1959,2,1978,
3321,122,1963,5,2011,
3661,17,1999,5,2044,
1355,94,1950,5,1997,
4547,70,1970,5,2012,
3233,17,1971,4,2007,
24,13,1987,3,2015,
2009,122,1978,2,1996,4296
794,75,2019,5,2068,
153,180,1993,5,2039,3090
3021,15,2002,1,2011,
2682,166,2005,5,2049,
1790,74,1980,3,2008,
5041,7,1973,5,2023,
5213,15,1956,4,1989,2822
5213,13,2004,2,2023,
2183,98,2002,4,2041,
2660,75,1971,5,2013,
4091,15,2008,3,2036,
13983,171,1980,4,2013,
17885,15,1980,5,2027,
15999,15,1956,3,1982,
1006,15,1956,4,1996,
3463,15,1988,4,2022,
1347,15,2004,3,2029,
2350,166,1976,5,2019,2009
5265,75,1990,1,1999,
2660,64,1980,1,1989,
4869,13,1995,5,2039,
4296,75,1981,4,2019,
1682,147,1961,4,2000,
4304,13,1985,4,2019,
3163,97,2000,5,2046,
4611,64,1987,1,1996,
2660,75,2004,4,2036,
1767,95,1999,4,2034,
5265,75,1989,2,2007,
2634,15,1973,5,2019,
3764,13,1984,3,2011,
2822,13,1989,2,2007,
90,20,1978,4,2012,
35,87,1960,2,1980,
3320,122,2011,4,2043,2183
2520,120,1969,4,2002,
4296,75,2010,3,2036,
24,13,1990,5,2035,
1756,75,1995,1,2004,
1767,64,2000,2,2018,
1758,64,1963,1,1973,
4296,75,1963,3,1992,24
5209,82,2009,4,2046,
1767,170,1978,3,2006,
5333,13,1973,2,1990,
4296,75,1979,5,2021,
1882,75,1979,5,2022,
4687,15,1998,5,2047,
3021,15,1950,1,1960,
4951,15,1987,4,2021,
3871,94,2000,3,2026,
1355,94,1996,5,2037,
2468,15,2014,5,2054,
13983,171,2004,2,2023,
2009,15,2020,4,2053,
4296,75,1979,4,2019,
5209,122,2011,4,2043,
18732,7,2009,4,2043,
5360,170,1960,5,2004,
4305,49,2009,1,2018,
5322,170,2012,3,2038,
5325,15,2014,1,2023,
2987,15,1968,5,2009,
3213,121,2016,2,2034,
837,15,1960,4,1993,
4867,15,1991,4,2025,
1316,74,1974,3,1999,
1767,20,1992,5,2033,
3850,15,1997,5,2037,
5439,149,2020,4,2053,324
1758,13,2008,1,2016,
4611,64,1976,5,2020,
330,54,1954,3,1980,
1066,5,2013,2,2032,
5439,151,1967,3,1996,
3378,7,1955,3,1979,
5281,92,1953,5,2000,
3026,70,1992,3,2022,
2297,15,2020,2,2039,
4611,75,1981,2,1998,
3000,75,1969,4,2007,
4559,17,1956,3,1982,
1767,13,1960,3,1987,
596,170,2007,2,2025,
16726,229,1952,2,1970,
16415,64,1951,5,1996,
5265,182,1955,4,1989,
1683,19,1992,1,2001,
5325,15,1971,3,1998,
491,152,2013,5,2056,5352
4867,15,2018,3,2044,
1317,19,1956,4,1992,
12978,13,1965,3,1990,
1683,15,1975,1,1983,24
1355,13,1956,1,1966,
10646,70,2005,3,2029,
3926,75,1994,5,2036,
596,230,1960,2,1979,324
3090,76,1965,4,2003,4296
3321,92,1954,1,1963,4296
4296,75,1967,3,1997,2009
3081,15,2014,4,2051,
2850,15,1958,2,1974,
3320,152,2006,2,2023,
794,73,1990,3,2017,
5213,13,2019,2,2036,324
330,13,1953,4,1989,1797
1548,170,1952,1,1961,
137,188,2016,1,2025,
241,7,1959,2,1977,
3290,6,1971,1,1980,
2297,13,1964,2,1983,
214,15,2005,1,2013,
5347,217,2009,2,2027,
4296,75,2007,3,2036,
24,75,2006,3,2032,
328,152,1955,5,2001,
2439,15,2001,4,2036,
4611,13,1988,5,2035,
2297,13,1969,4,2006,
3952,15,1966,4,2002,2183
3320,27,1985,4,2021,
2822,15,2016,3,2043,
3532,17,1985,5,2029,
5439,150,1986,1,1994,
3926,75,1992,3,2022,
2297,15,1958,5,2005,
5213,13,2006,2,2026,
3321,34,1957,2,1973,
3432,15,1977,3,2004,
4611,64,2009,3,2037,
4464,21,2020,3,2045,
3871,94,1971,3,1997,
4329,75,1978,5,2022,
3258,123,1964,5,2014,
12978,15,1982,4,2016,
4296,75,1962,3,1992,
3200,150,1992,3,2020,
5461,15,1984,2,2003,
4296,75,1969,4,2009,
3081,15,1963,1,1972,
330,92,1995,4,2034,
596,20,1996,2,2016,
1942,15,2001,5,2046,4296
1756,21,1961,4,1996,
5213,15,1950,2,1968,
5213,13,1981,1,1989,
849,74,1962,1,1972,
5265,167,1993,5,2037,
324,101,1966,2,1985,1355
3737,70,2015,4,2050,
1758,64,1960,3,1988,
4608,17,2004,2,2021,
220,17,2001,2,2017,
4296,75,1961,4,1997,
221,231,2000,4,2039,
3200,15,2013,5,2059,
794,6,1981,1,1990,
4296,75,1996,2,2014,
21317,121,1979,4,2019,
10121,7,1962,3,1987,
1868,17,2009,5,2051,
837,15,1994,5,2041,5209
491,152,2004,5,2049,
2297,13,1987,1,1997,
1531,13,1994,5,2037,
3539,186,1959,3,1986,
5322,13,2014,4,2054,
151,59,2008,2,2025,
837,7,2019,2,2036,
491,15,1987,4,2019,
4296,75,1988,1,1997,
4296,75,2003,5,2047,
3463,90,1960,3,1989,24
3321,88,1950,1,1959,
4296,75,2005,4,2042,
2468,15,1994,3,2022,
96,15,1964,5,2008,
1166,75,2002,4,2039,
5265,182,1981,2,1998,
218,17,1981,5,2029,
595,13,1991,4,2031,2183
3290,6,1955,5,1998,
2468,15,1969,4,2007,90
218,17,1969,3,1994,1797
3189,75,1988,4,2021,
2822,15,2009,5,2052,
24,181,2008,1,2017,324
1299,92,2011,2,2028,
5213,13,2017,2,2034,
3258,15,1966,3,1991,24
2009,89,2007,4,2045,
1882,15,1979,5,2024,
2350,7,1987,2,2005,
3321,123,2011,5,2057,
130,13,1986,2,2005,
10128,7,2010,4,2042,
6557,15,1958,3,1987,90
2439,13,1964,5,2011,2009
4296,75,1965,1,1974,
130,21,1995,5,2035,
2660,75,2009,3,2038,
3320,15,1994,5,2036,5352
1790,75,1985,3,2014,
4248,75,2010,5,2060,
2222,15,1958,5,2003,
5209,76,1973,4,2007,
2604,170,1989,1,1998,
3090,19,1989,4,2022,
2548,13,1964,3,1990,
1767,75,2008,3,2035,2183
2183,98,2013,5,2057,
2988,166,2013,3,2038,
2009,87,1988,3,2016,
576,15,2020,1,2029,
5209,166,1997,2,2015,
2850,15,1994,4,2031,
137,188,2004,5,2050,
3776,15,1977,5,2025,
3179,15,1976,5,2018,
329,15,2005,3,2034,
2850,15,1970,2,1990,
18643,15,1999,3,2025,
567,19,1996,3,2021,2009
5213,13,1999,2,2018,
4296,75,1954,1,1962,
2297,15,2007,1,2015,
2520,75,1954,4,1992,
153,177,1998,5,2040,
476,122,1992,1,2001,4296
596,217,2019,3,2046,
1925,152,1959,1,1968,
2297,15,1964,1,1974,
4599,75,2006,3,2031,
4869,15,1968,1,1977,
3052,15,2005,5,2052,
2988,90,2001,5,2046,
2297,13,1994,1,2003,
5352,15,1958,5,2000,
1756,75,2013,4,2050,
3081,15,1955,2,1972,
4611,75,1978,1,1987,
426,72,1964,2,1980,
3321,88,1984,1,1992,24
5325,15,2020,4,2056,
2822,13,1958,1,1968,
4750,13,2011,1,2021,
5213,13,1974,3,2003,2183
2468,13,2004,3,2032,
3320,88,1950,1,1960,
3051,64,1985,3,2012,
2439,15,2005,1,2014,
2526,221,1996,5,2043,2009
1767,15,1996,1,2005,324
5281,15,1993,5,2041,
4951,75,1994,1,2002,
4608,15,2013,3,2038,
24,15,2016,5,2063,
4021,152,1960,3,1988,
13983,7,1950,1,1958,
2548,13,2004,4,2037,
3737,70,2010,4,2048,
214,75,2005,1,2015,
16825,70,1973,1,1983,
2660,75,1989,3,2014,
3926,75,1972,1,1981,
2009,20,1962,2,1978,
2009,20,2000,5,2042,
4304,13,2003,3,2029,
24,17,2015,5,2063,
2682,166,1990,5,2032,
1683,15,1998,3,2026,
690,170,1958,4,1992,
4296,75,1985,2,2002,
5179,5,1955,4,1991,
1946,75,2018,5,2065,
4869,15,1959,4,1994,4296
1206,163,1951,3,1978,
5209,94,1989,5,2033,
35,15,1999,4,2033,
4296,75,1987,3,2012,
3294,222,1986,3,2011,
5347,21,1997,5,2038,
4255,13,2013,3,2038,
5213,13,1974,3,2001,
4091,15,1965,5,2008,
2850,15,1955,2,1973,1355
3926,15,1986,1,1994,
15814,41,2011,2,2029,
2200,15,1953,2,1970,
4951,13,1983,1,1992,
2350,82,1971,4,2003,
5213,13,1990,1,1998,
3029,170,1971,1,1980,5209
3778,21,1964,3,1991,
3952,15,2015,5,2061,3320
329,15,2015,4,2054,
751,15,2005,5,2048,
2297,13,1961,3,1986,90
13757,15,1999,3,2024,
15837,123,1988,4,2027,
5209,75,1978,1,1988,
4296,75,1972,2,1992,
137,166,2019,4,2051,
1790,75,1959,5,2003,
4296,75,2011,2,2030,24
330,149,1965,5,2014,
2009,75,2005,2,2024,
5067,95,2018,1,2027,
2638,15,1984,1,1993,
1756,82,2016,4,2050,
4611,64,1984,5,2031,
1767,98,1984,2,2004,
3200,15,2012,1,2021,
3378,7,2015,5,2058,
2297,13,2000,3,2025,
24,15,1952,5,1999,
5213,13,1989,2,2005,
1203,182,2011,2,2027,
4608,15,1972,1,1982,
2350,21,1974,5,2018,
1066,7,2014,2,2030,
197,166,1995,3,2021,
24,181,1968,1,1978,1355
214,75,1967,5,2017,
3320,13,1978,5,2020,
151,59,1954,4,1987,3320
137,15,2008,4,2045,
18553,15,1975,3,2001,
3321,15,1990,2,2008,
4305,49,1974,4,2012,
2468,15,2017,1,2027,
214,75,2002,5,2047,
3081,15,1974,2,1991,
9082,218,1989,3,2019,
5325,13,1950,3,1975,
2297,15,1968,3,1995,
16508,15,1956,5,2005,
4091,13,1984,3,2009,324
2468,13,1960,4,1992,
4375,64,2004,5,2045,
1790,75,1986,5,2030,
24,87,1998,3,2027,
3210,72,2005,2,2024,
2421,152,1994,3,2023,324
10776,115,2003,4,2035,
24,90,1960,5,2006,
24,15,1956,2,1974,
5439,149,1985,4,2018,
4296,75,1987,3,2011,
5265,13,1983,4,2019,
218,13,1962,1,1971,
2193,13,2004,3,2032,
596,21,1981,5,2024,
1946,13,1986,5,2026,
2222,64,2002,5,2043,
3052,17,1956,1,1966,324
5265,181,2014,2,2031,
4091,15,1986,4,2019,
1317,64,1988,2,2006,
1767,13,1986,4,2024,
508,4,2017,5,2066,3320
4951,75,2020,3,2044,
4374,75,1989,2,2005,
2822,15,2008,1,2018,
5067,92,2008,5,2056,
3378,7,1958,1,1967,
1936,39,1956,3,1981,
5360,170,2001,2,2017,
312,182,1969,4,2005,
5234,15,2009,3,2039,
3378,21,2002,3,2032,
5265,75,1981,5,2027,
4296,75,1990,1,2000,
2946,75,1983,4,2017,
330,54,1975,5,2023,
3290,76,1968,2,1987,
3776,15,2012,4,2051,
13983,170,1972,3,1997,
1767,15,1971,1,1980,
2150,75,2002,3,2029,
5333,13,2004,1,2013,
2581,74,1956,3,1986,
5265,75,1969,5,2018,
24,15,1964,5,2012,5209
5209,13,1990,5,2036,
1868,17,1991,2,2009,
2009,166,1987,5,2032,
3052,15,1955,3,1979,
2297,13,1995,4,2033,
5209,15,1950,5,1992,
2439,15,1952,4,1988,5352
5559,15,2012,4,2046,
751,27,1969,4,2001,
3320,17,1969,2,1989,
12978,15,2016,2,2035,
1034,13,1971,2,1989,
2183,97,2001,1,2010,
336,49,1962,5,2007,
4611,75,2008,3,2032,
2822,15,1982,2,2001,
5209,75,2015,5,2056,
2009,87,1976,3,2004,
3393,70,1965,4,1998,
6557,15,1979,1,1987,
5213,13,1999,4,2036,
3052,17,1993,4,2027,
2297,15,1999,1,2008,5209
1316,59,2007,4,2042,24
4533,166,2016,2,2033,
1767,75,2007,5,2048,
24,122,1973,5,2020,
2520,94,1983,4,2016,1797
4870,15,1954,2,1974,
137,7,2002,2,2020,
5352,15,1973,2,1993,
130,72,1957,5,2004,
2117,116,1991,4,2031,
2604,170,2008,2,2026,
5067,72,2016,5,2064,
4296,75,2006,1,2014,
324,72,1974,2,1992,
2822,15,1967,2,1986,
3090,15,1959,3,1983,
6183,186,2000,5,2041,24
837,7,2013,3,2043,
20577,59,1985,5,2032,
6557,13,1998,2,2018,
1756,75,2000,5,2049,3090
13983,171,2000,5,2045,3320
4940,97,1959,1,1967,
9818,15,1954,4,1993,
13088,75,1965,4,1999,
24,13,2012,4,2045,324
66,246,1952,1,1961,
2220,103,2019,3,2048,
15999,15,2005,2,2022,
2991,70,1990,4,2023,
4867,13,1995,4,2031,
5234,15,2003,5,2052,
2200,15,1994,3,2024,
330,152,1961,5,2006,
3029,15,1958,1,1967,
28,15,1990,5,2035,24
15837,123,2000,2,2016,
3754,15,1970,4,2008,
5234,15,2001,3,2026,
2850,15,1997,4,2030,
5213,13,1986,4,2019,
3090,88,1957,3,1986,
2009,21,1993,3,2020,
3321,29,1980,5,2020,
5209,122,1994,1,2003,2009
20686,231,2016,3,2041,
2193,13,1985,5,2033,3320
2421,167,2007,4,2042,
5347,123,1965,4,2005,
214,75,1960,1,1970,
330,122,2009,4,2041,
4608,13,1991,3,2016,
316,13,1991,5,2038,
2183,34,1969,2,1987,
4983,70,1977,4,2017,
3189,74,1963,5,2004,
2297,13,1981,1,1991,
2987,76,1993,1,2002,
2009,218,2012,5,2053,
1758,17,2016,5,2058,
2200,15,1983,4,2017,
4951,75,2017,4,2056,
3126,170,1965,1,1974,
4522,41,1957,4,1996,
3320,27,1950,3,1975,
24,75,2006,4,2042,
218,13,1979,1,1987,
4936,15,1988,2,2007,
13088,75,2016,2,2033,
4611,75,2002,2,2019,
4609,21,2016,3,2045,
137,17,1951,2,1967,
5322,170,1964,1,1972,
330,54,1970,3,1995,
