duration,planeID,mechanicID,date
50,11937,1,2001-05-25
27,4728,366,1985-10-31
16,9487,75,2006-09-30
56,16659,113,1974-11-23
39,4083,193,1990-09-15
60,15643,96,2014-07-01
20,11796,50,1993-11-18
23,981,207,1971-07-28
29,2428,335,1970-01-11
12,3792,93,2013-04-01
61,490,164,1981-09-06
35,869,271,1966-01-09
41,7720,101,2011-03-23
6,11062,337,1978-05-20
22,16526,75,2015-05-16
25,8420,310,2007-10-27
3,4563,36,1994-01-20
34,12675,210,2013-03-09
34,16188,364,1998-08-18
35,4113,284,2005-02-26
33,3821,353,2012-05-31
49,3162,295,2017-02-17
30,11029,371,2012-11-06
37,9901,203,2019-11-12
23,13538,222,1980-11-25
51,9445,21,2016-07-15
30,62,66,1999-03-02
22,522,150,1978-12-01
55,4212,7,2017-03-05
12,14073,339,2007-06-25
5,3981,11,2001-10-24
15,7366,198,1961-07-02
41,7031,262,2018-01-05
78,6455,9,1987-02-16
71,2529,129,1998-09-02
42,11269,125,2013-06-19
71,5517,199,1987-10-06
3,9628,330,1980-01-05
58,5051,198,2008-09-19
12,10306,187,1969-06-28
54,13483,109,1963-01-06
75,10531,316,1988-06-24
57,8685,208,1980-10-16
56,6540,220,1979-10-11
37,7394,152,1962-09-10
30,12839,48,2012-03-14
9,10884,183,2015-02-15
74,6666,87,1963-05-30
31,11892,95,1984-07-31
38,7277,32,2004-07-04
62,640,211,1980-08-22
31,14969,259,2020-06-01
44,1597,367,1986-06-29
61,12691,327,1982-11-30
54,10642,40,2020-03-02
10,9529,208,1989-06-19
13,11537,311,1981-07-06
75,14343,320,1966-02-08
80,887,50,2013-08-16
25,14938,24,2012-07-16
49,2358,115,2005-02-15
45,7082,291,1963-12-21
40,593,37,2012-06-30
78,6824,130,1961-10-18
54,7885,268,1963-04-23
51,16585,230,1966-07-05
51,10274,295,2004-07-01
64,6545,157,1992-11-02
61,4730,139,1984-11-09
41,11592,96,2001-03-20
33,15637,138,1981-06-28
17,10188,339,1966-12-02
61,13397,259,1976-05-10
52,8863,43,2000-03-07
20,4181,359,1992-06-30
58,4490,95,1986-04-07
79,7059,144,2019-06-22
14,14530,10,2009-01-21
37,9696,267,2018-09-22
29,13620,209,2010-05-09
31,16482,226,1993-07-06
71,15647,287,1965-09-23
47,11489,70,1999-09-08
13,5115,101,1984-12-17
20,2108,315,1986-03-01
52,9653,235,1997-09-03
15,11328,105,1967-08-31
4,16514,92,1997-05-25
30,1665,72,1990-10-29
33,14434,4,2015-09-14
14,9791,325,1984-08-14
27,11666,161,2020-10-15
58,2814,275,1969-09-24
71,5348,317,1976-10-10
52,16357,83,2018-01-30
30,3984,169,1977-09-13
40,2083,157,1962-08-22
29,15649,94,2013-01-19
75,16829,79,2003-11-21
4,9556,2,2009-09-04
39,467,9,1993-11-19
23,11077,56,1967-04-10
75,2994,28,2002-01-21
11,14697,272,1977-03-20
33,9149,65,2004-11-04
16,4981,307,2016-06-03
16,12794,259,2006-12-03
47,184,282,2011-03-21
66,6182,33,1974-06-09
33,3521,305,2016-08-16
26,12768,319,2002-08-14
77,677,95,1964-08-18
74,9087,30,1976-01-26
62,12516,276,1991-04-04
20,3506,212,2002-03-11
73,13052,81,1961-01-24
61,15380,218,2002-04-16
38,15429,268,1978-10-28
3,15148,372,2020-05-29
10,36,250,2009-06-12
10,3200,282,1980-10-06
77,4317,117,2017-10-27
41,16430,310,1999-08-17
70,5700,187,2018-11-18
40,5258,7,2019-11-11
46,5738,309,2002-11-15
74,7683,122,1987-08-12
35,12767,19,1995-03-20
74,14308,163,1994-07-11
50,4012,126,2017-12-25
8,14294,58,2020-09-01
34,15636,43,2008-11-03
61,10121,335,2016-04-14
35,15758,26,1961-09-21
12,3665,66,2016-09-02
14,14502,367,1987-12-17
38,5047,250,2004-05-21
39,6822,351,2009-02-26
23,7800,278,2005-01-19
70,11665,172,2018-02-22
5,9818,54,2010-10-25
40,16666,184,1987-06-28
25,9371,128,1995-04-26
61,2857,154,1971-06-21
37,12198,168,1966-01-06
13,10170,79,1973-11-06
8,2421,245,1991-09-11
21,14800,158,1965-06-12
7,7782,41,1984-05-12
25,10468,246,1971-04-04
14,12677,16,2020-10-11
23,7654,203,1966-07-24
37,16015,119,1988-10-17
30,2683,285,2018-10-10
7,9477,68,2002-01-12
69,5601,308,1966-12-23
78,14276,252,2004-03-05
71,16076,304,1963-02-17
24,6513,41,1991-09-28
50,5934,275,2013-07-13
42,6248,175,1968-11-16
8,3821,121,1998-05-11
60,2471,141,2005-07-08
65,3041,356,2010-12-28
10,15325,85,2002-09-25
50,308,171,1979-06-08
72,14168,340,2001-05-21
56,4041,179,2001-09-27
28,4207,198,1970-10-07
27,14233,264,2002-10-28
61,12548,132,1981-09-23
73,9906,304,1963-10-10
22,12,242,2006-06-13
35,12328,331,2014-09-01
34,1761,64,2001-07-26
12,8891,369,2005-12-02
36,12697,349,1990-04-25
64,15452,293,1969-01-13
9,4339,116,1999-04-03
44,12224,277,1972-06-11
62,6139,56,2009-04-20
50,357,129,1973-04-17
66,2339,200,1984-01-29
80,10401,101,2013-03-13
6,4432,118,1985-02-06
12,12138,18,1998-10-15
15,13498,172,1963-05-02
45,12742,286,2011-01-14
48,2226,2,1984-05-18
17,9347,69,2018-12-31
56,13590,291,1995-02-28
74,4661,290,2018-04-22
76,8980,154,2006-10-24
35,7752,210,1981-03-24
21,13502,308,1978-01-30
10,1713,188,1994-11-27
24,2948,162,1995-02-02
11,5018,56,2007-02-03
17,13569,251,1999-10-14
45,7183,99,1987-07-19
27,5941,213,2002-10-13
5,628,113,2019-03-22
61,2223,268,1990-02-15
52,2111,12,1964-04-05
22,11609,136,1981-07-20
33,508,151,1997-12-29
73,1839,61,2011-10-13
33,11382,354,2013-09-18
49,5713,46,2017-12-24
67,16755,44,1999-10-17
6,9799,81,2008-04-18
3,13080,95,1964-03-31
33,3087,147,1986-09-03
52,93,95,2007-12-02
21,545,167,1991-03-19
19,6567,350,1964-08-08
10,10091,319,1998-04-10
34,240,207,1969-10-26
28,5492,363,1976-05-15
22,9833,338,2015-12-06
47,2903,213,1992-11-17
9,10638,201,1975-12-25
6,3068,17,1966-03-05
53,5871,158,1995-09-30
44,8258,127,2011-11-26
38,14138,354,2014-10-10
64,1901,176,2009-02-20
31,778,169,1973-07-14
21,15235,350,2009-03-16
3,16250,266,1987-07-27
16,16633,25,1978-11-19
74,3684,210,1967-04-10
3,13741,220,1989-12-26
78,1737,8,1974-07-07
13,5696,6,2015-01-01
80,2208,268,2003-02-01
33,1110,297,1969-11-28
17,15309,30,2010-08-22
66,15598,44,2003-07-06
7,8348,105,1988-10-21
68,14212,97,2020-11-08
24,6669,341,1994-03-22
80,14109,240,1988-03-17
69,14431,316,1977-04-27
61,7470,342,1974-03-29
78,2168,300,1994-05-18
29,7020,154,2001-08-28
52,7815,312,1984-05-11
50,3936,178,1981-02-16
38,12687,20,2012-09-15
61,4708,253,1987-07-31
32,13656,74,1971-06-02
13,427,174,2007-03-25
80,10640,54,1993-01-16
46,6917,215,2017-09-03
2,10399,159,1994-12-28
40,11551,3,2011-04-13
30,5631,160,2020-01-28
80,11659,258,1968-05-21
43,15918,289,1988-06-21
11,16720,330,2019-08-05
10,214,250,1985-04-30
71,2133,254,2018-06-30
25,1124,129,2010-05-08
6,3501,71,2020-02-06
26,219,87,1994-06-08
5,14140,68,1972-03-23
50,8383,297,2012-02-29
10,13012,195,1973-08-11
79,6908,289,1982-03-27
33,237,31,1963-07-07
63,9744,6,1981-04-26
4,2418,140,2006-04-23
63,9925,256,2017-03-20
65,2311,332,1996-07-12
37,6034,226,2020-03-15
72,8646,32,1973-06-30
65,14484,207,1971-01-08
60,9175,166,1992-02-16
47,4613,277,1963-05-21
33,707,45,1991-09-13
79,10838,159,2020-05-27
73,15746,323,1968-06-02
40,6462,77,2005-01-01
48,640,174,2017-01-18
37,13292,8,1975-02-04
76,15083,112,1974-08-23
3,214,331,2000-02-13
5,15959,207,2000-09-26
71,14910,267,1977-07-27
69,12722,56,2002-07-16
31,10767,20,2015-02-12
8,3614,158,2003-01-18
39,11880,16,1964-08-16
28,14050,189,1961-02-17
16,8996,266,2020-09-10
6,7306,41,1968-03-12
80,4536,122,1968-08-01
65,10819,50,2017-11-13
57,5921,5,2019-08-21
34,1726,205,1978-02-09
50,2984,298,1997-06-25
16,2059,67,2008-12-25
66,1320,172,1993-03-12
25,16124,266,1961-11-20
57,3552,333,1993-05-12
70,14779,108,1969-04-23
70,14166,49,1971-08-16
74,16515,241,2005-10-04
62,15310,133,1994-06-13
55,5601,367,1989-04-10
75,5536,50,1976-04-23
53,11585,21,1979-02-12
66,3426,302,1973-05-17
53,12847,304,2017-06-17
80,6325,272,1967-04-25
31,1239,203,1978-03-17
29,9000,288,1995-10-26
25,14611,201,1997-07-30
66,14415,141,2017-07-07
17,111,120,1971-11-20
15,5665,330,2015-05-22
67,403,248,2011-06-08
66,7171,52,2013-02-08
44,12510,274,1984-04-08
74,7251,122,2003-08-20
57,4970,243,1976-07-14
59,8931,225,2017-10-10
39,14034,229,1967-07-29
28,11722,308,1968-03-14
24,8882,329,2002-01-27
52,2933,325,2007-10-12
45,9859,43,1966-12-31
71,6815,13,1967-03-19
57,10941,82,1999-02-27
19,5956,3,2002-03-14
2,2241,198,1984-07-06
10,2545,297,1985-07-18
74,14291,312,2008-12-12
56,15410,288,1965-06-18
6,14388,123,1966-01-06
38,6248,340,1986-02-20
38,6878,225,1972-03-23
43,6509,71,2020-03-13
75,4108,360,1966-11-26
55,690,67,1992-05-21
31,15238,193,1977-03-05
19,11894,330,1997-03-04
18,2441,312,2012-06-23
74,2847,70,2000-02-24
53,6190,207,2015-07-23
31,6687,137,1976-12-26
59,2665,159,1981-12-04
78,6935,361,1979-01-16
10,14308,181,1972-04-23
32,15565,371,2002-03-10
45,16412,324,1999-06-14
54,87,373,1979-08-14
17,8653,105,1972-09-05
40,14385,351,1978-01-11
18,16167,363,1998-06-19
33,459,139,1993-11-23
13,337,244,2019-01-15
10,8554,274,2012-07-19
38,5273,363,1998-02-08
15,4767,220,2000-06-16
60,1104,10,1993-09-06
33,9518,175,1995-06-07
62,13671,104,2019-04-29
63,2762,190,2001-09-04
21,9101,271,2004-03-18
59,15349,97,2017-04-29
64,3690,207,1994-05-08
27,6253,135,1965-11-27
33,12030,128,1980-02-27
57,4662,295,2007-03-17
41,13595,331,2001-05-29
25,9401,87,1996-11-28
43,13061,58,1996-07-14
62,13178,140,1980-03-18
77,5819,57,2018-09-19
14,16032,360,1991-10-01
57,14884,261,2008-06-21
56,757,192,1999-06-04
22,13872,272,1982-04-26
65,13811,250,1974-08-21
74,3844,373,2019-01-11
14,1551,232,2018-05-02
18,2566,65,2010-09-10
31,5172,30,1976-06-28
55,12098,206,1983-04-06
4,3164,139,1985-05-18
63,14556,256,1977-05-29
29,6997,237,1966-11-07
80,11878,362,1989-03-08
56,8259,87,2008-03-02
42,13056,116,2004-07-28
36,11137,44,1977-09-16
57,15602,187,1979-08-17
80,6760,356,1997-01-14
49,15495,155,1988-07-09
75,12738,280,1996-09-28
45,3207,66,2018-11-26
17,620,18,1982-04-01
3,5672,75,1989-05-12
53,14315,74,2018-10-16
56,11519,52,2001-03-15
78,2063,314,1987-09-10
16,1126,76,2009-08-07
16,14020,168,1976-01-25
39,4945,22,1990-12-15
34,13393,188,2017-03-30
35,13210,345,2014-03-10
59,12777,138,1986-08-13
7,6910,96,1977-06-27
55,12745,271,2012-03-24
50,15393,325,1963-04-23
4,8931,139,1998-02-07
45,99,67,2012-07-26
69,3009,300,2011-04-10
52,2354,84,1992-05-19
48,7290,226,2020-11-05
51,2280,369,2011-06-16
59,8521,331,2013-12-22
61,4101,210,1996-05-29
80,8109,232,1985-11-19
21,7797,279,2007-05-21
52,7164,204,1976-09-26
54,16479,252,2003-08-08
3,7529,196,1962-08-09
29,14484,113,2017-03-11
48,10294,165,1977-12-16
10,14100,229,2017-12-13
27,11550,359,2012-09-03
44,14609,48,1972-07-17
79,10212,107,1974-10-16
13,12272,68,1979-09-20
23,11882,83,2014-10-10
63,658,190,1972-09-15
47,10100,321,1987-06-19
25,4943,315,1963-11-10
36,13067,222,1972-08-05
76,13454,40,1983-02-11
14,12861,64,1994-06-28
48,9270,196,1961-06-13
55,5920,163,1992-05-22
2,12829,168,1999-03-20
41,11714,171,2017-01-08
79,16127,103,2020-10-06
16,6000,260,1990-09-26
13,2956,211,2011-05-27
42,14653,185,1967-04-23
15,6347,72,1967-03-29
76,5078,230,1997-09-12
58,4692,237,2013-01-08
64,2508,315,2020-11-20
27,7732,213,1991-05-18
65,13073,90,2005-02-02
71,998,203,1966-05-23
9,3631,163,2010-09-06
45,2747,95,1981-11-16
60,14901,72,2005-09-13
27,4207,357,1966-09-14
31,10329,204,1967-11-19
55,10115,309,1993-05-26
48,6347,117,2014-10-24
58,3852,315,2000-01-16
33,8619,265,1992-06-15
59,5558,80,1999-08-24
9,15203,257,1989-09-12
44,674,335,1989-09-28
35,12149,59,2004-04-23
6,13447,117,1971-01-21
35,6192,188,1988-05-20
76,1612,30,2006-10-26
37,4803,165,1994-09-07
70,11167,40,2001-12-28
74,1560,358,1994-03-20
67,1794,302,2020-08-04
18,7728,107,1982-11-09
69,512,66,2010-04-10
44,8294,356,1990-09-27
51,9931,193,2017-05-19
8,16267,205,2011-08-16
53,4839,293,1968-09-15
39,1309,275,2001-08-06
32,2544,297,1987-03-20
24,13828,181,2010-11-18
60,9863,188,1963-09-25
6,11522,75,1965-10-13
39,3625,95,1961-08-05
26,10729,185,1989-04-01
55,10602,122,1986-08-29
66,6151,190,2014-04-30
12,13188,122,1976-01-31
59,10754,221,2013-09-02
32,14669,230,1991-01-25
16,2893,28,2020-10-04
42,11751,84,1973-09-07
54,243,49,1973-02-23
48,12976,173,1979-08-21
72,12243,32,1983-04-01
22,3638,141,1961-03-22
55,9872,274,2007-03-17
65,4279,302,2000-07-23
33,317,198,1990-06-03
43,10751,200,2017-04-09
42,6739,35,1994-01-10
47,2709,34,1992-09-27
10,8613,60,1992-12-27
14,1376,270,2019-05-01
23,6184,142,2001-03-02
17,9286,259,1997-09-12
74,1636,265,2003-05-06
80,6670,50,1994-07-22
72,2789,330,1971-01-17
33,7265,124,2003-12-15
71,532,145,1969-05-28
21,7503,242,2006-04-18
54,16842,268,1976-10-20
53,10099,213,1995-06-21
27,3903,352,1982-04-12
21,12584,193,1986-12-11
80,7248,326,2018-02-09
47,15345,249,1970-08-17
7,11344,90,2014-04-20
21,4343,189,1993-01-18
27,9107,121,2006-04-10
43,5513,237,1974-09-27
24,12251,361,2003-10-21
70,11439,116,1985-12-24
14,9479,248,2010-05-14
9,16133,5,1994-07-30
78,3932,218,1973-06-15
27,13006,46,1975-08-08
8,16817,62,1978-05-03
19,3092,326,1966-04-09
45,14530,19,2018-07-13
22,5356,171,2000-01-16
48,2253,67,2015-12-17
11,9319,291,1988-05-10
7,8857,68,2010-09-22
8,2738,33,2007-11-21
46,12975,122,1969-10-07
29,4078,67,1983-01-10
22,5798,12,2002-08-20
58,9054,100,2009-12-09
67,2622,31,2006-09-08
6,4355,227,1990-10-14
38,1559,90,1972-02-22
33,14681,75,2005-07-23
74,3717,267,1988-08-11
17,8965,137,1991-05-07
9,1672,24,2012-04-13
43,211,150,2005-08-22
35,16634,212,1975-09-10
2,8851,236,1964-05-13
43,2737,6,1992-05-10
13,448,180,1973-06-10
14,1523,296,1993-10-16
43,4912,182,2020-03-07
13,12886,294,2019-03-15
52,4106,239,2002-02-03
74,1751,341,2005-06-20
34,3434,257,1981-02-26
28,7053,28,2004-01-14
59,2950,191,1980-08-09
21,13088,54,1998-07-26
30,8490,60,1988-09-17
56,15921,188,1968-09-18
43,6485,369,2015-09-08
61,1376,209,2020-02-29
39,8823,282,1998-12-03
20,5401,144,1978-03-24
69,14511,59,1972-11-23
76,15193,90,1982-10-08
68,4731,133,1969-09-05
75,3759,162,1974-02-20
29,6278,147,2018-07-13
4,16283,356,1986-02-04
58,4511,87,2001-02-25
68,607,14,2013-11-29
44,7098,365,1965-08-21
56,16010,4,1988-11-19
21,10989,317,1996-10-01
7,4655,15,1992-01-31
31,2704,197,1963-02-16
32,6278,133,1983-05-16
36,311,63,1986-05-07
62,2060,46,2014-01-22
79,1280,285,2006-05-22
73,56,268,1985-06-21
61,16041,29,2012-05-17
80,2756,360,1990-01-08
23,8541,12,1979-05-26
28,11132,246,1966-01-19
80,8939,61,1968-09-02
73,9478,38,2004-03-07
71,13661,234,1969-12-12
70,12259,45,2000-06-26
38,11909,113,2007-02-22
33,6832,48,1974-09-17
43,13294,203,2005-10-09
34,10970,75,2012-12-24
52,2386,239,1963-08-27
3,3787,62,2015-04-04
21,7338,101,1964-08-15
54,2589,336,2003-09-06
33,8521,339,2017-02-06
52,12351,315,1961-09-04
50,5615,193,1990-12-18
14,7919,258,2017-12-12
75,56,12,1987-03-10
76,5851,290,2005-07-01
74,1889,225,1961-08-03
25,10464,325,2014-02-23
64,4739,135,2005-01-08
60,11937,1,1996-11-20
75,8931,5,1989-03-05
80,13026,321,1971-10-01
30,7883,346,1985-10-25
14,10352,141,1993-01-13
13,14007,77,1967-05-03
5,16783,211,2006-06-13
53,2893,156,2011-09-08
41,13026,267,1974-02-20
73,10804,65,1980-06-22
66,3973,3,1984-04-21
66,1725,105,2003-11-14
40,6681,154,1985-10-29
76,12331,134,1988-06-08
77,13024,162,1982-02-08
14,10863,68,2006-01-08
40,8659,281,1979-07-02
41,6162,372,2007-05-26
63,6330,235,1961-06-18
9,6000,150,1995-04-08
70,813,371,2004-08-01
77,6067,319,1975-06-22
64,1814,212,1982-03-19
2,1234,127,1971-07-05
37,5499,52,1989-09-12
74,16214,315,2013-07-06
6,16671,71,1967-07-18
74,7151,338,1969-05-13
46,2984,329,1991-11-14
73,12986,285,1977-02-19
55,3793,371,1982-08-20
57,768,166,1988-04-18
44,5640,76,1977-01-04
59,11798,7,1966-10-11
3,3058,164,1994-10-16
16,11148,37,1979-03-05
21,7225,319,2017-10-23
31,9356,306,1978-09-06
4,9682,276,1982-06-03
23,10234,237,2004-09-22
2,16480,39,2005-04-04
73,7800,251,1961-07-06
54,8600,253,1977-09-06
43,11457,165,2019-09-13
75,553,18,1966-11-21
3,5571,137,1961-01-19
11,12068,128,1976-01-31
75,10846,7,2007-01-06
60,11717,368,2015-06-14
80,5309,25,1962-01-15
7,6828,368,1978-10-11
66,8476,160,1988-04-25
33,16324,352,1975-12-26
79,3080,68,1962-02-11
7,1316,179,1999-09-03
48,525,80,1993-04-30
44,8739,206,1975-06-24
67,13483,47,1992-08-04
26,11462,229,2014-10-24
29,9750,108,1998-04-13
31,3078,307,2000-06-01
62,16850,216,1989-05-01
26,8810,275,1986-04-04
63,11713,39,2001-02-19
72,8889,189,1996-12-24
29,13237,56,1967-03-31
51,9019,228,1968-01-28
6,8364,319,2019-12-22
49,4455,109,2002-08-09
52,10411,239,1969-04-06
60,1349,373,1992-03-01
36,392,118,1982-12-07
50,13474,62,2011-08-07
72,14089,209,1979-06-17
76,1915,364,2007-12-29
31,12489,155,1963-08-21
76,2906,39,2003-09-13
41,13435,222,1974-02-15
3,6819,180,1977-05-04
60,9751,244,2009-05-19
14,9395,345,1982-05-25
31,2274,333,1976-01-22
61,11120,234,1972-05-31
10,12129,14,2020-02-16
34,15824,125,1968-07-04
3,10658,281,1996-05-06
51,8048,349,1967-01-29
30,6765,121,1999-04-23
34,9055,92,1966-01-22
5,15586,113,1971-10-20
58,8665,254,1994-08-28
12,7543,272,1966-11-05
23,9615,257,2020-08-18
77,11188,323,2012-07-23
74,16418,30,2011-09-30
52,16245,287,1987-06-26
5,1747,76,1982-06-02
70,7711,359,1962-03-04
29,9949,322,1994-11-17
26,9970,368,1965-08-22
45,15528,293,1991-04-10
2,14879,136,1961-10-19
67,1548,145,2019-08-08
78,834,368,2014-12-31
39,7140,268,2003-07-23
12,2836,166,2016-06-14
22,55,324,1988-09-01
52,6660,175,1969-08-14
54,15085,122,2005-02-12
69,9611,254,1998-01-03
12,3536,141,1983-05-11
52,4548,329,1980-07-18
39,13833,341,2008-12-18
63,11590,166,1969-04-25
46,1026,232,1970-04-20
44,7454,270,1961-11-06
19,3907,277,1989-03-21
52,14099,292,1996-08-04
25,5002,326,1967-10-18
19,5052,91,1976-11-26
78,8091,373,2010-07-08
19,14092,262,1976-08-06
65,14392,238,1992-12-17
60,949,142,1994-12-31
24,16528,129,1964-12-19
67,5051,51,1966-02-07
6,6688,170,2018-04-03
55,5768,88,2008-10-28
28,14315,259,1961-04-21
11,14043,340,1999-01-07
67,13560,178,1966-09-19
41,6163,3,1990-12-01
52,1120,150,2003-02-16
15,12393,114,2012-10-19
76,6767,271,1968-07-28
60,7236,241,1981-08-07
60,16220,160,2004-04-28
51,12807,247,2007-01-06
72,11721,281,2018-01-03
42,8946,323,1967-09-10
54,12858,76,1989-05-05
36,15129,132,1991-09-03
33,11188,352,2012-08-23
31,15849,126,2008-04-24
14,16606,308,1981-09-07
78,8355,312,1998-06-25
71,3620,213,1991-07-26
29,7826,339,1980-09-24
11,11318,87,2019-04-07
13,13535,236,1961-08-06
58,2591,163,1976-06-29
8,5394,44,1989-03-27
62,7716,343,2008-10-10
8,7741,246,1965-01-05
47,11764,20,1992-05-01
54,4586,140,2016-07-10
66,3892,242,1967-10-30
45,11400,237,1999-08-18
49,8921,187,2019-04-15
3,5341,151,1966-05-16
14,11489,117,1972-10-30
12,9825,319,1974-05-15
35,12589,168,1966-08-27
14,15599,191,1967-11-28
8,13584,63,2014-03-19
49,246,99,1991-04-17
17,6204,228,1966-10-05
42,7903,192,1972-10-02
76,16542,244,1992-11-20
20,618,144,1961-09-27
59,10496,94,1981-01-10
9,10300,160,2003-12-08
52,15727,228,1964-12-11
24,1336,67,1971-07-11
33,3462,201,2010-09-22
20,10654,306,1971-01-09
31,16299,182,1983-03-10
32,2747,178,2007-09-15
47,1166,22,1995-06-20
49,11379,143,2005-03-06
43,5299,162,1970-07-14
57,9932,117,1971-08-04
45,14243,271,2000-05-23
23,4436,315,1990-08-10
17,1674,18,1990-12-15
51,12005,48,2012-04-20
72,11957,239,1992-01-08
13,9528,346,2020-04-30
27,9046,180,2010-01-14
68,16774,17,1974-06-09
6,4745,133,1999-08-12
70,5939,125,1984-08-11
35,6559,195,1968-06-14
6,11080,17,1968-09-09
62,8863,108,1996-05-26
78,5142,352,1966-01-27
50,11300,205,2003-12-16
70,13164,156,1990-12-27
26,1093,338,2013-02-24
33,8146,45,1994-11-15
57,2276,83,1964-02-23
50,16024,367,2010-03-15
28,12349,67,1993-04-16
73,16846,237,1992-12-03
37,15463,50,1976-10-27
15,16746,180,2005-11-13
80,11318,307,1964-01-31
80,818,332,2008-08-27
79,9179,144,1977-11-25
23,15742,121,1972-02-25
18,756,68,1973-05-10
28,3392,134,2008-04-08
71,10228,212,1987-11-19
78,3595,196,2013-10-07
75,13485,336,1997-02-16
30,11353,306,1965-03-07
62,11137,141,2000-03-05
62,1746,66,1996-09-03
10,11587,230,1973-08-07
56,11865,222,1981-06-23
11,10303,328,1963-07-03
66,11986,261,1988-04-22
12,7922,238,1976-11-22
23,11996,300,1991-09-18
21,6990,182,1987-08-05
7,15074,221,2018-07-11
70,12229,29,1992-08-11
42,4601,52,1977-11-15
64,16107,39,1988-09-17
13,2915,66,2009-12-18
28,3160,201,2002-11-09
57,11733,341,1991-02-22
45,14981,149,1988-01-01
18,8544,38,2006-04-24
76,5782,321,1977-04-23
27,3171,68,2012-06-08
4,10151,202,2006-08-19
72,10210,35,2003-04-12
11,10417,253,1962-08-07
40,2133,58,1979-01-20
31,1194,50,1985-05-02
38,5375,109,1965-08-14
42,6224,250,1998-03-13
40,7652,228,1970-08-16
38,11457,123,1985-11-28
33,15639,287,2001-06-03
36,15224,330,2010-06-26
77,1798,358,1993-01-27
9,13913,345,2009-11-17
16,6410,146,1969-08-16
30,8592,318,1982-10-18
20,11036,180,1988-07-14
63,4745,61,1993-05-18
67,13185,331,1986-12-01
3,5767,165,1964-05-03
49,10178,366,1985-05-05
12,1758,20,1974-05-06
19,7011,132,1997-08-12
12,14711,49,1995-02-25
20,5019,100,1994-12-22
76,13142,316,1967-04-18
36,15993,5,1965-04-03
6,7820,80,2015-06-05
57,8102,298,2013-12-01
74,13934,255,2010-08-18
47,5828,256,1998-04-03
57,8323,102,1979-03-02
59,1896,233,1991-06-09
27,9373,148,2004-08-21
34,10828,111,2019-07-17
39,11603,109,2011-04-18
51,4713,113,1988-11-26
15,1662,341,1988-07-23
77,306,175,2008-07-22
54,504,350,1991-10-08
65,5195,155,1964-09-05
76,14703,152,2000-07-12
49,11606,170,2019-07-20
5,12971,361,2005-07-01
29,1891,360,1965-11-20
8,12271,178,1963-12-20
16,593,98,1968-06-15
21,1001,231,1995-06-18
33,8106,325,2001-01-01
48,3302,125,1972-08-10
4,15769,137,1975-04-22
55,11764,167,1975-07-07
21,8939,125,1984-09-15
54,15746,125,1993-06-24
3,3508,251,1963-10-18
38,9570,86,1985-03-15
41,7051,362,1994-06-03
65,14146,263,2018-07-31
60,11875,181,1964-04-02
3,5382,22,2001-10-08
2,16646,324,1981-10-18
51,688,208,1981-06-19
33,9400,311,1984-06-26
63,8489,242,1986-10-28
47,4631,158,2004-12-07
3,6995,358,1962-01-28
35,6556,94,1974-07-04
7,5004,372,1964-12-31
35,12790,145,1967-07-01
38,16167,261,1989-03-23
22,11544,196,1982-11-28
64,14724,362,2014-04-20
57,8748,134,2003-10-13
39,16108,290,1980-06-11
50,13739,240,2008-12-13
56,6623,11,2001-06-05
54,9042,178,2017-09-11
47,7478,46,2013-01-21
51,9624,2,1985-01-02
5,15818,128,1982-01-09
72,3727,180,1971-10-16
51,4067,326,2011-07-28
48,13876,282,1976-03-24
51,16560,10,1987-06-18
43,6270,206,1961-01-22
14,10053,357,1986-04-19
24,10355,153,1996-10-14
67,1123,180,2003-05-05
47,10995,245,2000-07-21
11,1200,221,2007-03-22
3,1188,296,1996-07-02
40,7438,174,1991-08-19
60,13287,285,2007-09-01
7,3630,120,2009-11-02
29,7346,9,2008-02-03
9,6703,196,2008-08-07
78,4234,134,1984-06-12
7,12107,1,2013-02-21
67,15749,179,1996-07-02
42,710,129,1985-02-05
57,12345,164,1991-07-12
4,296,23,2012-07-06
66,10365,156,1969-09-05
61,3041,226,1961-06-27
4,1589,281,1991-03-04
8,3883,140,2006-06-13
60,4985,287,2001-04-14
55,1543,327,1983-06-13
46,13256,173,1985-12-08
61,9212,239,1997-01-28
35,6816,120,1992-10-23
12,477,88,2017-06-01
78,4036,351,1988-04-30
16,8180,103,2004-06-07
10,9575,154,2003-07-31
64,6426,44,1974-03-21
51,16478,288,1980-07-13
52,16732,372,2006-11-20
42,11819,104,1973-08-25
26,4022,203,1972-06-07
51,15787,366,2001-11-25
16,2135,263,2005-07-02
64,12374,327,1980-02-09
43,16389,152,1980-07-10
11,8089,227,1979-11-20
20,8312,98,1991-05-28
56,3302,197,2007-08-25
17,4697,227,2013-05-30
63,7796,260,2002-08-26
39,5105,285,1973-12-06
69,13529,176,1984-01-25
40,580,116,2004-02-11
2,13251,341,1966-11-03
48,6614,275,2008-11-12
78,13512,179,1965-10-07
80,2043,16,1982-07-07
57,8596,176,1996-12-22
70,15620,312,2004-10-05
56,3279,46,2004-03-25
30,8836,159,1996-10-16
64,7472,200,1970-06-22
76,2970,273,1967-01-09
10,3851,284,1984-05-20
5,11011,251,1994-08-07
65,14082,205,1979-10-31
30,14141,142,2009-09-27
40,4550,282,1975-08-28
16,11964,52,1999-03-17
61,2220,282,2004-12-11
2,13152,237,1966-07-08
13,15601,255,2007-09-07
