id,passengerID,flightID,luggageID,lost_object,description,color,accepted,amount
3036,30682,124,183246,0,Function-based fault-tolerant extranet,Black,0,942
3037,44663,8293,136420,0,Reduced leading edge firmware,Blue,1,646
3038,18953,19348,186228,1,Programmable eco-centric middleware,Blue,0,362
3039,55530,12279,171257,1,Quality-focused methodical service-desk,Red,1,318
3040,87998,7543,74808,0,Profound global system engine,Green,0,107
3041,79050,17235,206104,0,Adaptive asymmetric projection,Red,1,666
3042,69270,13672,209694,0,,Green,0,102
3043,96588,14242,215782,0,Proactive mission-critical toolset,Green,1,876
3044,73003,177,205591,0,Secured system-worthy leverage,Red,0,914
3045,18699,19974,13500,1,,Green,1,918
3046,57834,14575,209600,1,Advanced value-added firmware,White,1,535
3047,82752,7365,156466,0,Self-enabling content-based interface,Red,0,57
3048,84935,9730,104606,1,Object-based holistic open system,Green,0,91
3049,48024,8657,4628,0,Triple-buffered optimal access,Blue,0,262
3050,8184,14747,800,0,Quality-focused maximized customer loyalty,Pink,0,98
3051,40107,8839,142663,1,,Red,1,234
3052,45061,8948,57393,1,Advanced fresh-thinking array,Blue,0,886
3053,50166,12112,188711,1,Integrated web-enabled firmware,Black,1,160
3054,12433,19775,94960,1,Assimilated attitude-oriented internet solution,White,1,904
3055,34827,183,61585,1,Phased hybrid Graphic Interface,Black,0,617
3056,8787,67,164096,0,Ergonomic secondary capability,Green,0,678
3057,53407,11158,202249,1,,White,0,141
3058,4817,15171,231279,1,Programmable tangible internet solution,Pink,0,235
3059,70737,14169,176507,0,Compatible even-keeled help-desk,Yellow,0,392
3060,79174,35,151510,0,Customizable scalable Graphic Interface,Green,0,181
3061,42183,8353,141875,1,Realigned homogeneous productivity,Pink,0,522
3062,13455,19225,216372,0,Persistent tangible initiative,White,0,902
3063,24505,12352,171886,0,Innovative context-sensitive help-desk,Black,1,896
3064,33983,8827,6424,0,Polarised human-resource attitude,Yellow,0,860
3065,9080,14651,94261,1,Compatible responsive system engine,Yellow,1,301
3066,7421,5920,134763,0,,Green,1,425
3067,16339,19848,195334,0,Decentralized attitude-oriented hub,Red,1,161
3068,46151,8719,25704,0,Public-key high-level capability,Black,0,383
3069,71462,114,215259,0,Synergized optimal interface,Blue,1,420
3070,46288,4632,82728,1,,White,0,194
3071,15832,19427,48585,0,Reactive full-range productivity,Blue,0,819
3072,7814,10015,51387,1,Streamlined content-based groupware,Black,0,890
3073,50640,12531,82231,1,Mandatory homogeneous synergy,Green,1,275
3074,77920,7344,233305,0,Streamlined dedicated secured line,Yellow,0,749
3075,24127,12626,55053,1,,Black,1,30
3076,74056,385,211995,1,Right-sized 24 hour workforce,Yellow,0,637
3077,22810,17226,231481,0,,Red,1,968
3078,23221,10014,69905,0,Configurable grid-enabled groupware,White,0,736
3079,32408,12965,181541,1,Persistent real-time project,White,1,312
3080,16506,10018,85729,1,Multi-channelled homogeneous open architecture,Yellow,1,796
3081,41463,13119,186799,0,Expanded optimizing firmware,Red,1,715
3082,14511,19646,157561,1,Object-based interactive monitoring,Green,1,313
3083,13582,17954,33034,1,Polarised reciprocal Graphical User Interface,Green,0,370
3084,47942,19478,168340,1,,Red,0,490
3085,87338,12683,166587,0,Streamlined didactic concept,Red,1,112
3086,33891,16898,100767,0,,Red,1,316
3087,73547,12393,219531,0,Visionary stable installation,Blue,1,471
3088,54366,10013,193950,1,Triple-buffered bottom-line intranet,Green,1,576
3089,11857,19610,9344,0,,Red,0,470
3090,65868,12742,53597,0,Right-sized solution-oriented Graphic Interface,Red,0,726
3091,16561,19769,1135,0,Synergized local solution,Green,0,899
3092,85268,12968,56290,1,Adaptive 24/7 complexity,Blue,0,238
3093,49968,8706,210363,1,Cross-group zero defect frame,Green,1,397
3094,48761,8687,225363,1,Devolved didactic matrix,Blue,1,378
3095,78397,170,36949,1,Vision-oriented context-sensitive task-force,Blue,0,702
3096,10231,19617,5133,1,Front-line bandwidth-monitored service-desk,Pink,0,892
3097,27481,87,221132,0,Extended object-oriented paradigm,Yellow,1,901
3098,80504,10279,97495,1,,Red,0,344
3099,90484,14878,179675,1,Fully-configurable real-time data-warehouse,Black,0,451
3100,50667,12870,198356,0,,Pink,1,173
3101,49831,8691,213481,0,Upgradable client-driven database,Green,0,392
3102,40071,8170,68462,0,Future-proofed 6th generation database,Black,0,881
3103,10816,17239,188043,1,Inverse fresh-thinking groupware,Yellow,0,794
3104,24487,11508,154123,1,Extended zero defect throughput,Red,0,962
3105,18203,14266,199266,1,Profound homogeneous knowledge base,Green,0,242
3106,13745,9,20920,1,,Black,0,776
3107,16547,120,76490,0,Re-engineered methodical success,White,1,216
3108,92087,88,179613,1,Extended exuding process improvement,Pink,1,615
3109,17992,19200,86762,0,Adaptive disintermediate open architecture,White,1,184
3110,61005,17770,143802,0,Managed bandwidth-monitored frame,Pink,1,100
3111,94844,14878,35786,1,,Blue,1,469
3112,40313,12395,19787,1,Configurable executive secured line,Green,1,77
3113,61537,14872,210551,1,,Blue,1,387
3114,89964,4,93064,1,,Yellow,1,326
3115,48669,8147,16469,0,,Yellow,1,454
3116,93278,144,63556,0,Focused didactic workforce,Pink,1,647
3117,22243,11,79931,1,Balanced heuristic attitude,White,0,717
3118,77564,12815,762,1,,Blue,0,60
3119,64396,10015,234141,0,Reduced optimizing analyzer,Pink,1,612
3120,9355,50,96480,1,Mandatory intangible initiative,Green,0,498
3121,19799,19710,158273,0,Cloned systemic data-warehouse,Pink,1,84
3122,74370,193,96076,1,Mandatory actuating implementation,Yellow,1,185
3123,18760,19112,135162,0,Sharable bi-directional data-warehouse,Red,1,517
3124,58986,116,172136,1,Organic fault-tolerant firmware,Green,0,786
3125,16412,20837,198629,1,,Black,0,298
3126,12551,14104,172717,1,,Yellow,0,680
3127,13059,19172,188113,0,,White,0,700
3128,70792,18007,27810,1,,Yellow,1,163
3129,94440,147,77523,0,Optional mission-critical function,Green,0,782
3130,42862,8719,4055,1,Virtual optimizing moderator,Black,1,70
3131,48260,17233,2677,0,,White,1,570
3132,61721,12656,71160,0,Profound directional encoding,Green,0,476
3133,50670,14987,201813,1,Operative reciprocal groupware,Blue,0,193
3134,29891,12,63084,0,Visionary local migration,Green,1,24
3135,45756,19774,26866,0,Optional local complexity,Black,0,941
3136,47503,8112,202168,0,Down-sized modular structure,Pink,1,99
3137,8220,34,232434,0,Re-contextualized leading edge pricing structure,Black,0,812
3138,47216,14367,74294,1,Seamless non-volatile orchestration,Red,0,843
3139,1381,4,44699,1,Persevering actuating Graphical User Interface,Green,0,354
3140,14841,12877,25561,0,Business-focused contextually-based array,Red,0,817
3141,31495,14882,159678,1,Synergized high-level infrastructure,Blue,1,708
3142,14049,19106,23096,1,Balanced high-level definition,Yellow,0,215
3143,34671,17222,198449,0,,Green,0,92
3144,21329,70,39609,1,,Red,1,489
3145,8745,17228,224949,0,Multi-layered holistic array,Blue,1,861
3146,27789,14027,176359,0,Progressive disintermediate standardization,Pink,1,576
3147,12359,19998,83628,0,Expanded dynamic initiative,Black,1,154
3148,75265,17448,181568,1,Devolved optimal standardization,Pink,1,507
3149,73415,14684,224252,0,Right-sized methodical frame,Blue,1,615
3150,61063,12627,156408,0,,White,0,525
3151,20870,17226,8696,1,Operative dynamic encoding,Blue,1,94
3152,42551,2285,97174,1,Upgradable tangible time-frame,White,1,643
3153,89133,178,170426,1,Centralized zero tolerance artificial intelligence,Pink,1,213
3154,12526,12184,67265,1,Cloned bifurcated monitoring,Green,0,960
3155,67238,14387,219951,0,Open-architected bandwidth-monitored database,Red,1,375
3156,27030,818,70173,1,,White,1,335
3157,90464,10008,172946,0,Persistent needs-based synergy,Pink,0,376
3158,57504,17239,15538,1,Realigned holistic function,White,1,774
3159,40629,12655,101591,0,Intuitive web-enabled function,Red,1,166
3160,32470,1046,179312,1,Polarised analyzing utilisation,Yellow,1,906
3161,65559,17225,234842,0,Profound scalable initiative,Green,1,956
3162,43202,14545,181425,1,Ameliorated next generation time-frame,White,0,247
3163,76369,128,177211,1,Robust intangible application,Green,0,92
3164,46276,8378,89854,0,Versatile multimedia analyzer,Yellow,0,602
3165,44518,8484,155563,1,Compatible well-modulated methodology,Yellow,0,256
3166,65170,14870,13284,1,Triple-buffered systemic migration,Blue,1,659
3167,30750,548,161172,1,Virtual 24/7 help-desk,Pink,0,667
3168,3629,4444,30750,1,Polarised incremental software,Pink,0,246
3169,18921,19907,163557,1,Organic bottom-line artificial intelligence,Pink,1,115
3170,25060,14511,14378,1,Inverse explicit data-warehouse,Green,0,99
3171,94610,17234,223076,0,Customizable fault-tolerant installation,White,0,953
3172,92837,17226,153813,0,Business-focused even-keeled utilisation,White,0,916
3173,83194,17231,208551,1,Operative executive hierarchy,White,0,695
3174,23498,14586,141224,0,Innovative multi-state concept,Green,1,435
3175,65362,17221,29844,0,User-centric mobile forecast,White,1,869
3176,36272,1638,159187,0,Adaptive logistical hierarchy,Green,1,304
3177,78558,4,141500,0,Versatile client-server approach,Green,0,750
3178,54660,18516,231355,0,Ameliorated mission-critical internet solution,White,0,123
3179,61689,818,83143,1,Synergized real-time policy,Green,0,62
3180,13592,19783,87027,1,User-centric exuding interface,Black,0,800
3181,41796,8185,235896,1,Decentralized motivating hardware,Black,0,854
3182,96952,1631,44490,1,Reactive mobile focus group,Black,1,38
3183,14043,19143,48862,1,,Black,0,265
3184,71555,6498,11700,0,,Yellow,1,454
3185,89621,11309,16886,0,User-friendly scalable conglomeration,Pink,0,574
3186,21090,44,163650,0,Profit-focused non-volatile help-desk,Pink,1,526
3187,79231,17224,77713,1,Stand-alone encompassing open architecture,White,0,707
3188,43511,10012,167824,1,Secured high-level approach,Red,1,274
3189,11302,85,59155,1,Configurable user-facing help-desk,Yellow,1,475
3190,51000,63,172940,0,Upgradable zero tolerance monitoring,Pink,0,530
3191,18744,180,28118,0,,White,1,736
3192,13202,14077,80740,1,Open-source bottom-line capacity,Yellow,1,280
3193,16431,10303,3825,0,,White,0,340
3194,68943,603,133929,1,Distributed bi-directional framework,Green,0,747
3195,19197,19310,185262,1,Total human-resource focus group,Blue,0,202
3196,46828,14618,43356,0,Cloned encompassing matrices,Yellow,0,992
3197,84953,5763,95255,1,Cloned incremental protocol,White,1,294
3198,48178,5213,87777,0,Upgradable attitude-oriented installation,Red,1,749
3199,14016,19454,204019,0,Future-proofed zero administration migration,Blue,1,451
3200,13835,19409,154163,0,,Red,0,65
3201,31573,7450,198699,0,Customizable upward-trending implementation,Blue,1,622
3202,36121,14566,156837,1,,Green,1,59
3203,44547,8500,185896,1,Monitored modular monitoring,Red,0,704
3204,77314,4,184859,0,Cross-platform transitional hub,Blue,0,76
3205,22880,11548,103541,0,Customer-focused context-sensitive product,Green,1,220
3206,3307,12739,200179,0,Business-focused tangible alliance,Black,0,376
3207,63947,9550,43053,1,,Black,1,815
3208,19276,19720,6291,0,Visionary composite time-frame,Red,0,38
3209,45798,8230,159344,0,Adaptive neutral capability,Red,1,145
3210,19439,14565,36461,0,,Green,0,617
3211,3126,171,72828,0,Multi-layered client-server contingency,Red,0,617
3212,17290,19136,131682,1,Realigned stable product,Red,0,958
3213,50940,14047,223237,0,Up-sized bi-directional open system,Pink,0,415
3214,74361,13258,134381,1,Programmable asymmetric array,Blue,1,300
3215,4624,1213,97502,1,Cross-platform heuristic initiative,Black,0,676
3216,84324,12380,92780,1,,Green,1,810
3217,62896,12509,37537,1,Visionary next generation knowledge base,Pink,0,320
3218,12937,19408,55493,1,,Green,0,152
3219,47692,14,190063,0,Managed 4th generation collaboration,Yellow,1,623
3220,62338,162,87940,0,,Pink,0,190
3221,63810,17233,46377,1,Implemented background service-desk,Blue,1,353
3222,46342,14272,172630,1,Cross-group maximized software,Yellow,1,662
3223,40394,8740,152155,0,Adaptive logistical complexity,Red,1,299
3224,66286,7244,188986,1,Intuitive 3rd generation orchestration,White,0,997
3225,43446,8785,36634,0,Switchable next generation circuit,Pink,0,414
3226,18727,19515,140500,1,Public-key scalable throughput,Green,0,564
3227,57158,12596,202833,1,Mandatory non-volatile artificial intelligence,Red,1,152
3228,66084,195,52210,1,Synergized hybrid archive,White,0,621
3229,40666,10256,92854,1,Fully-configurable intangible orchestration,Red,0,510
3230,20594,84,195672,1,,Blue,1,607
3231,84408,17222,76148,0,Monitored tangible challenge,Black,0,256
3232,18882,177,147185,0,Ergonomic client-server toolset,Pink,1,166
3233,6593,14476,194573,0,Monitored optimizing focus group,Pink,1,522
3234,46889,8722,522,0,,Pink,0,320
3235,90929,10017,22642,1,Automated zero administration projection,Black,0,549
3236,56500,4,20178,1,Robust clear-thinking matrix,Green,1,450
3237,75835,12853,99534,0,Team-oriented uniform functionalities,Red,0,424
3238,82138,17220,223912,1,Secured content-based concept,Black,0,778
3239,20348,30,70977,1,Innovative value-added toolset,Red,0,850
3240,44319,14135,149152,0,Diverse web-enabled customer loyalty,White,0,828
3241,82568,5327,215048,1,Realigned solution-oriented hub,Red,0,568
3242,10275,14197,231996,0,User-friendly optimal benchmark,Pink,1,376
3243,48536,8196,35353,1,Polarised mobile matrices,Green,1,229
3244,62149,4,221470,1,Re-engineered systemic projection,White,1,221
3245,36915,12175,158161,1,Visionary foreground application,Blue,1,391
3246,50129,135,134220,0,Grass-roots executive budgetary management,Pink,1,500
3247,39244,818,227387,0,Virtual solution-oriented support,Pink,0,452
3248,55124,13476,183471,1,Multi-layered static secured line,Yellow,0,94
3249,19912,19316,150020,0,Down-sized mobile local area network,Black,0,671
3250,48579,17237,46666,1,Configurable directional frame,Yellow,1,336
3251,87676,14886,78666,1,,Green,1,859
3252,33283,14453,71364,1,Horizontal static neural-net,White,1,552
3253,52597,23,208293,1,Customer-focused neutral project,Green,0,145
3254,89655,17228,56598,1,,Black,0,365
3255,64285,28,231419,1,,Blue,1,309
3256,60574,35,187711,1,Open-source didactic adapter,Red,1,77
3257,17809,19549,89136,0,Public-key demand-driven website,Green,1,616
3258,34387,12272,24970,0,Exclusive zero defect internet solution,Yellow,0,583
3259,47288,14132,233765,0,Synergized stable standardization,Red,0,482
3260,12945,14873,38057,0,Networked foreground analyzer,Blue,1,184
3261,69718,14,162626,0,Seamless solution-oriented infrastructure,White,0,662
3262,14497,19977,54796,0,Balanced leading edge Graphic Interface,Green,1,602
3263,19914,2721,227087,0,,Yellow,0,478
3264,16928,19401,9639,0,Configurable transitional array,Red,1,127
3265,90815,14691,232551,1,Proactive coherent conglomeration,White,1,294
3266,58234,7080,221206,0,Adaptive methodical flexibility,Blue,1,86
3267,96054,12993,91796,0,Reactive bi-directional pricing structure,Pink,1,535
3268,83348,11657,39753,0,Self-enabling regional ability,Green,0,669
3269,96784,159,17197,0,Down-sized upward-trending methodology,Green,0,415
3270,45477,8110,189333,0,,Yellow,1,330
3271,13308,19493,104496,0,Exclusive encompassing matrices,Red,1,830
3272,94390,20748,206152,1,Customizable mission-critical hardware,Black,0,568
3273,47529,15,80405,1,Automated radical customer loyalty,Blue,1,646
3274,14952,85,152244,1,Object-based global leverage,Pink,1,146
3275,18547,19697,141508,0,Upgradable radical access,Blue,1,831
3276,80979,14461,211260,0,Proactive 3rd generation architecture,Green,0,954
3277,4829,15,197120,1,Optimized transitional moderator,Green,0,630
3278,59815,12535,24144,1,,Yellow,1,75
3279,14225,19300,86631,1,Synergized incremental migration,Yellow,0,261
3280,41969,8301,221952,1,,Green,1,516
3281,41468,10013,192901,1,,Green,0,478
3282,31274,14716,169006,0,,Green,0,735
3283,11589,5121,31863,1,Open-architected background projection,Red,1,468
3284,71636,168,164002,1,Visionary zero tolerance conglomeration,Pink,0,391
3285,55610,71,190147,0,Synergized exuding projection,Blue,1,936
3286,86694,16013,175593,0,Expanded fresh-thinking approach,Black,0,199
3287,56629,14145,143621,0,,Red,1,254
3288,47658,8720,229552,1,Vision-oriented incremental installation,Blue,1,568
3289,92400,12516,203971,0,Grass-roots reciprocal infrastructure,Black,0,208
3290,75390,12796,206063,1,Persevering impactful service-desk,Yellow,1,280
3291,40053,8574,17939,0,Expanded eco-centric encryption,Blue,0,169
3292,13875,10868,101502,0,,White,0,105
3293,27307,12732,4658,0,User-friendly asymmetric leverage,Red,0,777
3294,52906,6,214745,1,Persevering system-worthy projection,Blue,1,516
3295,19009,19761,156899,1,Managed bottom-line emulation,Yellow,1,262
3296,1448,14038,223317,0,Re-contextualized zero defect toolset,Green,1,876
3297,35792,140,25899,0,,Red,1,641
3298,89885,13920,80402,1,Configurable demand-driven attitude,Green,0,142
3299,49254,8795,99077,0,Down-sized coherent archive,Red,0,849
3300,21989,19092,57882,0,Exclusive leading edge complexity,Blue,0,632
3301,69690,12085,96544,1,,Black,0,263
3302,63918,87,136193,1,,White,0,631
3303,13570,12811,87727,0,Ameliorated system-worthy collaboration,Black,0,81
3304,48173,8325,47318,0,Open-architected bandwidth-monitored structure,Green,0,924
3305,6655,12666,24255,1,,Green,1,196
3306,82884,12333,78463,1,Intuitive eco-centric toolset,Green,0,324
3307,10797,19447,14265,1,Programmable holistic monitoring,Black,0,37
3308,27516,818,228348,1,Implemented bottom-line circuit,Green,1,716
3309,9759,20443,101258,1,,Blue,1,541
3310,21111,14871,165005,1,Progressive neutral data-warehouse,Red,0,782
3311,42796,8877,185777,0,Polarised foreground Graphical User Interface,White,1,255
3312,24063,10378,46368,0,Phased uniform info-mediaries,Yellow,0,469
3313,43029,14355,134633,1,Public-key explicit hardware,Black,1,266
3314,54465,4,186869,1,Right-sized executive middleware,Blue,1,930
3315,17563,19148,85769,0,Reverse-engineered coherent flexibility,White,1,117
3316,16841,17236,224153,0,Versatile methodical structure,Green,1,941
3317,41650,8286,71536,1,,Black,1,243
3318,12657,19694,196133,1,Expanded analyzing archive,Green,1,624
3319,64180,14001,138781,1,Team-oriented dedicated protocol,Green,1,692
3320,16028,19640,193559,0,,Blue,0,706
3321,70482,10016,54155,1,Focused stable hierarchy,Blue,1,370
3322,8295,14155,68709,1,Function-based optimal array,White,1,333
3323,38214,12955,172996,1,Quality-focused coherent solution,Blue,1,513
3324,74385,14969,78832,0,Multi-channelled maximized migration,Yellow,1,644
3325,7466,18669,200263,0,Multi-lateral bi-directional collaboration,Black,1,555
3326,64326,14884,131974,0,Versatile exuding matrices,Black,0,735
3327,19810,19492,227092,1,Multi-channelled asymmetric frame,Yellow,0,265
3328,47153,17238,35218,0,Up-sized tangible archive,Red,1,341
3329,25950,4283,143529,1,Organic multi-tasking moratorium,Black,0,112
3330,96047,4,51164,0,Cross-platform coherent contingency,Yellow,1,553
3331,55437,28,218515,0,Visionary hybrid standardization,Blue,1,958
3332,96688,12319,18513,1,Programmable object-oriented standardization,Green,1,353
3333,54954,17236,182841,0,Switchable stable capability,White,0,201
3334,92599,11869,142322,0,Secured content-based encryption,Yellow,0,328
3335,94122,11167,70531,0,Front-line heuristic hierarchy,Blue,0,667
3336,31316,20826,14219,0,Polarised even-keeled benchmark,Pink,0,771
3337,32951,14735,75434,0,Ergonomic systemic forecast,Yellow,0,716
3338,39769,45,186899,0,Visionary dedicated array,Black,0,834
3339,47491,8711,45737,0,Synergized content-based algorithm,Blue,0,545
3340,9727,14608,166948,1,,White,0,395
3341,12153,19566,76527,1,Implemented user-facing database,White,1,337
3342,16686,19748,213027,0,Implemented didactic capability,Pink,0,685
3343,92709,11715,58413,1,Customer-focused background customer loyalty,Blue,0,191
3344,10549,19614,52690,1,Optional homogeneous neural-net,White,1,681
3345,47935,8026,211011,0,Enterprise-wide analyzing artificial intelligence,Yellow,1,825
3346,13803,19822,83537,1,Balanced foreground customer loyalty,Pink,1,856
3347,68395,17232,239,0,Versatile transitional solution,Yellow,1,860
3348,46313,8377,51616,1,Synergistic high-level pricing structure,Red,0,996
3349,12522,19014,192173,0,Enhanced executive projection,White,1,707
3350,44528,8591,58080,0,,Yellow,1,573
3351,45607,8171,227957,0,Devolved contextually-based time-frame,Red,0,553
3352,90207,10000,199963,1,Multi-lateral modular matrix,Red,1,767
3353,48925,8028,203047,0,Triple-buffered maximized methodology,Yellow,1,946
3354,18209,19933,219263,0,,Pink,1,411
3355,6502,13915,60652,0,Universal zero tolerance info-mediaries,Black,1,870
3356,45267,11282,101790,0,Diverse local support,Black,0,676
3357,94710,13066,7969,0,Profit-focused user-facing solution,Blue,1,394
3358,75957,20193,150989,0,Stand-alone disintermediate challenge,Green,1,379
3359,13533,19581,59246,0,Team-oriented hybrid conglomeration,Red,1,661
3360,15737,19382,54846,0,Enhanced dedicated forecast,Blue,0,551
3361,44642,14801,165372,0,Multi-tiered radical throughput,Yellow,1,876
3362,12499,19383,88318,0,Multi-channelled intermediate task-force,Red,0,537
3363,80726,23,72983,0,Extended secondary portal,Pink,1,822
3364,33778,9206,46837,1,Front-line 24/7 synergy,Red,1,180
3365,20212,3050,220682,1,Monitored even-keeled hierarchy,Red,0,808
3366,17029,19121,67299,0,Networked empowering functionalities,Pink,0,730
3367,17293,19051,10343,1,,White,0,307
3368,30264,14000,210979,0,Enhanced object-oriented protocol,Blue,0,768
3369,47390,14888,92016,0,Cloned mission-critical workforce,Yellow,0,771
3370,25073,4450,33797,0,Horizontal fault-tolerant info-mediaries,Blue,1,524
3371,31977,20,78718,1,Fundamental fault-tolerant paradigm,Yellow,0,605
3372,19014,19548,159021,0,Pre-emptive maximized matrix,Red,1,579
3373,11813,10003,177742,1,Profound uniform functionalities,Green,1,236
3374,23162,14879,162139,1,,Green,1,675
3375,17066,19820,64141,0,Reduced web-enabled definition,Pink,1,500
3376,17916,14181,46419,0,Front-line background internet solution,Yellow,1,176
3377,42810,8771,149564,0,,White,0,874
3378,78724,12655,142841,0,Proactive bottom-line software,Black,1,172
3379,6937,14024,58474,0,Cross-group demand-driven focus group,Yellow,1,356
3380,92988,184,16321,1,Vision-oriented upward-trending concept,Blue,0,864
3381,68214,8249,5940,0,Customer-focused content-based open system,Black,1,343
3382,13198,12850,139150,0,Right-sized transitional hub,Red,0,662
3383,23692,14267,40696,1,,Red,0,81
3384,68090,67,231429,1,,Red,0,979
3385,58742,14871,194951,1,Total logistical encryption,Black,1,818
3386,36815,14882,4253,0,Ameliorated hybrid initiative,Pink,0,927
3387,56849,14293,77386,0,Sharable dedicated knowledge user,White,1,726
3388,51704,7557,56183,1,Centralized logistical algorithm,Blue,0,258
3389,60992,12723,189699,1,Customizable methodical pricing structure,Blue,1,227
3390,46867,8913,39044,1,Optional impactful forecast,Pink,0,255
3391,11410,8113,177712,0,Multi-layered optimizing help-desk,Red,1,130
3392,64322,12441,227139,1,,Black,1,258
3393,46499,8214,21279,1,Centralized upward-trending architecture,Black,0,910
3394,71636,168,134492,1,Expanded analyzing methodology,Red,1,385
3395,81142,17236,172645,1,Re-engineered real-time artificial intelligence,Red,1,425
3396,18810,17232,170890,1,Organized scalable time-frame,Yellow,1,202
3397,60528,17232,200280,1,Integrated mission-critical help-desk,Blue,0,73
3398,80541,12967,217654,0,Programmable 24 hour system engine,Green,1,249
3399,17931,19025,100601,1,,Blue,0,243
3400,44927,8360,1223,0,Persevering fault-tolerant open architecture,Pink,1,722
3401,49527,8022,83880,1,Decentralized tertiary algorithm,Yellow,0,376
3402,19898,19261,140422,0,Integrated background protocol,Black,1,775
3403,2400,2364,183102,1,Proactive optimal attitude,Pink,1,234
3404,15706,17231,53485,1,Pre-emptive even-keeled array,Yellow,1,577
3405,5322,11126,29127,0,Customer-focused dynamic task-force,Red,0,664
3406,79277,3388,151579,0,Focused hybrid standardization,White,0,463
3407,29113,12368,144560,1,,Red,0,874
3408,14802,14771,213931,1,,Green,1,423
3409,15854,14889,146032,0,Focused neutral productivity,Red,0,205
3410,47463,8919,166045,0,,White,1,957
3411,80852,14159,98047,0,,Red,0,402
3412,66506,10014,42869,0,Profound multimedia methodology,Yellow,1,234
3413,62870,4499,171492,1,Decentralized clear-thinking throughput,White,0,161
3414,17684,12467,78987,0,,Pink,0,919
3415,30908,14877,52944,0,Enhanced encompassing encoding,Black,1,324
3416,73567,10014,141662,1,Customer-focused eco-centric matrix,Black,0,733
3417,85042,14869,141533,0,,Pink,1,271
3418,50755,14727,171234,0,Reactive disintermediate firmware,Pink,0,621
3419,10747,14494,210101,0,Multi-channelled interactive data-warehouse,White,1,710
3420,7753,14875,13625,1,Secured radical Graphic Interface,Blue,0,852
3421,24855,14526,176081,1,,White,0,404
3422,19769,12025,191664,1,,Green,0,170
3423,69506,12995,141565,0,Optional user-facing database,Green,1,589
3424,47887,8354,50965,0,Digitized systematic productivity,Black,0,763
3425,38792,11047,221904,0,Robust didactic infrastructure,Red,0,715
3426,32912,189,147270,0,Organic zero administration synergy,Yellow,1,677
3427,86064,14878,22031,1,Centralized needs-based process improvement,Black,1,999
3428,20009,171,138200,0,Grass-roots logistical paradigm,Green,0,733
3429,50312,14511,178382,1,Virtual 24/7 portal,White,0,921
3430,92648,14212,99656,1,Optimized secondary collaboration,Red,1,543
3431,11743,19267,93545,0,Intuitive bi-directional core,Black,0,930
3432,26945,97,186276,0,Robust human-resource paradigm,Yellow,1,968
3433,40156,98,63254,0,Decentralized heuristic product,Yellow,0,537
3434,66774,158,175157,1,User-friendly optimal algorithm,Blue,1,762
3435,12471,14875,216745,1,Profound 5th generation interface,Red,0,915
3436,24050,14145,73853,1,Team-oriented background data-warehouse,White,0,160
3437,86318,12217,36583,1,Open-source 24 hour emulation,Pink,1,912
3438,19932,19422,181115,0,Multi-tiered client-server ability,Yellow,1,867
3439,61313,12470,156180,0,,White,0,322
3440,15603,10015,131182,1,,Pink,0,585
3441,44849,14244,164894,0,Polarised analyzing application,Yellow,1,729
3442,87457,10017,11696,0,Horizontal tangible local area network,Red,1,723
3443,62493,14696,64896,0,Future-proofed reciprocal access,Blue,1,998
3444,50539,5121,197761,1,Progressive tertiary policy,Red,0,806
3445,81280,14425,132304,1,,Pink,1,921
3446,15351,200,73827,0,Public-key mobile array,Green,1,822
3447,96776,8458,91416,0,Balanced homogeneous customer loyalty,Black,1,961
3448,49262,78,162927,1,Ameliorated attitude-oriented alliance,Blue,1,622
3449,95981,14482,81437,0,Balanced user-facing local area network,Green,1,309
3450,6296,168,93991,1,Enhanced exuding moratorium,White,0,538
3451,17459,19249,82678,1,Pre-emptive well-modulated Graphical User Interface,Green,0,246
3452,45189,8504,49512,0,Balanced composite system engine,Green,1,775
3453,93141,1631,8767,1,Progressive empowering support,Pink,0,825
3454,32593,605,79430,0,Progressive real-time system engine,Blue,0,773
3455,96147,1590,42104,0,,Yellow,1,971
3456,18407,19778,181724,1,Inverse clear-thinking hub,White,0,449
3457,49800,8089,80538,0,,Black,0,159
3458,87864,139,154020,1,Ameliorated heuristic service-desk,Green,0,86
3459,19822,19846,221676,1,Up-sized heuristic approach,Black,0,974
3460,11238,19350,60267,0,Reduced incremental application,Blue,1,215
3461,31115,40,138776,0,Multi-lateral holistic open system,Red,1,751
3462,17430,19216,163440,0,Extended context-sensitive core,Black,1,373
3463,40107,8839,142663,0,,Black,0,51
3464,19009,19761,78029,1,Face to face client-server hub,Yellow,0,121
3465,43708,8307,52130,0,,Green,0,316
3466,37670,14890,74099,0,Networked methodical artificial intelligence,Black,0,676
3467,47651,8977,203743,1,Managed local capability,Black,0,170
3468,47284,12576,91604,0,Cloned executive Graphical User Interface,Black,1,543
3469,55271,14724,173892,1,Cross-platform scalable concept,White,0,666
3470,44582,8430,212122,0,Open-source modular website,Pink,0,422
3471,46695,8673,202772,1,Reduced incremental hardware,Green,0,847
3472,96196,19848,1292,0,Customer-focused regional internet solution,White,0,437
3473,17824,12580,34435,0,Phased 4th generation model,Pink,0,98
3474,12326,19035,49302,1,Inverse user-facing contingency,Yellow,1,778
3475,76714,16810,145031,0,Adaptive eco-centric neural-net,Green,0,944
3476,11967,12221,101532,1,User-centric 5th generation workforce,White,0,435
3477,49883,14372,90178,1,Persevering motivating contingency,Red,1,896
